org_uuid,network_has_facebook_url,network_has_linkedin_url,network_has_twitter_url,network_has_homepage,network_count_attend_top_event,network_has_description
846c9f08-dcaf-730e-78b4-2e998f01a0b3,0,1,1,1,0,1
b929b1c3-6ece-55a7-b3ee-8458ce6020e1,1,1,1,1,0,1
92f05f31-df2b-8f6e-e0e6-447d9cd1e9a7,1,1,1,1,0,1
95bcd36c-f905-b81c-f483-98a8d5e57e6b,0,0,0,1,0,1
e53a5f0b-ace5-02c3-635f-b4f650d27243,0,0,0,1,0,1
dc7f3c9e-879d-aefd-b8a0-5f5c740783a3,1,1,1,1,0,1
6bbf24b4-2774-da7b-f0a7-7aa76fc8aa1f,0,0,0,1,0,1
b6efb5d1-ce59-4723-b9b4-2a868b33f908,0,0,0,1,0,1
088459c0-57e6-da0a-0dc8-f3272451cac0,0,0,0,1,0,1
82b2f05e-2cce-e00e-8f27-27d2615c1f39,0,0,0,1,0,1
8f60e65e-9e62-432b-9283-25bc366b2b44,0,0,0,0,0,1
35bb6c13-46a7-b422-3bb5-27b2b62ed62a,0,0,0,1,0,1
978bd92d-32e1-449f-b45f-5e8e2f1b06a6,0,0,0,1,0,0
74a395d1-e4e1-042a-2a56-a3532f361276,0,0,1,1,0,1
aac6135a-b686-e0fb-367a-556b7ee9958c,0,0,1,1,0,1
8bf3af36-a2b9-97f5-0b60-32ee5be2bf2b,1,1,1,1,0,1
5f9292d1-12b1-b40b-c840-f75608555592,0,0,0,1,0,1
f3d002cf-c16c-71f8-5305-db056431a7b9,0,0,1,1,0,1
a469d6fb-5ec2-a54e-a59f-1d31cee40aed,0,1,0,1,0,1
31df44c4-23fb-deeb-faac-09458562ebe6,0,1,0,1,0,1
f6901449-7f2f-36be-d964-66f8533f661d,1,0,1,1,0,1
40e97a6e-31af-328f-e87b-d15a69f58a28,0,0,0,1,0,1
64885cf4-057d-16e5-0836-f3758826200f,1,0,1,1,0,1
c92d1c90-4c4f-abd7-5cb4-b18f4c529c5e,0,0,1,1,0,1
1cce0409-0a7b-86f0-3e40-d68a28b6aa23,0,0,0,1,0,1
3ce0369c-a9a3-62ab-1d27-a955f9c04e75,0,0,1,1,0,1
d8c978d4-1c90-d61a-c260-47a55016c51f,1,1,1,1,0,1
dc690e72-7a3d-804f-f00a-8569587988d9,1,1,1,1,0,1
59ae5aab-db36-7301-a2f8-6040106ddd3f,0,1,1,1,0,1
e381382e-0d0a-d054-c2e7-01096f8046bc,0,1,1,1,0,1
c9b81073-acdd-f374-37c8-362fae40461a,0,0,0,1,0,1
5ad1734b-59ad-602e-dd16-f12bcd99c966,0,0,1,1,0,1
8b725bb0-9bfb-1170-d18b-2048643c7280,0,0,0,1,0,1
62ecdc16-d4c0-91df-f2b9-fc966e0324be,0,0,1,1,0,1
c5eccf9f-b003-49e5-b2b6-5387305219f0,0,0,1,1,0,1
b09366cd-4a72-338e-c407-f76af2c0cd1e,1,1,1,1,0,1
4bca90e0-8a2b-1b9d-f5d6-edf94a3e6fe9,0,0,1,1,0,1
f91c1d47-204b-a6a4-5fb1-437840f82a0c,0,1,0,1,0,1
4290bfb9-1f89-666f-4fc9-31ad67b941ff,0,0,1,1,0,1
1d4fce50-3005-245a-127a-51e236cc45a7,1,1,1,1,0,1
b01bbc35-8691-28d6-e025-78632b246c27,1,1,1,1,0,1
cf8561bd-371a-f09e-eb11-a372bacdac70,1,0,0,1,0,1
084d874d-6160-2ca8-a2e8-fc4e7d711488,0,0,1,1,0,1
b4fffa74-1796-8d06-ef71-faf68ee7c03c,0,1,1,1,0,1
9f900ed0-9d5f-fa8f-5072-2e3c6d3efc76,1,1,1,1,0,1
11a0d760-2f52-3892-062d-045caf64e63f,1,1,1,1,0,1
9d7905c6-f0e7-ccf8-ac8c-9926b7d53fd9,0,0,1,1,0,1
59d591be-ea4f-9397-04f8-aff93ec15f92,1,0,1,1,0,1
3c84aa15-1d7d-97cd-99dc-a7aba6a24962,1,1,1,1,0,1
9970d34a-6cda-0eb3-13f3-a6be60789796,0,0,1,1,0,1
d4ea562b-2fdf-1ecc-7a42-082c783a20d7,1,1,1,1,0,1
1f5a65bb-2fd8-4650-8a7c-5cecdd6c8f91,0,0,0,1,0,1
deccdaf1-7a13-c0b7-32a5-710700fef9df,1,1,1,1,0,1
2e19b724-c862-dd27-ad8a-9d6631936a2b,1,1,1,1,0,1
86c7c158-b6e7-6bda-a635-7a87bb400548,0,0,1,1,0,1
0c46472a-eca9-3588-4c26-f0e9855495a9,1,0,1,1,0,1
2f36922e-33d2-2309-d96d-10f0ed74bf80,0,0,0,0,0,1
8d899c56-3934-c783-aa2e-fa1f26fcd25a,0,0,0,1,0,1
387b13fe-5b2a-6448-d664-076a3550b160,1,1,1,1,0,1
ecd5c26f-ac78-e6aa-ff77-4c3c46014dd9,1,1,1,1,0,1
0b65f5f2-6e13-c222-23b0-39fcfbe0d969,0,1,1,1,0,1
7257e25a-083f-51b8-9d4c-a8f48efa82ab,1,1,1,1,0,1
bc653683-f793-3e04-71b6-b63517dbb6e2,0,1,1,1,0,1
1095843f-a780-0878-e410-73e45a87ef23,1,1,1,1,0,1
11e15127-dac6-9e05-ee84-c9aa35878ca6,0,1,1,1,0,1
3f52240d-f3a1-63b5-6d7b-ef0f0f69ead8,1,1,1,1,0,1
a7415631-50ce-63eb-e039-da519db7a8fe,0,0,0,0,0,1
7661fcfe-cd3e-d58d-2758-ee95d41c6ef7,1,0,1,1,0,1
fb6810e5-acf4-eda4-68eb-5abf3189ad6a,1,1,1,1,0,1
29c1e9ec-b281-ce57-e56c-a8973bb7a887,1,0,1,1,0,1
09da9708-2bb5-7fa9-7315-0f671ed9ce60,1,1,1,1,0,1
b419b0c5-68d3-54ae-30bc-3612e905966d,0,0,1,1,0,1
f64d3fe2-750c-7055-0aef-330aa76019aa,0,0,1,1,0,1
1c7d226a-9ad3-4eb9-8690-8a44d08e2d8c,0,0,1,1,0,1
c45c073b-d014-f9d0-635d-95c0f24a0cad,1,1,1,1,0,1
30abbfc1-fba5-1d9a-ed55-0279ce24746f,1,1,1,1,0,1
19ed0eb2-8222-a1c8-5d20-49250f8206e9,1,1,1,1,0,1
ce385eee-62af-733a-7e89-f008ee219bbd,1,0,1,1,0,1
298f6bd7-6540-9fea-2e75-b39a80c8b2bd,1,1,1,1,0,1
644bf684-1d81-5934-7445-f0275bad548d,1,1,1,1,0,1
1e9139fe-3d7b-8c12-d696-e1d489f753b2,1,1,1,1,0,1
08c95d7e-5cf6-2af0-54c3-b9a4eb540e9c,0,0,1,1,0,1
7e7ac74e-c1f1-2a27-dd45-9d09c495cb56,1,1,1,1,0,1
61115530-aed1-47f8-948a-91625b5f7bab,1,0,1,1,0,1
f75d1018-5b16-b32c-ef91-09c7bcd44341,0,1,1,1,0,1
23553230-301d-d13c-bd29-73dab9e7d0ef,1,1,1,1,0,1
cc40f259-b80e-506c-6132-4334ede0662b,0,0,1,1,0,1
50707ba5-f011-63d2-8f64-ff8421e80888,1,1,1,1,0,1
163eef5f-18cb-1ac3-30ec-7e5e1d022e14,1,0,1,1,0,1
e0f531b1-7c07-6004-8c28-2749158e01f0,0,0,0,1,0,1
e7d7197f-bece-0611-12d8-9727765357a3,1,0,1,1,0,1
8892a32e-fce6-1746-0c12-50837eb97e2f,1,1,1,1,0,1
6bc269af-060f-4d71-b44c-467c3a18e3ca,1,1,1,1,0,1
ed8c6476-8f3f-5ec6-e9f7-3bfc7b91e465,0,0,1,1,0,1
f79c55c2-3d51-acd6-e219-9fb9f483f0a3,1,1,1,1,0,1
73e9e438-e332-13c9-aef7-f3511000323d,1,1,1,1,0,1
971d6f77-335f-0b90-f861-c9528a2f7101,1,1,1,1,0,1
b7df520a-4772-a30e-ddd4-78a587acd7ff,1,1,1,1,0,1
f7697087-ea5a-4106-b1c2-bd241039b3e5,0,0,0,0,0,0
4b68dde5-7099-deac-bb55-7eebd0d334ae,1,1,1,1,0,1
692c64c4-1c25-f215-b0a0-87e093617cf2,1,1,1,1,0,1
93b4f4c8-4163-08ee-a424-91e7e2143421,1,1,1,1,0,1
b0cb9a9a-49b9-49e6-0937-430025a7b8df,1,1,1,1,0,1
c5b6dc31-8fb1-5e4c-db50-7f38e51f3782,1,1,1,1,0,1
d89b413f-859b-b961-6abf-7d908d5fa89c,0,0,1,1,0,1
d4642425-8755-058d-a3e8-b6ca7aa532cf,1,0,1,1,0,1
0ff7db05-f4f5-0be7-772d-9bd90582d5a0,1,1,1,1,1,1
807dff51-831b-3edf-5fbc-8c663bb1ad6d,0,1,1,1,0,1
28843a1d-4026-4535-3d30-f59010254f10,1,1,1,1,0,1
1ae7820c-c73e-9d32-6df4-749933fc152b,1,1,1,1,0,1
8d1cf9c3-e5bc-e3d7-e95c-2f45615c901d,0,0,0,0,0,1
2698a0c4-1d3b-1ba9-e43c-5da1bdc6d109,1,0,1,1,0,1
fe2ff97d-0e40-48ee-9bea-d1bae85a0106,0,0,1,0,0,1
1e058427-8356-4df6-87f1-a53eed3d2910,0,0,0,1,0,1
c0135c77-e517-8a58-03fb-1d882c92114d,1,1,1,1,0,1
fbb0440e-efd6-d79c-8a08-e50f1552bd33,0,1,1,1,0,1
8d28bf42-ebc6-ab9b-b74d-373d18f9ca70,0,1,1,1,0,1
9704713f-2391-7435-5b66-62e7846a0f3d,1,1,1,1,0,1
6d6bdfda-809f-220b-1361-484d6681e8a1,1,1,1,1,0,1
5a16fd11-f9c4-e78e-002a-74bb42c1a0ea,1,0,1,1,0,1
4cead6ea-0cc1-1bff-46d2-1ff72e25899a,1,0,1,1,0,1
99780508-0f2a-11ef-e21f-cc8521e90867,1,1,1,0,0,1
69b81e73-1e14-2924-7b31-8a869c20cc8f,0,0,1,1,0,1
bb749c17-4845-4b9b-bd38-714fccde85e9,1,0,1,1,0,1
7dc2a993-9edd-ed2d-be75-1a11b73e58b2,1,0,1,1,1,1
fec1274e-5f33-f61e-855e-40134b8b8a88,1,1,1,1,0,1
f81bd89a-3ba8-7716-cdae-40743106350d,1,1,1,1,0,1
6dd8c4d4-069d-a88d-fe72-99384534eb51,1,1,1,1,0,1
81cb7374-adc0-565a-aa5f-c4586e9fee71,1,1,1,1,0,1
bf593ace-4ea4-a3af-be76-1437bb8b5738,1,1,1,1,0,1
552210c8-9928-d9a2-7467-a9831d8bbd6f,1,1,1,1,0,1
02e3b037-71ad-7019-dbb3-d7c230e23878,1,1,1,1,0,1
a1463ed2-76fd-8aea-ffed-22bec7b5ecc0,1,1,1,1,0,1
c1df9c7f-78fc-6178-d5e1-152bde222481,1,1,1,1,0,1
0109360f-babd-5c36-8047-cf82bd8ce575,1,1,1,1,0,1
89721e0f-8c4b-ca82-08f8-61366bcc5457,1,0,1,1,0,1
f2bd0c93-4c39-173f-4e1a-61a0b486b1ac,1,1,1,1,0,1
743263c7-0089-9183-6f9e-ac0a3f008362,1,1,1,1,0,1
099c92eb-b9ea-5dbd-968e-20863cc1de32,0,1,0,1,0,1
f5d00104-1ffa-287c-c4e2-307386454253,1,0,0,1,0,1
8f739114-2169-3646-9582-d366cc4c5f6a,1,1,1,1,1,1
7906ea25-07cb-e210-4dda-597313e129fe,1,0,1,1,0,1
22ad9b6a-3315-b71e-6f8b-d2775b945124,1,0,1,1,0,1
8e39d195-bce0-3ca4-ebbc-93505051c04d,0,1,1,1,1,1
90597a8f-45d3-f227-e7c3-16fb006bb3e9,1,1,1,1,0,1
526b7560-fb81-7ddb-b5d6-1f80e1ad27d3,1,1,1,1,0,1
1758862a-414f-f5b1-0396-14f50cea51ef,0,1,0,1,0,1
acf1571b-e6e1-447e-a951-c815a4d825cf,1,1,1,1,0,1
312b2978-a0a0-9d94-28c7-e8d594c7f170,0,1,1,1,1,1
adc56f30-2bdc-9bce-1a5f-2acd14f4251f,1,0,1,1,0,1
a6829a92-06c5-fb43-bc78-ea096493fee8,0,1,1,1,0,1
4ab41f9f-a491-d2e4-0238-9650b9977762,1,1,1,1,0,1
077465e3-6c42-ba8d-523c-cec819acb2b2,1,1,1,1,0,1
d0a0446b-8e96-c696-7f99-eaa7b4345742,0,0,0,0,0,1
316348cc-0c6f-40bd-ad02-37fb05c61e39,0,0,0,1,0,0
1f1e3444-042c-fbaf-f0b9-4ba52d25ccf2,1,1,1,1,0,1
3d491662-11f7-4b48-92f5-0b5a3fed6de9,1,0,1,1,0,1
fed218f3-0964-0244-b5a2-11e201a1ca1c,0,0,0,1,0,1
f289b817-a016-81e7-1229-22c315e3bf67,0,0,1,1,0,1
d02d521e-56d5-eec3-51bb-38f2590f55ef,0,0,0,1,0,1
f60ba312-4baf-7f8b-4c54-467dd81c3a60,0,0,0,1,0,1
af4b2526-0083-4e9d-ede4-543378e185b6,0,1,1,1,0,1
9aeb4e51-0756-3c43-7daa-15240fc295ec,0,0,0,1,0,1
9c3b6c82-06d6-1363-7e60-18f4e4998e44,0,0,1,1,0,1
c60bc8dd-1eee-072b-94fe-ab12c1199090,1,0,0,1,0,1
425b33f8-f55f-f9ac-11a8-320b17cf0571,0,0,0,0,0,1
fe597950-1b38-e12c-3ba1-7ed8047ab104,0,0,1,1,0,1
7275be93-0ed5-e34f-b9bc-a3547353221e,1,0,1,1,0,1
2cd7135a-78d1-d0bc-5445-0bde1dca38f1,0,0,0,1,0,1
9c0a1691-dd89-a985-6b45-b7173654eb7e,0,0,0,1,0,1
9a2d2bde-f43a-31a8-fe42-daf3baf03847,0,0,1,1,0,1
445c2aa2-fb8b-8eb2-93a8-bf5611f02ba8,0,0,1,1,0,1
425a8cc9-8804-4217-a446-9ebdb5819e9a,0,1,1,1,0,1
01eda286-ae1b-f88c-46e1-1f6895445118,1,1,1,0,0,1
45bf4724-1e76-f2f8-0b9f-36a397bbfc1d,0,0,1,1,1,1
230f96c7-4c35-2d8b-363c-965703dbded9,0,0,0,1,0,1
9ad73fab-a7ed-0174-217e-7d71c44e4848,0,0,0,1,0,1
356930b6-3dcb-85e7-8e8f-e77e284bd5e5,1,1,1,1,0,1
2fa4f1fe-75e7-8067-1b20-1a0b4520f36d,1,1,1,1,0,1
0c685bfb-5f5e-570c-1b8b-aa4c5280a75c,1,0,0,1,0,1
04a4f78a-8398-ea09-61d5-e126bf1c4d57,0,0,0,1,0,1
27bbe016-02c1-8d2a-bde1-e4f3c613bc5f,1,1,1,1,0,1
52ac4c7f-aa09-e4b9-0a92-794f15891292,0,0,0,0,0,1
042fa590-31d6-324f-af48-725d64ec8b2c,0,0,0,1,0,1
a4dd7e47-232a-9140-9d62-5c090b909fc1,1,1,1,1,0,1
6f7ea63a-f820-733a-702b-82e75d0ac15f,0,0,1,1,0,1
c3a4c053-d9f8-185e-8e08-c13475ec14cd,0,0,1,1,0,1
a6251eb9-4a04-3ea6-ea8d-740843082e92,0,0,0,1,0,1
98662b66-ebce-d555-bb6f-34cbd5de440f,1,1,0,1,0,1
21cb53c0-a73b-e78f-c95f-a7846c9d288e,1,0,1,1,0,1
8fc54a99-64dd-120f-26e0-0b85864f6f79,1,1,1,1,0,1
5d72a924-c409-be3e-d42a-0a127b344c03,1,1,1,1,0,1
7b3da981-b672-973d-62a9-7ae955341ece,1,1,1,1,0,1
b26142f5-69cb-d998-2a54-05fceafabe10,0,1,0,0,0,1
07873a44-0267-9a10-8ea7-cb359f4efaee,0,1,1,1,0,1
d21a6980-f3a2-90ab-2255-2ab443ecaf18,0,0,1,1,0,1
51ee0def-f0ac-c663-d359-d94bf7c2b9bf,1,1,1,1,0,1
ef205a8a-ce41-9b7f-6a62-f9bcfc58a8b3,1,1,1,1,1,1
787232cd-69ad-84a9-298d-9879ef41f977,1,1,1,1,0,1
8901a51b-50ff-d364-b860-bdaeb262dbba,1,1,1,1,0,1
7c19637e-5211-6d94-ddee-4c3d96d62833,1,1,1,1,0,1
82de31b5-e5d1-0f6f-f723-9ce6c64b4330,1,1,1,1,0,1
ed13bb29-8d6a-0332-bea3-c401a98df9c1,1,1,1,1,15,1
7ea91b89-2d41-df0c-3095-b15b174249bb,0,1,0,1,0,1
5009ef5e-eb0b-69fc-1481-96759e2e827f,1,1,1,1,6,1
b0b00b45-eedd-a655-4c50-5f3a6fccf2e5,0,0,0,1,0,1
c209f6cc-c393-2610-4a18-8404e40dab1b,1,1,1,1,1,1
1b0e907c-ec82-6c00-3c76-aa7fc6277cd2,1,1,1,1,0,1
cc4bef6f-71d8-4472-31d2-14323b002a6d,1,1,1,1,0,1
95e03b79-f644-474e-febe-ff3dc96da86a,0,1,1,1,0,1
08bc262f-410b-4e10-b1ae-7018646cf2f6,0,0,0,1,0,1
674da1f7-6e1b-bede-2ea5-4c5457e3b386,0,1,1,1,0,1
6311303d-98da-b0dd-8836-4498224eb175,1,1,1,1,1,1
1081e17e-933d-84ed-a75b-099831118291,1,1,1,1,0,1
52e3bf2f-3385-5b6f-3c72-9e51fa570ff1,1,1,1,1,0,1
365ce9a5-2359-3a6c-6d5d-a52750858586,1,1,0,1,0,1
049b9866-57b2-7568-ee87-f829e38ad306,0,1,0,1,0,1
a367b036-5952-5435-7541-ad7ee8869e24,0,1,1,1,2,1
39196398-ac6d-c600-c35f-cb1e75188da5,1,1,1,1,8,1
2db897ef-849d-780c-3763-01b8cd1f1397,0,0,1,1,0,1
0a6d5bcc-437f-79b4-af75-19a484be4b2e,1,1,1,1,0,1
fd3add4c-8f75-be9c-19a1-bd57ab334bf2,1,1,1,1,0,1
1e7563f5-7775-f878-9450-b8b3942c0460,1,0,0,1,0,1
e4af1a6b-f77f-552c-5e34-0c97e334765e,0,1,1,1,0,1
f955cbc6-d325-4e92-24dd-d2174c8adf9b,1,1,1,1,0,1
5ab521ac-5ebc-0f2a-331e-f973747467e4,0,1,0,1,0,1
e4d10a5e-9ec1-88b6-9acf-d8585c89bcb3,1,1,1,1,1,1
4ca7bc92-0112-3c90-7a70-34e6ef502b56,1,1,1,1,1,1
5feb6981-348c-dfc0-0504-dcfe73a331ce,1,1,1,1,5,1
35a65899-4b97-6dac-6ef5-eb151120e93c,1,1,1,1,0,1
bf941eee-23c4-1a6d-fe1e-87f071a0618a,0,1,1,1,0,1
837ad05a-425e-95ef-ac60-883f89524b2b,1,1,1,1,37,1
df662812-7f97-0b43-9d3e-12f64f504fbb,1,1,1,1,32,1
a21fd3fa-c9c5-be84-f26c-e1d78939ae6c,1,1,1,1,13,1
6515b4b2-6ade-e6ce-a21d-8f7d45998570,1,1,1,1,1,1
bc4dd9d6-1877-183a-3c0a-36833e3308bc,1,1,1,1,0,1
885fc72d-7bec-52f9-848f-c112f59a9975,0,0,0,1,0,1
e6d91128-75f4-d6ac-618a-4e2f240e7092,1,1,0,1,0,1
0d0581b5-cc05-8e1a-7b8b-8ecb2a0826f6,0,1,0,1,0,1
21bf3fa0-6edf-988c-b003-b171e53b6742,1,1,0,1,0,1
00e435dd-f616-27b3-9128-58fb909d04b4,1,1,1,1,0,1
0fe5e7d3-98d0-a322-3286-23500fa52590,1,1,1,1,0,1
9cc22833-02b2-6132-b2cc-f8b9d0321a97,0,1,0,1,0,1
bf21d239-2386-00f4-84b6-27b13af0f88b,1,1,1,1,0,1
8aff7875-d403-3c0d-f815-f660000e8361,1,1,1,1,4,1
69b47ebb-884d-9a05-aff2-f40c69aef43b,0,0,0,1,0,1
