Company name,Deal date,Investment amount,Incorporation date,Current stage,Exit date,Exit price
Tool@rrest,2013/8/6,400001,09/12/2009,Dead,17/04/2015,0
Tooldogs,2018/4/12,9999,12/05/2016,Dead,01/05/2019,0
TorqBak,2014/4/22,149505,30/07/2013,Dead,29/03/2016,0
Touch Bionics,2010/7/7,837775,07/06/2002,Exited,11/04/2016,27500000
Touch Bionics,2011/10/3,2500005,07/06/2002,Exited,11/04/2016,27500000
Touch Bionics,2014/5/31,2503500,07/06/2002,Exited,11/04/2016,27500000
Tourdates.co.uk,2011/11/18,30580,19/10/2007,Dead,08/09/2016,0
Tourdates.co.uk,2012/12/15,9000,19/10/2007,Dead,08/09/2016,0
Tourdates.co.uk,2014/12/29,23880,19/10/2007,Dead,08/09/2016,0
ToxiMet,2014/8/1,224640,12/08/2005,Dead,28/04/2016,0
ToxiMet,2010/5/6,81149,12/08/2005,Dead,28/04/2016,0
ToxiMet,2012/5/1,700000,12/08/2005,Dead,28/04/2016,0
Toys and Interiors,2018/8/8,74928,31/12/2005,Dead,04/12/2019,0
Traak,2010/9/2,198839,13/12/2005,Dead,05/12/2019,0
Traak,2013/4/19,77993,13/12/2005,Dead,05/12/2019,0
Traccr,2010/3/22,49997,01/05/2008,Dead,02/07/2015,0
Traccr,2011/7/1,1016845,01/05/2008,Dead,02/07/2015,0
Traccr,2010/11/1,129999,01/05/2008,Dead,02/07/2015,0
Trace Learning Solutions,2015/12/15,20000,13/03/2014,Dead,05/11/2018,0
Tracepoint,2013/3/27,100000,24/01/2011,Dead,21/10/2019,0
Track,2019/4/17,164896,18/10/2017,Dead,31/01/2020,0
Trade Chase,2012/8/8,225000,29/10/2010,Dead,07/04/2016,0
Trade Chase,2011/3/22,140000,29/10/2010,Dead,07/04/2016,0
Trade Chase,2015/2/27,169840,29/10/2010,Dead,07/04/2016,0
Trader Training Hub,2017/5/2,25000,01/02/2017,Dead,28/08/2018,0
Traffic Observation & Management,2016/4/4,371727,24/10/2007,Dead,06/02/2020,0
Train by DNA,2015/10/2,15000,23/06/2015,Dead,22/12/2016,0
Trak.io,2014/4/7,100008,28/06/2013,Dead,30/06/2016,0
Tramonex,2016/3/31,150000,07/08/2013,Dead,19/02/2019,0
Transflex,2013/1/15,750000,10/11/2011,Dead,18/04/2018,0
Transflex,2013/6/24,500000,10/11/2011,Dead,18/04/2018,0
Transflex,2014/6/25,1850000,10/11/2011,Dead,18/04/2018,0
Transflex,2015/2/15,160000,10/11/2011,Dead,18/04/2018,0
Transflex,2011/12/15,1249999,10/11/2011,Dead,18/04/2018,0
Travioor,2017/4/18,205000,08/10/2015,Dead,25/10/2018,0
TreasureHouse,2018/8/13,446657,18/07/2017,Dead,20/08/2019,0
TreatTicket,2011/3/31,410000,02/08/2010,Dead,14/06/2017,0
TreatTicket,2015/5/6,129999,02/08/2010,Dead,14/06/2017,0
TreatTicket,2012/6/1,395000,02/08/2010,Dead,14/06/2017,0
TreatTicket,2013/1/11,100000,02/08/2010,Dead,14/06/2017,0
Treatwell,2011/10/17,3500012,19/12/2007,Exited,05/05/2015,171000000
Treatwell,2010/9/13,1995385,19/12/2007,Exited,05/05/2015,171000000
Treatwell,2014/10/10,12705275,19/12/2007,Exited,05/05/2015,171000000
Treatwell,2015/5/5,34206634,19/12/2007,Exited,05/05/2015,171000000
Treatwell,2013/12/31,5686425,19/12/2007,Exited,05/05/2015,171000000
TreePress,2015/10/27,48000,,Dead,05/06/2018,0
TreePress,2016/7/23,25000,,Dead,05/06/2018,0
TreePress,2015/3/20,96000,,Dead,05/06/2018,0
TreeVue,2015/2/18,80000,17/03/2014,Dead,20/11/2018,0
Trendzer,2016/12/9,1084760,01/12/2014,Dead,25/10/2018,0
Tri-Air Developments,2011/12/30,102489,17/01/2006,Dead,28/02/2017,0
Triathlonbox,2014/11/1,165000,28/04/2014,Dead,12/06/2018,0
Tribune Group,2017/1/5,192500,13/01/2014,Dead,17/12/2019,0
Tribune Group,2017/8/15,144781,13/01/2014,Dead,17/12/2019,0
Tribune Group,2015/4/9,195000,13/01/2014,Dead,17/12/2019,0
Tribune Group,2016/8/16,120000,13/01/2014,Dead,17/12/2019,0
Tribune Group,2017/11/17,1509000,13/01/2014,Dead,17/12/2019,0
Tribune Group,2017/3/9,265000,13/01/2014,Dead,17/12/2019,0
Tribune Group,2019/4/2,6864,13/01/2014,Dead,17/12/2019,0
Tribune South East,2017/11/22,199980,10/11/2015,Dead,18/12/2019,0
Tribune South East,2017/5/4,27244,10/11/2015,Dead,18/12/2019,0
Tricouni,2017/7/7,229700,16/12/2014,Dead,01/11/2018,0
Tricouni,2016/9/6,532900,16/12/2014,Dead,01/11/2018,0
Tricouni,2015/9/14,850000,16/12/2014,Dead,01/11/2018,0
Trigah,2013/4/5,10000,29/01/2013,Dead,30/07/2019,0
Triggerbuddy,2015/3/30,53805,16/04/2012,Dead,09/09/2016,0
Trillenium,2015/9/3,200197,13/02/2014,Dead,11/02/2020,0
Trillenium,2014/5/7,50000,13/02/2014,Dead,11/02/2020,0
Trillenium,2015/4/2,25000,13/02/2014,Dead,11/02/2020,0
Trillion Fund,2014/4/8,500000,26/04/2011,Dead,15/07/2020,0
Trillion Fund,2013/2/1,1312939,26/04/2011,Dead,15/07/2020,0
TrillionX,2016/8/31,148100,02/12/2015,Dead,22/03/2019,0
Trinity,2011/6/30,100020,21/05/2010,Exited,21/01/2019,10800000
Trinity,2015/6/11,174972,21/05/2010,Exited,21/01/2019,10800000
Trinity ICT,2016/3/2,628766,02/02/2012,Dead,01/11/2018,0
Trinity ICT,2015/7/18,204851,02/02/2012,Dead,01/11/2018,0
Tripr,2014/12/22,80080,16/05/2014,Dead,21/12/2018,0
Tripr,2015/9/10,11008,16/05/2014,Dead,21/12/2018,0
Triptalk,2017/3/31,60003,26/09/2015,Dead,19/02/2020,0
Triptalk,2016/4/20,16020,26/09/2015,Dead,19/02/2020,0
Triptap,2017/7/10,37128,12/05/2016,Dead,22/03/2019,0
Tripwire,2015/6/5,199996,10/03/2015,Dead,07/11/2018,0
Tristar,2014/3/18,45480,31/12/1978,Exited,28/06/2016,30000000
Trojan,2016/5/23,619979,15/12/2000,Dead,12/11/2018,0
Tru:beauty,2013/9/5,50000,23/02/2012,Dead,03/03/2016,0
True & Pure,2014/1/15,21620,22/03/2013,Dead,17/11/2016,0
TrueBaby,2012/5/11,11008,27/11/2006,Dead,15/07/2020,0
Trueskin,2013/6/27,1049631,28/06/2010,Dead,19/04/2017,0
Trueskin,2011/2/7,474662,28/06/2010,Dead,19/04/2017,0
Trueskin,2012/3/6,1208884,28/06/2010,Dead,19/04/2017,0
Trueskin,2014/4/5,3498530,28/06/2010,Dead,19/04/2017,0
Trunkaroo,2017/4/13,255000,17/04/2015,Dead,17/12/2019,0
Trustlight,2016/5/22,15000,27/04/2016,Dead,29/10/2018,0
TryMyKitchen,2016/3/9,10000,26/03/2014,Dead,10/03/2020,0
TryMyKitchen,2015/8/12,30000,26/03/2014,Dead,10/03/2020,0
Tryum,2014/8/7,11874,12/04/2013,Dead,25/02/2016,0
Tuki,2017/12/31,28130,24/08/2017,Dead,29/01/2019,0
Tuned In,2011/4/8,12000,21/06/2006,Dead,15/08/2017,0
Turbo Drinks,2010/7/8,105006,25/03/2010,Exited,17/01/2012,7000000
Turbo Drinks,2011/4/5,214996,25/03/2010,Exited,17/01/2012,7000000
TutorTap,2015/3/3,150000,20/09/2013,Dead,31/01/2017,0
Twenty Something London,2014/12/4,157424,08/11/2013,Dead,23/11/2017,0
Twenty/15,2016/1/27,15000,15/10/2015,Dead,18/12/2018,0
Twigdoo,2018/6/26,196000,23/10/2017,Dead,21/10/2019,0
Twigdoo,2018/4/3,145041,23/10/2017,Dead,21/10/2019,0
Twigdoo,2017/12/7,40001,23/10/2017,Dead,21/10/2019,0
Twinkler,2013/10/22,22466,06/08/2013,Dead,19/03/2015,0
Twisted Halo,2016/9/2,150000,02/02/2015,Dead,10/07/2018,0
Twizoo,2015/4/2,1505568,23/05/2013,Exited,09/11/2017,5456000
Twizoo,2014/3/10,248230,23/05/2013,Exited,09/11/2017,5456000
Twizoo,2017/9/29,29670,23/05/2013,Exited,09/11/2017,5456000
Two Heads Beer Co,2017/4/28,90000,19/04/2011,Dead,20/04/2019,0
Two Heads Beer Co,2018/7/23,375074,19/04/2011,Dead,20/04/2019,0
Txt2buy,2011/5/16,250000,23/01/2009,Dead,24/09/2013,0
Txtreme,2014/12/30,14065,12/12/2005,Dead,14/05/2019,0
Tynka,2013/9/19,829550,29/09/2010,Dead,08/03/2017,0
TypeScore,2015/12/9,6400,,Dead,08/01/2019,0
TypeScore,2016/5/17,385000,,Dead,08/01/2019,0
TyresOnTheDrive,2015/12/18,4084150,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2013/9/9,1341801,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2012/4/13,253000,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2018/3/28,1500011,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2013/2/6,669894,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2014/6/19,649935,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2018/9/3,2118504,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2012/10/1,276919,27/04/2011,Dead,19/02/2019,0
TyresOnTheDrive,2017/1/19,5507749,27/04/2011,Dead,19/02/2019,0
Tyto,2014/12/11,10000,28/10/2014,Dead,17/03/2016,0
U-Link,2017/12/18,23863,02/11/2017,Dead,13/11/2018,0
U18connect,2014/12/3,149845,02/04/2013,Dead,26/03/2019,0
UC Group,2016/7/25,21000,26/04/1999,Dead,03/07/2019,0
UC Group,2014/7/28,180800,26/04/1999,Dead,03/07/2019,0
UK Bond Network,2016/10/7,999999,25/02/2014,Dead,04/02/2019,0
UK Bond Network,2014/10/13,1145125,25/02/2014,Dead,04/02/2019,0
UK Bond Network,2018/5/1,510921,25/02/2014,Dead,04/02/2019,0
UK Bond Network,2015/7/8,671279,25/02/2014,Dead,04/02/2019,0
UK Paper Group,2016/6/17,7143,09/02/2015,Dead,22/02/2019,0
UK Property Professionals,2014/9/2,20000,05/03/2010,Dead,10/02/2020,0
UK Woodland Products,2016/11/11,503986,05/01/2010,Dead,26/02/2019,0
UK Woodland Products,2012/5/25,12015,05/01/2010,Dead,26/02/2019,0
UK Woodland Products,2011/11/16,503986,05/01/2010,Dead,26/02/2019,0
UK Work Study,2013/2/22,98300,08/10/2010,Dead,28/01/2016,0
UNI:TRIX,2018/1/18,14000,31/03/2016,Dead,21/02/2019,0
UPG,2014/6/18,1249993,10/10/2000,Dead,10/03/2017,0
URICA,2014/9/22,4295256,14/02/2012,Dead,22/11/2018,0
USIO,2017/10/9,956702,21/01/2014,Dead,23/04/2019,0
USIO,2017/10/9,956702,10/03/2017,Dead,08/11/2018,0
USM,2013/7/31,80000,24/10/2008,Dead,21/10/2019,0
USP Training,2015/12/3,250000,24/01/2014,Dead,16/12/2019,0
UUNI,2018/1/11,50000,21/03/2013,Dead,19/11/2018,0
UVdyne,2014/6/30,5004,03/02/2014,Dead,08/01/2019,0
Uberated,2015/9/22,80392,27/05/2014,Dead,01/11/2018,0
Uberated,2016/7/18,54257,27/05/2014,Dead,01/11/2018,0
Uevoc,2012/12/10,20000,04/01/2013,Dead,08/01/2016,0
Ultra Power Systems,2018/2/16,92463,20/06/2016,Dead,12/07/2019,0
Ultra Primus,2015/12/1,8000,31/10/2013,Dead,05/07/2019,0
Ultracide-Solutions,2011/5/31,16375,09/01/2007,Dead,13/06/2017,0
Ultracide-Solutions,2010/9/6,14755,09/01/2007,Dead,13/06/2017,0
Ultracide-Solutions,2010/1/15,45000,09/01/2007,Dead,13/06/2017,0
Una Tickets,2014/7/11,300000,08/01/2013,Exited,23/09/2016,5000000
Una Tickets,2015/8/28,550004,08/01/2013,Exited,23/09/2016,5000000
Unbownd,2018/2/8,149985,19/11/2015,Dead,17/04/2020,0
Unframe,2013/10/8,121000,21/06/2012,Dead,17/02/2020,0
Unframe,2016/1/11,49504,21/06/2012,Dead,17/02/2020,0
Unified,2017/7/7,83321,03/12/2013,Dead,03/07/2019,0
Unified,2014/12/31,123517,03/12/2013,Dead,03/07/2019,0
Unified,2017/12/15,522584,03/12/2013,Dead,03/07/2019,0
Unified,2017/8/23,50000,03/12/2013,Dead,03/07/2019,0
Unifyo,2012/12/3,249995,01/10/2010,Dead,16/11/2015,0
Unii,2014/7/16,2500012,17/05/2012,Dead,07/03/2017,0
Unii,2013/12/18,1375000,17/05/2012,Dead,07/03/2017,0
Unii,2014/12/22,5869732,17/05/2012,Dead,07/03/2017,0
Unii,2013/8/15,1510948,17/05/2012,Dead,07/03/2017,0
Unii,2015/6/29,2325001,17/05/2012,Dead,07/03/2017,0
Unipower Solutions,2009/10/7,200000,17/03/1992,Dead,28/12/2016,0
Unipower Solutions,2010/4/15,634719,17/03/1992,Dead,28/12/2016,0
Universal Fuels,2012/3/5,100000,07/09/2009,Dead,08/09/2017,0
Unlease,2016/2/3,307511,03/09/2014,Dead,20/07/2017,0
Unruly,2012/1/4,11000001,31/12/2006,Exited,16/09/2015,114000000
UpCloo,2012/10/17,33688,01/10/2012,Dead,14/05/2015,0
UpCloo,2013/2/27,10000,01/10/2012,Dead,14/05/2015,0
UpCloo,2013/12/2,25000,01/10/2012,Dead,14/05/2015,0
Upad,2012/5/24,638027,18/04/2008,Dead,14/01/2020,0
Upad,2016/4/19,1027100,18/04/2008,Dead,14/01/2020,0
Upad,2013/7/1,19995,18/04/2008,Dead,14/01/2020,0
Upham Brewery,2013/1/28,4556814,07/11/2011,Dead,23/05/2019,0
Upham Brewery,2014/3/13,8413009,07/11/2011,Dead,23/05/2019,0
Upham Brewery,2015/2/17,2472300,07/11/2011,Dead,23/05/2019,0
Upham Brewery,2012/2/6,3838500,07/11/2011,Dead,23/05/2019,0
Upham Brewery,2018/2/23,287915,07/11/2011,Dead,23/05/2019,0
Upper Street,2015/3/25,229626,12/01/2009,Dead,11/12/2015,0
Upper Street,2014/10/29,549998,12/01/2009,Dead,11/12/2015,0
Upper Street,2014/4/7,1500000,12/01/2009,Dead,11/12/2015,0
Upper.ai,2017/11/6,15001,12/06/2017,Dead,21/01/2020,0
Upstream,2015/4/30,1347938,31/12/2001,Dead,15/10/2019,0
Upstream,2017/6/22,564495,31/12/2001,Dead,15/10/2019,0
Upstream,2017/3/9,199966,31/12/2001,Dead,15/10/2019,0
Upstream,2016/6/1,710396,31/12/2001,Dead,15/10/2019,0
Urbis Living,2016/6/17,150000,14/04/2014,Dead,21/03/2019,0
Ursula Agriculture,2014/4/3,99317,22/10/2012,Dead,04/04/2017,0
Useeka,2012/7/11,50000,16/08/2010,Dead,22/02/2019,0
Useeka,2013/2/1,12500,16/08/2010,Dead,22/02/2019,0
Utter,2016/11/14,800084,06/04/2016,Dead,21/08/2019,0
V-Auth,2016/11/30,32643,05/03/2013,Dead,29/10/2018,0
V-Auth,2014/4/4,149836,05/03/2013,Dead,29/10/2018,0
V-Auth,2016/4/26,207501,05/03/2013,Dead,29/10/2018,0
VC2 Brands,2013/12/9,112000,13/06/2001,Dead,20/02/2020,0
VC2 Brands,2014/10/3,50000,13/06/2001,Dead,20/02/2020,0
VIVA App,2017/10/5,39966,04/02/2016,Dead,26/02/2020,0
VIVA App,2019/4/4,40000,04/02/2016,Dead,26/02/2020,0
Validus IVC,2016/6/29,627889,01/05/2007,Exited,21/06/2018,8406562
Validus IVC,2013/3/21,199000,01/05/2007,Exited,21/06/2018,8406562
Vallie,2015/9/4,150030,15/07/2015,Dead,26/07/2017,0
Vallie,2016/7/21,480117,15/07/2015,Dead,26/07/2017,0
Valluga Racing,2019/2/14,150049,15/05/2018,Dead,23/05/2019,0
Valluga Racing,2018/7/16,138980,15/05/2018,Dead,23/05/2019,0
Vayon,2014/10/8,499883,20/11/2013,Dead,12/12/2016,0
Vayon,2014/12/31,177468,20/11/2013,Dead,12/12/2016,0
Vayon,2015/5/13,3069461,20/11/2013,Dead,12/12/2016,0
Ve Global,2013/7/9,2696108,,Dead,26/04/2017,0
Ve Global,2011/4/21,388710,,Dead,26/04/2017,0
Ve Global,2012/7/10,144964,,Dead,26/04/2017,0
Veeemotion,2014/6/17,632768,09/10/2012,Dead,21/08/2018,0
Veeemotion,2013/2/8,120001,09/10/2012,Dead,21/08/2018,0
Veeemotion,2013/11/1,999998,09/10/2012,Dead,21/08/2018,0
Veeemotion,2015/7/31,355319,09/10/2012,Dead,21/08/2018,0
Veeemotion,2013/5/15,499984,09/10/2012,Dead,21/08/2018,0
Veeemotion,2017/6/28,959869,09/10/2012,Dead,21/08/2018,0
Veeno,2017/2/2,142999,01/08/2014,Dead,07/03/2019,0
Veeva,2013/6/22,12100000,28/02/2001,Exited,29/09/2015,85772700.13
Velocity Baits,2013/9/19,4375000,26/03/2012,Dead,13/06/2017,0
Venn Music,2011/3/18,750000,18/01/2011,Dead,29/02/2016,0
VerAxis,2015/6/22,7667,06/02/2014,Dead,21/08/2018,0
VerAxis,2014/4/3,25000,06/02/2014,Dead,21/08/2018,0
VerAxis,2015/1/18,10000,06/02/2014,Dead,21/08/2018,0
Veracitix,2011/12/22,79998,08/09/2011,Dead,13/02/2014,0
Veragon,2016/10/10,540000,28/01/2016,Dead,31/08/2018,0
Veragon,2017/10/2,125040,28/01/2016,Dead,31/08/2018,0
Verdi Semiconductor,2014/8/20,174942,17/11/2010,Dead,19/02/2019,0
Verdi Semiconductor,2014/3/6,29339,17/11/2010,Dead,19/02/2019,0
Verdi Semiconductor,2013/5/28,149586,17/11/2010,Dead,19/02/2019,0
Verdi Semiconductor,2012/5/21,61157,17/11/2010,Dead,19/02/2019,0
Verdi Semiconductor,2011/5/19,199999,17/11/2010,Dead,19/02/2019,0
Veridu,2016/4/6,170178,10/02/2014,Dead,08/01/2019,0
Veridu,2014/4/16,77977,10/02/2014,Dead,08/01/2019,0
Verisim,2012/3/28,450000,29/08/2000,Dead,16/10/2015,0
Verisim,2013/4/16,504622,29/08/2000,Dead,16/10/2015,0
Verisim,2014/5/31,557182,29/08/2000,Dead,16/10/2015,0
Veriteva,2019/2/7,67101,22/09/2014,Dead,18/12/2019,0
Veriteva,2018/4/17,8333,22/09/2014,Dead,18/12/2019,0
Versutus,2015/11/18,25000,12/06/2015,Dead,27/11/2018,0
Verulamium Partners,2013/3/18,79992,12/10/2012,Dead,12/09/2016,0
VestDeck,2018/12/1,18064,24/10/2014,Dead,09/03/2020,0
Vet Vouchers,2015/7/19,5000,24/10/2014,Dead,01/10/2019,0
Veva,2014/12/3,34963,20/06/2013,Dead,05/11/2018,0
Veva,2013/10/27,20000,20/06/2013,Dead,05/11/2018,0
Vibe Gum,2012/8/9,100000,18/10/2007,Dead,21/04/2016,0
Vibe Tickets,2017/10/16,734112,28/03/2013,Dead,10/05/2018,0
Vibe Tickets,2015/11/17,147500,28/03/2013,Dead,10/05/2018,0
Vibe Tickets,2016/9/15,608889,28/03/2013,Dead,10/05/2018,0
Vidados,2015/12/15,528002,25/04/2014,Dead,09/01/2017,0
Vidados,2014/8/15,345000,25/04/2014,Dead,09/01/2017,0
Video Agnostic,2015/3/31,46000,05/02/2015,Dead,07/07/2020,0
VideoDoc,2017/8/30,1737484,02/07/2014,Dead,09/02/2020,0
Videogram,2014/12/22,55736,08/08/2012,Dead,04/09/2018,0
Videojuicer,2013/3/28,135011,15/05/2006,Dead,01/09/2014,0
Videojuicer,2011/8/11,808665,15/05/2006,Dead,01/09/2014,0
Videojuicer,2009/12/16,33726,15/05/2006,Dead,01/09/2014,0
Vierfire,2015/7/7,134504,02/10/2006,Dead,15/10/2019,0
Vierfire,2016/7/1,9000,02/10/2006,Dead,15/10/2019,0
Vierfire,2011/9/1,209945,02/10/2006,Dead,15/10/2019,0
Vierfire,2012/3/7,147206,02/10/2006,Dead,15/10/2019,0
View Holographics,2013/8/5,128400,30/03/2007,Dead,06/01/2016,0
View Holographics,2011/12/15,105051,30/03/2007,Dead,06/01/2016,0
View Holographics,2014/7/3,38940,30/03/2007,Dead,06/01/2016,0
View Holographics,2012/7/18,245730,30/03/2007,Dead,06/01/2016,0
View Holographics,2009/11/25,145087,30/03/2007,Dead,06/01/2016,0
View Holographics,2011/6/3,96250,30/03/2007,Dead,06/01/2016,0
Viewex,2012/10/8,22500,03/10/2011,Dead,17/12/2019,0
Viggo,2015/9/16,11099,06/08/2015,Dead,19/01/2017,0
Villandry,2012/5/1,2419990,06/07/2010,Dead,10/08/2018,0
Villandry,2011/4/7,2280000,06/07/2010,Dead,10/08/2018,0
Villandry,2014/1/31,2264360,06/07/2010,Dead,10/08/2018,0
Villandry,2013/6/30,1890288,06/07/2010,Dead,10/08/2018,0
Vinaya,2015/11/3,1905011,07/11/2013,Dead,10/05/2017,0
Vinetrade,2012/4/1,155000,07/11/2011,Dead,02/11/2016,0
Vini & Bal's,2015/1/27,14998,21/06/2011,Dead,16/07/2020,0
Vini & Bal's,2014/2/10,49991,21/06/2011,Dead,16/07/2020,0
Vini Italiani,2017/6/20,542505,12/10/2010,Dead,23/11/2018,0
Vini Italiani,2015/3/20,285000,12/10/2010,Dead,23/11/2018,0
Vini Italiani,2015/9/15,28104,12/10/2010,Dead,23/11/2018,0
Vinoa,2015/2/27,340200,24/02/2014,Dead,28/08/2018,0
Vinoa,2017/2/23,200058,24/02/2014,Dead,28/08/2018,0
Vinoa,2014/8/10,146139,24/02/2014,Dead,28/08/2018,0
Vinoa,2016/3/23,160089,24/02/2014,Dead,28/08/2018,0
Vintage Entertainment,2014/8/28,595000,24/02/2010,Dead,27/03/2019,0
Vintage Entertainment,2010/11/17,680001,24/02/2010,Dead,27/03/2019,0
Vintage Entertainment,2011/6/21,1089400,24/02/2010,Dead,27/03/2019,0
Vintage Entertainment,2013/9/2,620350,24/02/2010,Dead,27/03/2019,0
Vintage Entertainment,2015/7/13,516750,24/02/2010,Dead,27/03/2019,0
Vintage Entertainment,2017/9/15,300325,24/02/2010,Dead,27/03/2019,0
Vintage Entertainment,2016/3/23,641750,24/02/2010,Dead,27/03/2019,0
Vintage Entertainment,2017/4/20,115500,24/02/2010,Dead,27/03/2019,0
Viopti,2011/7/18,770000,07/05/2009,Dead,18/07/2016,0
Viopti,2013/3/16,252383,07/05/2009,Dead,18/07/2016,0
Viopti,2014/7/4,216087,07/05/2009,Dead,18/07/2016,0
ViralFilmNetwork,2014/8/1,75000,22/03/2011,Dead,21/03/2019,0
Virally,2015/4/27,19596,07/08/2012,Dead,10/05/2017,0
Virally,2012/10/29,37000,07/08/2012,Dead,10/05/2017,0
Virtual Commercial,2016/3/18,60010,01/05/2015,Dead,14/01/2020,0
Virtual Commercial,2017/10/1,120606,01/05/2015,Dead,14/01/2020,0
Virtual Intellectual Projects,2014/3/28,300000,14/08/2013,Dead,20/11/2018,0
Virtual Signage,2013/7/25,49999,04/01/2012,Dead,07/01/2016,0
Visixtwo,2015/2/14,57350,15/05/2014,Dead,20/11/2018,0
Visual-wise,2014/12/3,10000,30/10/2014,Dead,16/03/2017,0
Visulytix,2017/2/15,641826,19/10/2015,Dead,20/02/2020,0
Visulytix,2017/12/1,999945,19/10/2015,Dead,20/02/2020,0
Visulytix,2018/10/4,989992,19/10/2015,Dead,20/02/2020,0
Vital Ingredient,2011/5/25,1200000,04/07/2000,Dead,05/01/2018,0
Vitfinder,2018/12/24,10579,21/12/2015,Dead,17/04/2020,0
Vitfinder,2016/12/7,163404,21/12/2015,Dead,17/04/2020,0
Viva Brazil,2011/9/20,100000,26/01/2010,Dead,08/02/2017,0
Viva la Vita,2015/10/14,20139,08/03/2013,Dead,25/05/2017,0
Viva la Vita,2014/6/17,34510,08/03/2013,Dead,25/05/2017,0
VocalIQ,2014/6/20,751332,12/01/2011,Exited,05/10/2015,38682713
Vocality,2016/11/24,32666,31/12/1995,Exited,30/11/2016,8000000
Vocality,2010/6/16,162985,31/12/1995,Exited,30/11/2016,8000000
Vocality,2012/9/24,67000,31/12/1995,Exited,30/11/2016,8000000
Volaro,2014/4/17,74992,30/04/2003,Dead,08/05/2019,0
Volaro,2017/11/21,374998,30/04/2003,Dead,08/05/2019,0
Volo,2011/1/20,721048,12/11/2004,Dead,04/12/2018,0
Volpit,2013/9/8,200000,10/12/2012,Dead,17/11/2016,0
Voltcom Group,2017/10/26,775056,31/12/2005,Dead,10/02/2020,0
Volunteer Space,2018/2/28,250000,29/07/2016,Dead,18/12/2019,0
Voomfit,2017/8/21,145089,16/06/2016,Dead,20/08/2019,0
VoteTub,2012/3/26,50007,21/05/2010,Dead,05/08/2014,0
Vrai Mobile,2014/5/1,105000,14/11/2013,Dead,15/12/2016,0
Vreo,2014/10/8,50000,,Dead,10/02/2020,0
Vrumi,2015/12/10,24303,28/05/2014,Dead,21/08/2019,0
Vrumi,2015/1/20,149750,28/05/2014,Dead,21/08/2019,0
Vrumi,2015/6/19,938196,28/05/2014,Dead,21/08/2019,0
VueKlar Cardiovascular,2011/2/1,441025,06/08/2010,Dead,01/04/2016,0
Vulpine,2013/10/2,655675,01/04/2010,Dead,26/05/2017,0
Vulpine,2012/7/4,283293,01/04/2010,Dead,26/05/2017,0
Vulpine,2015/11/2,1006630,01/04/2010,Dead,26/05/2017,0
Vune Lab,2015/3/2,185182,28/03/2013,Dead,16/12/2019,0
WANTZ,2017/7/28,63302,31/03/2016,Dead,19/03/2019,0
WAYN.com,2015/6/26,49995,,Dead,13/10/2016,0
WEST,2017/9/26,48497,26/08/2015,Dead,19/04/2019,0
WFS Technologies,2017/7/31,481066,04/04/2003,Dead,16/07/2020,0
WIDE IO,2014/11/11,75420,13/12/2012,Dead,23/04/2019,0
WIDE IO,2014/1/1,38923,13/12/2012,Dead,23/04/2019,0
WP Hopper,2013/2/6,120001,21/03/2011,Dead,19/02/2019,0
WYGU,2012/3/8,95000,18/09/2008,Dead,22/03/2019,0
Waggle-It,2016/5/7,6500,17/09/2015,Dead,09/11/2018,0
Waggle-It,2015/11/24,44977,17/09/2015,Dead,09/11/2018,0
Wahleeah,2015/2/24,150000,15/12/2014,Dead,21/11/2016,0
Wahleeah,2016/2/4,65000,15/12/2014,Dead,21/11/2016,0
Wahleeah,2015/9/7,100000,15/12/2014,Dead,21/11/2016,0
Walbrook PM Services,2010/5/27,76500,04/09/2008,Dead,11/07/2019,0
Wall Display,2013/12/19,15000,13/12/2013,Dead,05/08/2016,0
Wallden Technology,2017/3/1,150000,23/09/2014,Dead,08/01/2019,0
Wallet Circle,2016/4/6,190000,03/07/2014,Dead,18/09/2018,0
Wamo,2015/11/30,266414,16/02/2012,Dead,20/11/2017,0
Wanderpay,2017/10/23,89999,16/05/2016,Dead,02/05/2019,0
Wannaburger,2010/10/31,29989,09/10/2003,Dead,01/08/2015,0
WantMyBet,2015/12/17,291030,11/06/2015,Dead,24/02/2020,0
WantMyBet,2015/6/22,150244,11/06/2015,Dead,24/02/2020,0
Warbler Digital,2013/9/18,522026,30/05/2008,Dead,04/01/2019,0
Warbler Digital,2009/12/7,512722,30/05/2008,Dead,04/01/2019,0
Warbler Digital,2014/11/20,1000739,30/05/2008,Dead,04/01/2019,0
Warbler Digital,2012/3/29,512855,30/05/2008,Dead,04/01/2019,0
Warmwear,2013/1/18,12500,15/02/2010,Dead,01/10/2015,0
Waste Systems,2014/9/10,247086,30/03/2009,Dead,06/12/2018,0
WatchScotch,2017/12/1,6150,08/12/2015,Dead,06/07/2020,0
WatchScotch,2019/12/12,10001,08/12/2015,Dead,06/07/2020,0
WatchScotch,2018/1/23,187579,08/12/2015,Dead,06/07/2020,0
WatchScotch,2019/9/13,25013,08/12/2015,Dead,06/07/2020,0
