name,region,type,category,year,rne,ose,sjc,ssr,zindex
Maryland,24,Total,Total,2006,0.00323,0.80005,5.946653204,0.792689666,0.798910271
Maryland,24,Total,Total,2007,0.0034,0.78254,5.149990944,0.77534378,-0.08176674
Maryland,24,Total,Total,2008,0.00264,0.75688,4.84769915,0.761163905,-2.829766678
Maryland,24,Total,Total,2009,0.00278,0.74643,4.172143317,0.731041275,-4.098412385
Maryland,24,Total,Total,2010,0.00253,0.74799,4.124626748,0.758072108,-3.641882859
Maryland,24,Total,Total,2011,0.00276,0.7567,4.187231641,0.772898369,-2.413963759
Maryland,24,Total,Total,2012,0.00263,0.78032,4.413119637,0.78787569,-1.692312418
Maryland,24,Total,Total,2013,0.0027,0.79862,4.077533923,0.767562803,-2.172245853
Maryland,24,Total,Total,2014,0.0024,0.84322,4.167671739,0.775817923,-1.830255673
Maryland,24,Total,Total,2015,0.0028,0.82302,4.286147232,0.77754278,-1.119288634
Maryland,24,Total,Total,2016,0.00262,0.73111,4.50583785,0.792401244,-2.238280701
Maryland,24,Total,Total,2017,0.00318,0.7592,4.162441806,0.77598744,-1.332689925
Maryland,24,Total,Total,2018,0.00273,0.76499,4.049880895,0.776375033,-2.287237621
Maryland,24,Total,Total,2019,0.00297,0.85561,4.493840911,0.7827462,0.034099531
Maryland,24,Total,Total,2020,0.00256,0.79288,4.007561674,0.766547406,-2.639335515
Massachusetts,25,Total,Total,1996,,,6.740395575,0.808130559,
Massachusetts,25,Total,Total,1997,,,6.645135654,0.822139012,
Massachusetts,25,Total,Total,1998,0.00204,0.79722,6.758784267,0.793531806,-1.518765769
Massachusetts,25,Total,Total,1999,0.00173,0.71175,5.853408354,0.841672727,-2.078175086
Massachusetts,25,Total,Total,2000,0.0016,0.80545,7.394156738,0.82462394,-0.935980981
Massachusetts,25,Total,Total,2001,0.00144,0.7955,6.442694284,0.817823109,-2.115134731
Massachusetts,25,Total,Total,2002,0.00162,0.81412,5.361211717,0.783159463,-3.209600122
Massachusetts,25,Total,Total,2003,0.0018,0.70333,5.675614026,0.78937675,-4.086331731
Massachusetts,25,Total,Total,2004,0.0019,0.65672,5.185206325,0.81271933,-3.896857683
Massachusetts,25,Total,Total,2005,0.00214,0.67125,5.691449239,0.804354469,-3.234625641
Massachusetts,25,Total,Total,2006,0.00261,0.72603,4.791824881,0.828634395,-0.850693754
Massachusetts,25,Total,Total,2007,0.00285,0.75149,4.593287568,0.810253575,-0.710643771
Massachusetts,25,Total,Total,2008,0.00279,0.74728,4.308261273,0.821724455,-0.602596421
Massachusetts,25,Total,Total,2009,0.00275,0.73258,3.736950936,0.796397506,-2.111847144
Massachusetts,25,Total,Total,2010,0.00294,0.74347,4.078243676,0.82395357,-0.341030962
Massachusetts,25,Total,Total,2011,0.00307,0.79276,4.5332462,0.848244221,1.794999949
Massachusetts,25,Total,Total,2012,0.00286,0.80544,5.229322205,0.871030405,2.673805983
Massachusetts,25,Total,Total,2013,0.0026,0.7415,4.912625134,0.838558727,-0.217920055
Massachusetts,25,Total,Total,2014,0.0029,0.73422,5.381365381,0.818075117,-0.217538224
Massachusetts,25,Total,Total,2015,0.00291,0.75666,5.819645735,0.824919237,0.587873987
Massachusetts,25,Total,Total,2016,0.00285,0.85395,5.309654365,0.827240443,1.766384103
Massachusetts,25,Total,Total,2017,0.0026,0.8863,6.092898776,0.831854328,2.205506861
Massachusetts,25,Total,Total,2018,0.00231,0.8463,5.880140348,0.812296396,0.134927009
Massachusetts,25,Total,Total,2019,0.00245,0.78607,5.62779673,0.836979307,0.36576902
Massachusetts,25,Total,Total,2020,0.00266,0.65966,5.130575228,0.805290414,-2.454512778
Michigan,26,Total,Total,1996,,,8.872338322,0.824032459,
Michigan,26,Total,Total,1997,,,8.210580208,0.80406015,
Michigan,26,Total,Total,1998,0.00237,0.80401,7.16525341,0.799759091,-0.26694652
Michigan,26,Total,Total,1999,0.00255,0.81056,5.424105366,0.791248809,-0.849995401
Michigan,26,Total,Total,2000,0.00242,0.82697,8.967138745,0.881761305,4.053564003
Michigan,26,Total,Total,2001,0.00232,0.81896,6.392476519,0.772598716,-1.513985797
Michigan,26,Total,Total,2002,0.00235,0.79199,7.751921731,0.756073054,-1.871681286
Michigan,26,Total,Total,2003,0.00253,0.76142,6.729705914,0.778951224,-1.515020138
Michigan,26,Total,Total,2004,0.00243,0.73648,6.873877149,0.785851752,-1.788382017
Michigan,26,Total,Total,2005,0.0023,0.75574,6.710385104,0.785692816,-1.870116263
Michigan,26,Total,Total,2006,0.00199,0.79534,6.155590016,0.777875587,-2.510677924
Michigan,26,Total,Total,2007,0.00228,0.82312,4.968861998,0.772852357,-2.156997094
Michigan,26,Total,Total,2008,0.00249,0.82514,4.953106444,0.765547143,-1.937740775
Michigan,26,Total,Total,2009,0.00283,0.78527,3.71273667,0.727729741,-3.733637505
Michigan,26,Total,Total,2010,0.00275,0.74258,4.471471049,0.745848057,-3.536221826
Michigan,26,Total,Total,2011,0.00255,0.73135,3.49550292,0.783839881,-3.154904447
Michigan,26,Total,Total,2012,0.00217,0.73049,3.960536094,0.786735328,-3.705644345
Michigan,26,Total,Total,2013,0.00231,0.78064,4.139890135,0.843381738,-0.44190931
Michigan,26,Total,Total,2014,0.00257,0.76396,4.570362004,0.796014246,-1.696110711
Michigan,26,Total,Total,2015,0.0029,0.81997,4.316172987,0.799093173,-0.119083301
Michigan,26,Total,Total,2016,0.00258,0.84186,4.332917176,0.807967771,-0.169141598
Michigan,26,Total,Total,2017,0.00245,0.87585,4.203601804,0.814765985,0.244540969
Michigan,26,Total,Total,2018,0.00228,0.85276,4.308778181,0.809590039,-0.627304548
Michigan,26,Total,Total,2019,0.00248,0.82566,4.178052729,0.802096816,-0.92185947
Michigan,26,Total,Total,2020,0.0029,0.74303,4.164528265,0.717921211,-4.375875722
Minnesota,27,Total,Total,1996,,,6.184822825,0.816235781,
Minnesota,27,Total,Total,1997,,,5.608190805,0.795908331,
Minnesota,27,Total,Total,1998,0.0031,0.82624,6.037505204,0.86355198,3.595698869
Minnesota,27,Total,Total,1999,0.0031,0.8609,5.081993754,0.831808992,2.502176916
Minnesota,27,Total,Total,2000,0.00283,0.88481,5.8516016,0.830005977,2.5243402
Minnesota,27,Total,Total,2001,0.00216,0.89774,6.378948687,0.819862473,1.068401619
Minnesota,27,Total,Total,2002,0.00239,0.86968,6.00864526,0.797360388,0.158618846
Minnesota,27,Total,Total,2003,0.0026,0.84716,6.701002776,0.83831554,2.133054016
Minnesota,27,Total,Total,2004,0.00295,0.80696,6.366121674,0.839294512,2.207170685
Minnesota,27,Total,Total,2005,0.00288,0.79422,6.844873367,0.809804902,0.964841741
Minnesota,27,Total,Total,2006,0.00298,0.83092,8.287313682,0.915829146,6.345133635
Minnesota,27,Total,Total,2007,0.00299,0.79225,5.866873252,0.753467727,-1.360531062
Minnesota,27,Total,Total,2008,0.00275,0.76456,8.064199513,0.777480994,-0.44508595
Minnesota,27,Total,Total,2009,0.00254,0.68025,3.726991748,0.726368159,-5.992418846
Minnesota,27,Total,Total,2010,0.00223,0.67397,4.721297696,0.792970895,-3.845523463
Minnesota,27,Total,Total,2011,0.00219,0.69611,4.685995118,0.805998347,-3.132213346
Minnesota,27,Total,Total,2012,0.00195,0.73282,4.581669268,0.803339281,-3.268078427
Minnesota,27,Total,Total,2013,0.00178,0.79225,4.507083153,0.810017814,-2.545459724
Minnesota,27,Total,Total,2014,0.00174,0.73819,3.544986231,0.806161892,-4.007496607
Minnesota,27,Total,Total,2015,0.0025,0.7524,5.519121377,0.819273536,-0.736638095
Minnesota,27,Total,Total,2016,0.00282,0.78649,4.677928218,0.802489708,-0.511267493
Minnesota,27,Total,Total,2017,0.00302,0.88043,4.279557259,0.833650391,2.32987296
Minnesota,27,Total,Total,2018,0.00204,0.8396,4.23426774,0.774975541,-2.691500595
Minnesota,27,Total,Total,2019,0.00182,0.81593,3.787907667,0.80469001,-2.618165559
Minnesota,27,Total,Total,2020,0.00181,0.66465,3.598509689,0.801328693,-5.103915591
Mississippi,28,Total,Total,1996,,,6.308392935,0.782131661,
Mississippi,28,Total,Total,1997,,,5.099380483,0.783247472,
Mississippi,28,Total,Total,1998,0.00285,0.72867,5.449163836,0.783062412,-1.694724628
Mississippi,28,Total,Total,1999,0.00308,0.83999,5.525723304,0.766952455,-0.091759921
Mississippi,28,Total,Total,2000,0.00379,0.84896,5.260935003,0.77747353,1.909460002
Mississippi,28,Total,Total,2001,0.00361,0.81052,5.372952064,0.747567031,-0.138664625
Mississippi,28,Total,Total,2002,0.0031,0.72307,4.478638925,0.767040732,-2.245532486
Mississippi,28,Total,Total,2003,0.00244,0.71863,4.50229961,0.777149075,-3.399500507
Mississippi,28,Total,Total,2004,0.00258,0.75659,4.684995898,0.798319328,-1.646327408
Mississippi,28,Total,Total,2005,0.00338,0.8353,4.575106945,0.787732887,0.871886568
Mississippi,28,Total,Total,2006,0.00427,0.78428,5.139453724,0.775041051,1.875534949
Mississippi,28,Total,Total,2007,0.0041,0.76673,5.301961856,0.774046105,1.267540163
Mississippi,28,Total,Total,2008,0.00392,0.78898,4.827997501,0.77173913,0.901581451
Mississippi,28,Total,Total,2009,0.00288,0.71411,4.131440928,0.754519888,-3.493483854
Mississippi,28,Total,Total,2010,0.00329,0.71008,3.826230042,0.74923186,-2.968165825
Mississippi,28,Total,Total,2011,0.00289,0.69403,3.948661359,0.770146025,-3.264739606
Mississippi,28,Total,Total,2012,0.00374,0.7798,3.909758511,0.77075994,-0.078394002
Mississippi,28,Total,Total,2013,0.00309,0.83173,3.790262759,0.769949676,-0.842553422
Mississippi,28,Total,Total,2014,0.00337,0.79734,3.799739706,0.775715003,-0.508029885
Mississippi,28,Total,Total,2015,0.00325,0.8125,3.845110091,0.790516809,0.024111807
Mississippi,28,Total,Total,2016,0.00368,0.78566,4.140982845,0.766487543,-0.185266109
Mississippi,28,Total,Total,2017,0.00367,0.82527,3.680094763,0.783465513,0.817421601
Mississippi,28,Total,Total,2018,0.00318,0.86327,3.743363375,0.818053264,1.612991111
Mississippi,28,Total,Total,2019,0.00325,0.86379,3.787824098,0.800249688,1.129230746
Mississippi,28,Total,Total,2020,0.00315,0.83873,3.896809544,0.798781973,0.524788783
Missouri,29,Total,Total,1996,,,5.581092553,0.781771736,
Missouri,29,Total,Total,1997,,,8.059559297,0.822363904,
Missouri,29,Total,Total,1998,0.00294,0.81278,5.934515504,0.80367996,0.746331116
Missouri,29,Total,Total,1999,0.00239,0.85753,5.504905835,0.813837129,0.374380862
Missouri,29,Total,Total,2000,0.00251,0.88915,5.965810548,0.804142794,0.95289797
Missouri,29,Total,Total,2001,0.00213,0.91877,5.585393879,0.796372409,0.085255304
Missouri,29,Total,Total,2002,0.00249,0.85946,5.797535607,0.785915758,-0.291732583
Missouri,29,Total,Total,2003,0.00249,0.81164,6.02427259,0.801494033,-0.320485438
Missouri,29,Total,Total,2004,0.00237,0.80717,5.61785926,0.806422995,-0.64925245
Missouri,29,Total,Total,2005,0.0022,0.76136,5.911265392,0.796493192,-1.955967441
Missouri,29,Total,Total,2006,0.00227,0.74184,6.220236384,0.802179883,-1.741226689
Missouri,29,Total,Total,2007,0.00238,0.71158,5.709785224,0.808073242,-1.948965488
Missouri,29,Total,Total,2008,0.00208,0.73129,5.313208357,0.789297112,-3.205062923
Missouri,29,Total,Total,2009,0.00222,0.76111,4.322533068,0.763362785,-3.854923489
Missouri,29,Total,Total,2010,0.00233,0.77046,3.731837396,0.809871206,-1.984470676
Missouri,29,Total,Total,2011,0.00322,0.78741,4.525916035,0.787118016,-0.244790313
Missouri,29,Total,Total,2012,0.00347,0.78242,4.760666141,0.834889954,2.134875183
Missouri,29,Total,Total,2013,0.00321,0.8232,5.33364014,0.780576118,0.374782923
Missouri,29,Total,Total,2014,0.00279,0.76791,4.110827215,0.803177966,-1.078318352
Missouri,29,Total,Total,2015,0.00287,0.82998,4.576947731,0.797922335,0.032802731
Missouri,29,Total,Total,2016,0.00303,0.83202,4.778931303,0.780420923,-0.146618946
Missouri,29,Total,Total,2017,0.00323,0.88473,5.187770094,0.85040042,3.8901804
Missouri,29,Total,Total,2018,0.00324,0.83956,5.644642348,0.700449506,-2.181974188
Missouri,29,Total,Total,2019,0.00373,0.80807,5.319946747,0.752222716,0.244768188
Missouri,29,Total,Total,2020,0.0037,0.79023,5.063603503,0.760084926,0.09412246
Montana,30,Total,Total,1996,,,7.269924875,0.801264322,
Montana,30,Total,Total,1997,,,6.302079529,0.807224026,
Montana,30,Total,Total,1998,0.00521,0.81376,9.559282454,0.786739865,6.797932801
Montana,30,Total,Total,1999,0.00528,0.79263,5.92753037,0.838130715,6.972781839
Montana,30,Total,Total,2000,0.00487,0.84072,5.700546487,0.801752922,5.307659141
Montana,30,Total,Total,2001,0.00413,0.853,6.436880968,0.811902693,4.538183812
Montana,30,Total,Total,2002,0.00417,0.893,6.525408949,0.777907429,3.987634857
Montana,30,Total,Total,2003,0.00483,0.86791,6.421060644,0.788249694,5.433153126
Montana,30,Total,Total,2004,0.00579,0.86495,7.26982212,0.804296875,8.512302911
Montana,30,Total,Total,2005,0.00603,0.86843,7.367285678,0.783153498,8.351177374
Montana,30,Total,Total,2006,0.00577,0.8925,7.456764621,0.818151033,9.479706132
Montana,30,Total,Total,2007,0.0047,0.88185,6.550182128,0.791540785,5.529998227
Montana,30,Total,Total,2008,0.00498,0.8536,6.163362914,0.780692903,5.15913358
Montana,30,Total,Total,2009,0.00459,0.748,4.139303361,0.747757445,0.588885245
Montana,30,Total,Total,2010,0.00484,0.76989,4.036552044,0.765346104,2.089125908
Montana,30,Total,Total,2011,0.00397,0.73855,4.049869851,0.811515748,1.411894667
Montana,30,Total,Total,2012,0.00419,0.83656,4.130374792,0.791136256,2.635420578
Montana,30,Total,Total,2013,0.0049,0.84361,4.495007247,0.794461272,4.614017398
Montana,30,Total,Total,2014,0.00537,0.8403,4.50449128,0.77685624,4.960236793
Montana,30,Total,Total,2015,0.00496,0.84115,4.877362381,0.824244966,5.995564626
Montana,30,Total,Total,2016,0.00426,0.83931,4.762412584,0.788680632,3.016584554
Montana,30,Total,Total,2017,0.00398,0.86235,4.640459409,0.799471299,3.084213135
Montana,30,Total,Total,2018,0.00395,0.85422,4.679709705,0.795423497,2.764010255
Montana,30,Total,Total,2019,0.00335,0.85586,5.348917835,0.795998688,1.760803374
Montana,30,Total,Total,2020,0.00351,0.78153,5.567395938,0.80962281,1.618256065
Nebraska,31,Total,Total,1996,,,6.198692748,0.796571798,
Nebraska,31,Total,Total,1997,,,5.340905991,0.808419768,
Nebraska,31,Total,Total,1998,0.00365,0.84502,5.34256075,0.803749622,2.558685496
Nebraska,31,Total,Total,1999,0.00363,0.90977,4.992479898,0.808872683,3.517178537
Nebraska,31,Total,Total,2000,0.00296,0.89267,5.935279084,0.800119689,1.848312807
Nebraska,31,Total,Total,2001,0.00286,0.8974,5.350510165,0.792340426,1.146485048
Nebraska,31,Total,Total,2002,0.00324,0.90158,5.301766137,0.800461361,2.342509039
Nebraska,31,Total,Total,2003,0.00323,0.93821,5.079823748,0.799097065,2.717331717
Nebraska,31,Total,Total,2004,0.00338,0.91909,5.244173617,0.808258735,3.183936735
Nebraska,31,Total,Total,2005,0.00293,0.88164,5.151867985,0.809313292,1.617686399
Nebraska,31,Total,Total,2006,0.00278,0.85195,5.263742791,0.813053097,1.028910867
Nebraska,31,Total,Total,2007,0.00263,0.86929,4.660095097,0.793741497,-0.03773813
Nebraska,31,Total,Total,2008,0.00295,0.92486,4.498496419,0.805684613,1.883529323
Nebraska,31,Total,Total,2009,0.00264,0.93124,4.068003065,0.798475868,0.825361374
Nebraska,31,Total,Total,2010,0.00264,0.88257,3.475733271,0.791615667,-0.417187124
Nebraska,31,Total,Total,2011,0.00258,0.829,4.204442725,0.801732756,-0.650568871
Nebraska,31,Total,Total,2012,0.00247,0.85413,6.624388996,0.820714718,1.251577493
Nebraska,31,Total,Total,2013,0.00252,0.85965,4.852893321,0.73757377,-2.450098634
Nebraska,31,Total,Total,2014,0.00248,0.88729,5.287015896,0.791650782,0.090750111
Nebraska,31,Total,Total,2015,0.00251,0.90292,4.977589216,0.780669895,-0.156995561
Nebraska,31,Total,Total,2016,0.00251,0.91441,4.565452851,0.784962406,-0.005739572
Nebraska,31,Total,Total,2017,0.00254,0.94035,5.112354361,0.772431183,0.217730592
Nebraska,31,Total,Total,2018,0.00298,0.92486,4.886492528,0.769180754,0.751960309
Nebraska,31,Total,Total,2019,0.00268,0.90051,5.026982191,0.787004405,0.447770077
Nebraska,31,Total,Total,2020,0.0027,0.82382,4.959350768,0.795956262,-0.344144065
Nevada,32,Total,Total,1996,,,12.072111,0.767366721,
Nevada,32,Total,Total,1997,,,12.39155968,0.780300322,
Nevada,32,Total,Total,1998,0.00356,0.79614,11.181794,0.790772351,3.705656401
Nevada,32,Total,Total,1999,0.00313,0.68281,15.86587813,0.768553033,2.27751649
Nevada,32,Total,Total,2000,0.00236,0.65485,10.33763123,0.765425972,-2.406840606
Nevada,32,Total,Total,2001,0.00193,0.72189,9.157934216,0.755327802,-3.267013055
Nevada,32,Total,Total,2002,0.00222,0.81154,8.176499029,0.720904665,-3.003933324
Nevada,32,Total,Total,2003,0.0026,0.83794,8.474108989,0.757873349,-0.242852211
Nevada,32,Total,Total,2004,0.0027,0.87463,8.815448836,0.811274907,2.680322235
Nevada,32,Total,Total,2005,0.00295,0.826,8.532804198,0.797057551,1.857997739
Nevada,32,Total,Total,2006,0.00315,0.83332,8.701536237,0.797387437,2.501184155
Nevada,32,Total,Total,2007,0.00321,0.79373,7.078235435,0.780504067,0.699731972
Nevada,32,Total,Total,2008,0.00328,0.77973,7.243285613,0.757634113,-0.137455853
Nevada,32,Total,Total,2009,0.00347,0.75726,5.063946526,0.717312959,-2.515949213
Nevada,32,Total,Total,2010,0.0042,0.70021,4.843093467,0.753157895,-0.4847166
Nevada,32,Total,Total,2011,0.00426,0.72534,4.954787244,0.77203954,0.780965593
Nevada,32,Total,Total,2012,0.00432,0.69254,4.604962981,0.775356875,0.397178215
Nevada,32,Total,Total,2013,0.00339,0.71857,4.68809101,0.770212766,-1.453281747
Nevada,32,Total,Total,2014,0.00374,0.79274,5.631332454,0.770060688,0.843281213
Nevada,32,Total,Total,2015,0.00381,0.87398,5.239734783,0.774745098,2.214126964
Nevada,32,Total,Total,2016,0.00407,0.92135,5.585140749,0.781465906,3.905232733
Nevada,32,Total,Total,2017,0.00376,0.86806,6.572264096,0.767406167,2.322895524
Nevada,32,Total,Total,2018,0.00337,0.85818,6.374382367,0.775072225,1.505492853
Nevada,32,Total,Total,2019,0.00341,0.82624,6.273515573,0.767726799,0.799336326
Nevada,32,Total,Total,2020,0.00316,0.79913,5.476922077,0.777858527,-0.133928828
New Hampshire,33,Total,Total,1996,,,7.319197187,0.805728871,
New Hampshire,33,Total,Total,1997,,,7.376673603,0.792488517,
New Hampshire,33,Total,Total,1998,0.00257,0.85159,6.074099872,0.798030867,0.345849624
New Hampshire,33,Total,Total,1999,0.00231,0.80847,6.387815524,0.776179057,-1.560443992
New Hampshire,33,Total,Total,2000,0.00263,0.82295,6.319956254,0.784400104,-0.349881708
New Hampshire,33,Total,Total,2001,0.0024,0.87256,5.775310091,0.761568627,-1.220865326
New Hampshire,33,Total,Total,2002,0.00242,0.84001,5.163546449,0.726341463,-3.250850668
New Hampshire,33,Total,Total,2003,0.00256,0.84834,4.92639705,0.769451622,-1.30065505
New Hampshire,33,Total,Total,2004,0.00247,0.83602,5.240593712,0.778999132,-1.189672988
New Hampshire,33,Total,Total,2005,0.00238,0.8952,5.450168349,0.759743727,-1.139464695
New Hampshire,33,Total,Total,2006,0.00232,0.82144,5.421934914,0.757072905,-2.485391824
New Hampshire,33,Total,Total,2007,0.00261,0.80643,4.373200055,0.755549752,-2.577457769
New Hampshire,33,Total,Total,2008,0.0026,0.76119,4.080078668,0.755016722,-3.422615436
New Hampshire,33,Total,Total,2009,0.00274,0.79699,3.338647005,0.716617211,-4.341449226
New Hampshire,33,Total,Total,2010,0.00258,0.75336,3.503290648,0.74556962,-4.191627127
New Hampshire,33,Total,Total,2011,0.00268,0.71341,3.204055137,0.766456583,-3.911290953
New Hampshire,33,Total,Total,2012,0.00284,0.68058,3.573391974,0.765978368,-3.898404887
New Hampshire,33,Total,Total,2013,0.00267,0.71294,3.499112784,0.766961652,-3.792697453
New Hampshire,33,Total,Total,2014,0.0025,0.72573,3.020232634,0.76647077,-4.211436757
New Hampshire,33,Total,Total,2015,0.00243,0.77606,3.438470461,0.772132644,-3.222586651
New Hampshire,33,Total,Total,2016,0.00236,0.77404,3.683211069,0.754360465,-3.968853689
New Hampshire,33,Total,Total,2017,0.00239,0.82789,3.380074096,0.770896973,-2.612295472
New Hampshire,33,Total,Total,2018,0.00224,0.85087,3.736354888,0.766296613,-2.619988153
New Hampshire,33,Total,Total,2019,0.00278,0.91021,3.732409943,0.767932489,-0.467466057
New Hampshire,33,Total,Total,2020,0.0031,0.82734,3.697645057,0.768203248,-0.991114123
New Jersey,34,Total,Total,1996,,,9.020692559,0.800030177,
New Jersey,34,Total,Total,1997,,,7.244967883,0.799493932,
New Jersey,34,Total,Total,1998,0.00202,0.86572,9.722569804,0.800077964,1.003787059
New Jersey,34,Total,Total,1999,0.00228,0.85344,10.5230016,0.792486121,1.469444492
New Jersey,34,Total,Total,2000,0.00235,0.83599,10.48143429,0.783326864,1.004353522
New Jersey,34,Total,Total,2001,0.00228,0.79545,8.542188906,0.75708502,-1.591923156
New Jersey,34,Total,Total,2002,0.00223,0.75574,8.274167412,0.778393864,-1.614030821
New Jersey,34,Total,Total,2003,0.00251,0.77678,7.762339209,0.778908667,-0.879177263
New Jersey,34,Total,Total,2004,0.00248,0.76296,7.46094677,0.777339194,-1.343428433
New Jersey,34,Total,Total,2005,0.00263,0.79793,8.189460579,0.808880929,1.016168405
New Jersey,34,Total,Total,2006,0.00252,0.78747,8.264217596,0.807868714,0.608947831
New Jersey,34,Total,Total,2007,0.00266,0.82851,7.033165339,0.767572892,-0.517873739
New Jersey,34,Total,Total,2008,0.00265,0.8632,6.864238574,0.777631116,0.279709833
New Jersey,34,Total,Total,2009,0.00291,0.86167,5.403511946,0.75624886,-0.604316053
New Jersey,34,Total,Total,2010,0.00283,0.82757,5.880142909,0.773861968,-0.421681636
New Jersey,34,Total,Total,2011,0.00282,0.75493,5.776203464,0.782218301,-1.258796326
New Jersey,34,Total,Total,2012,0.00239,0.68879,5.948258338,0.783563299,-3.080918124
New Jersey,34,Total,Total,2013,0.0022,0.72164,6.108521061,0.776622497,-3.206714591
New Jersey,34,Total,Total,2014,0.0024,0.76141,5.996485993,0.787015832,-1.826401196
New Jersey,34,Total,Total,2015,0.00323,0.85222,6.285557123,0.780971738,1.284845418
New Jersey,34,Total,Total,2016,0.00336,0.88025,6.663527538,0.778036112,2.049151096
New Jersey,34,Total,Total,2017,0.00323,0.85532,5.606759308,0.797915486,1.668512745
New Jersey,34,Total,Total,2018,0.00285,0.86953,5.329446576,0.782461979,0.329091835
New Jersey,34,Total,Total,2019,0.00313,0.84908,5.729223019,0.794151405,1.265018734
New Jersey,34,Total,Total,2020,0.00359,0.79843,6.691344012,0.79584086,2.025680946
New Mexico,35,Total,Total,1996,,,7.843860104,0.705050108,
New Mexico,35,Total,Total,1997,,,8.366956101,0.737661075,
New Mexico,35,Total,Total,1998,0.00556,0.82646,8.061962081,0.777176586,6.754589962
New Mexico,35,Total,Total,1999,0.00562,0.83017,6.72646484,0.768629367,6.037321144
New Mexico,35,Total,Total,2000,0.00528,0.83708,6.103654505,0.747656448,4.31925596
New Mexico,35,Total,Total,2001,0.00406,0.89084,5.969350709,0.741752577,2.10915614
New Mexico,35,Total,Total,2002,0.00368,0.8747,5.848621443,0.740813327,0.929865731
New Mexico,35,Total,Total,2003,0.00409,0.78066,6.450877569,0.75650802,1.299349664
New Mexico,35,Total,Total,2004,0.00465,0.75592,6.275317679,0.765343915,2.438491561
New Mexico,35,Total,Total,2005,0.00506,0.77138,6.253771463,0.747936984,2.924278876
New Mexico,35,Total,Total,2006,0.00431,0.83384,6.527067172,0.785017082,3.68685606
New Mexico,35,Total,Total,2007,0.00352,0.82627,11.67245373,0.760402685,3.141486124
New Mexico,35,Total,Total,2008,0.00393,0.80713,5.953760503,0.760874365,1.281152124
New Mexico,35,Total,Total,2009,0.00358,0.81143,4.755494152,0.723958333,-1.34875157
New Mexico,35,Total,Total,2010,0.00391,0.74967,4.01152405,0.754390496,-0.715681733
New Mexico,35,Total,Total,2011,0.00277,0.78213,4.000576798,0.766410408,-2.337886788
New Mexico,35,Total,Total,2012,0.00365,0.74982,4.201582037,0.752170009,-1.295561474
New Mexico,35,Total,Total,2013,0.00371,0.79464,3.787268679,0.783693844,0.506888768
New Mexico,35,Total,Total,2014,0.00395,0.74178,5.061811819,0.745777778,-0.606301281
New Mexico,35,Total,Total,2015,0.00316,0.8106,4.450792159,0.760174047,-1.077471142
New Mexico,35,Total,Total,2016,0.0035,0.79933,4.230193677,0.803657999,1.049534403
New Mexico,35,Total,Total,2017,0.00384,0.75977,3.863209586,0.762317405,-0.490493715
New Mexico,35,Total,Total,2018,0.00421,0.69467,4.050141516,0.795040486,0.677845459
New Mexico,35,Total,Total,2019,0.00404,0.75388,3.822570981,0.784600624,0.688144832
New Mexico,35,Total,Total,2020,0.00507,0.80752,4.168409438,0.800894855,4.555828366
New York,36,Total,Total,1996,,,9.113611348,0.782709569,
New York,36,Total,Total,1997,,,10.44711063,0.785111264,
New York,36,Total,Total,1998,0.00273,0.78175,10.26919201,0.790220722,1.212089574
New York,36,Total,Total,1999,0.00275,0.80218,11.15781753,0.806555626,2.564016822
New York,36,Total,Total,2000,0.003,0.84332,10.64668678,0.729927676,0.638341561
New York,36,Total,Total,2001,0.00284,0.8513,9.37816482,0.788549708,2.04080294
New York,36,Total,Total,2002,0.00295,0.82223,7.68949409,0.727704496,-1.169435033
New York,36,Total,Total,2003,0.00267,0.78807,6.745693131,0.795461645,-0.178322534
New York,36,Total,Total,2004,0.00273,0.7715,6.181445679,0.810986224,0.04360569
New York,36,Total,Total,2005,0.00258,0.77032,6.529271229,0.8141456,-0.038539618
New York,36,Total,Total,2006,0.00288,0.82452,6.725385065,0.819366339,1.722467417
New York,36,Total,Total,2007,0.00317,0.84189,6.69411235,0.818270592,2.575583975
New York,36,Total,Total,2008,0.00356,0.8678,6.422610855,0.81155328,3.463489998
New York,36,Total,Total,2009,0.00357,0.81208,5.635501531,0.784822474,1.307547543
New York,36,Total,Total,2010,0.00364,0.78483,5.564622623,0.795834812,1.440075153
New York,36,Total,Total,2011,0.00359,0.76391,6.342554564,0.816723109,2.141270162
New York,36,Total,Total,2012,0.00359,0.79433,6.271364965,0.8047403,2.113781202
New York,36,Total,Total,2013,0.00335,0.81321,6.287718579,0.796915231,1.571522069
New York,36,Total,Total,2014,0.00327,0.81835,6.408258409,0.80635256,1.875848304
New York,36,Total,Total,2015,0.00351,0.82957,6.360169132,0.807021338,2.584168088
New York,36,Total,Total,2016,0.00362,0.84103,6.276591128,0.802637604,2.800006732
New York,36,Total,Total,2017,0.00333,0.86963,6.295798601,0.796628835,2.359934386
New York,36,Total,Total,2018,0.00319,0.87034,6.073802946,0.795259218,1.90892557
New York,36,Total,Total,2019,0.003,0.89312,5.530302396,0.792788618,1.491817208
New York,36,Total,Total,2020,0.00393,0.83884,5.298142772,0.77027027,1.818214898
North Carolina,37,Total,Total,1996,,,6.646739558,0.807717942,
North Carolina,37,Total,Total,1997,,,6.377316969,0.824236995,
North Carolina,37,Total,Total,1998,0.00291,0.8348,6.149859888,0.788667504,0.538797007
