fips,name,type,category,year,actualization,bf_per_capita,velocity,newness,index
29,Missouri,Total,Total,2016,0.131346217,0.111990288,1.571216395,0.062178427,0.833334841
29,Missouri,Total,Total,2017,0.128852709,0.116380941,,0.063059871,
29,Missouri,Total,Total,2018,0.120785992,0.11617834,,0.069002358,
29,Missouri,Total,Total,2019,0.115723206,0.110518608,,,
29,Missouri,Total,Total,2020,0.102614135,,,,
30,Montana,Total,Total,2005,0.261738438,0.314859451,1.154652262,,1.119842579
30,Montana,Total,Total,2006,0.228611135,0.27626977,1.253054711,0.109976377,1.049468098
30,Montana,Total,Total,2007,,,,0.08728109,
30,Montana,Total,Total,2008,,,,,
30,Montana,Total,Total,2009,,,,,
30,Montana,Total,Total,2010,,,,,
30,Montana,Total,Total,2011,,,,,
30,Montana,Total,Total,2012,,,,,
30,Montana,Total,Total,2013,0.160201667,0.15361559,1.620012837,,0.860798361
30,Montana,Total,Total,2014,0.163870968,0.161566698,1.72829697,0.056570353,0.83648064
30,Montana,Total,Total,2015,0.160206476,0.165651763,1.777359813,0.061792642,0.818231412
30,Montana,Total,Total,2016,,,,0.061838541,
30,Montana,Total,Total,2017,0.142494472,0.165323492,,,
30,Montana,Total,Total,2018,0.125568403,0.182244158,,0.063639282,
30,Montana,Total,Total,2019,0.128354809,0.168697335,,,
30,Montana,Total,Total,2020,0.123801809,,,,
31,Nebraska,Total,Total,2005,0.276778301,0.170309685,1.130900506,,1.146056234
31,Nebraska,Total,Total,2006,,,,0.079510299,
31,Nebraska,Total,Total,2007,0.213409132,0.132608891,1.283247863,,1.020953039
31,Nebraska,Total,Total,2008,,,,,
31,Nebraska,Total,Total,2009,,,,0.053176685,
31,Nebraska,Total,Total,2010,0.175250227,0.105272248,1.458994238,,0.923223492
31,Nebraska,Total,Total,2011,0.170515552,0.108710297,1.564482412,0.053198944,0.889299103
31,Nebraska,Total,Total,2012,0.168454672,0.110991025,1.507484246,0.053734135,0.901380812
31,Nebraska,Total,Total,2013,0.163508482,0.105935895,1.555537525,0.054264395,0.88216221
31,Nebraska,Total,Total,2014,0.163001294,0.107272786,1.686872549,0.051519155,0.846644047
31,Nebraska,Total,Total,2015,0.167770076,0.113891302,1.771325527,0.05549439,0.829521127
31,Nebraska,Total,Total,2016,0.165696094,0.111984786,1.705460526,0.055062259,0.845098067
31,Nebraska,Total,Total,2017,0.151154082,0.115869593,,0.055351028,
31,Nebraska,Total,Total,2018,0.139445862,0.119182765,,0.057615928,
31,Nebraska,Total,Total,2019,0.149238579,0.113988362,,,
31,Nebraska,Total,Total,2020,0.136340598,,,,
32,Nevada,Total,Total,2005,0.142442914,0.25853743,1.707474555,,0.813875137
32,Nevada,Total,Total,2006,0.123211036,0.217389753,1.796925041,0.147691729,0.764444138
32,Nevada,Total,Total,2007,0.110728244,0.184077949,1.738836189,0.119326652,0.762211937
32,Nevada,Total,Total,2008,0.090236549,0.146629334,1.815383033,0.10654733,0.714049458
32,Nevada,Total,Total,2009,0.094231534,0.132344259,1.908722925,0.090239278,0.695929553
32,Nevada,Total,Total,2010,0.102415088,0.138247228,1.901350121,0.086769231,0.708965061
32,Nevada,Total,Total,2011,0.094721564,0.137131229,1.981745562,0.094312189,0.677386837
32,Nevada,Total,Total,2012,0.0996892,0.140269884,1.918953942,0.089324991,0.700663833
32,Nevada,Total,Total,2013,0.101663818,0.145714831,2.111129272,0.094406522,0.650612569
32,Nevada,Total,Total,2014,0.096855529,0.141785928,2.129962415,0.096122608,0.639268276
32,Nevada,Total,Total,2015,0.101402587,0.142730627,2.096310774,0.093481754,0.65450118
32,Nevada,Total,Total,2016,0.094954901,0.131342494,2.178410752,0.090083643,0.622988293
32,Nevada,Total,Total,2017,0.094084973,0.138017883,,0.084653749,
32,Nevada,Total,Total,2018,0.09587278,0.145176906,,0.090582516,
32,Nevada,Total,Total,2019,0.097278751,0.133467266,,,
32,Nevada,Total,Total,2020,0.091037937,,,,
33,New Hampshire,Total,Total,2005,0.205677059,0.170197429,1.210176311,,1.028925274
33,New Hampshire,Total,Total,2006,,,,,
33,New Hampshire,Total,Total,2007,,,,,
33,New Hampshire,Total,Total,2008,,,,,
33,New Hampshire,Total,Total,2009,,,,,
33,New Hampshire,Total,Total,2010,,,,,
33,New Hampshire,Total,Total,2011,,,,,
33,New Hampshire,Total,Total,2012,,,,,
33,New Hampshire,Total,Total,2013,,,,,
33,New Hampshire,Total,Total,2014,,,,,
33,New Hampshire,Total,Total,2015,,,,0.045934453,
33,New Hampshire,Total,Total,2016,,,,,
33,New Hampshire,Total,Total,2017,0.122928299,0.102833138,,,
33,New Hampshire,Total,Total,2018,0.118841933,0.112821536,,0.052965717,
33,New Hampshire,Total,Total,2019,0.125940702,0.102154061,,,
33,New Hampshire,Total,Total,2020,0.117215794,,,,
34,New Jersey,Total,Total,2005,0.171889958,0.174330159,1.632280434,,0.873049234
34,New Jersey,Total,Total,2006,0.151124017,0.158017862,1.741589515,0.081460903,0.816286601
34,New Jersey,Total,Total,2007,0.130224061,0.139642321,1.712511758,0.071772395,0.795983101
34,New Jersey,Total,Total,2008,0.114736615,0.116093394,1.797819765,0.06476845,0.752703214
34,New Jersey,Total,Total,2009,0.116470784,0.111825549,1.984091374,0.056769892,0.705022209
34,New Jersey,Total,Total,2010,0.11641322,0.115359535,1.98970136,0.057429299,0.70338647
34,New Jersey,Total,Total,2011,0.113127238,0.115607892,1.987519365,0.060740066,0.699803017
34,New Jersey,Total,Total,2012,0.113601323,0.114958357,1.969348018,0.059601874,0.70542768
34,New Jersey,Total,Total,2013,0.114219853,0.1180426,2.057762465,0.059816032,0.681430372
34,New Jersey,Total,Total,2014,0.112601351,0.112797922,2.135876754,0.059732963,0.656805239
34,New Jersey,Total,Total,2015,0.107668016,0.113036284,2.148090146,0.059210835,0.647269043
34,New Jersey,Total,Total,2016,0.103367692,0.111691954,2.148456403,0.058403506,0.641948925
34,New Jersey,Total,Total,2017,0.10014354,0.114635883,,0.057955976,
34,New Jersey,Total,Total,2018,0.097663266,0.120548839,,0.06017212,
34,New Jersey,Total,Total,2019,0.093314615,0.118236606,,,
34,New Jersey,Total,Total,2020,0.082514954,,,,
35,New Mexico,Total,Total,2005,0.269485832,0.161933556,1.252437002,,1.103402819
35,New Mexico,Total,Total,2006,0.220763634,0.149989527,1.354114247,0.095554694,1.0122148
35,New Mexico,Total,Total,2007,0.173531682,0.124266986,1.352296805,0.080691218,0.947873561
35,New Mexico,Total,Total,2008,0.148585777,0.100066545,1.357629482,0.071839592,0.910495863
35,New Mexico,Total,Total,2009,0.141561713,0.082776824,1.593720379,0.057144596,0.842103059
35,New Mexico,Total,Total,2010,,,,0.05194237,
35,New Mexico,Total,Total,2011,0.137774594,0.083203153,1.61084873,,0.832469638
35,New Mexico,Total,Total,2012,0.135587762,0.08067804,1.617290553,0.052683143,0.827780584
35,New Mexico,Total,Total,2013,0.129522551,0.074942419,1.684467135,0.053502254,0.802234759
35,New Mexico,Total,Total,2014,0.127457731,0.079729399,1.750895433,0.050807945,0.782241134
35,New Mexico,Total,Total,2015,,,,0.051411161,
35,New Mexico,Total,Total,2016,,,,,
35,New Mexico,Total,Total,2017,0.10624923,0.082417687,,,
35,New Mexico,Total,Total,2018,0.10119345,0.087110636,,0.056537789,
35,New Mexico,Total,Total,2019,0.101911925,0.084651633,,,
35,New Mexico,Total,Total,2020,0.097781978,,,,
36,New York,Total,Total,2005,0.189975237,0.172820122,1.688553958,,0.880775568
36,New York,Total,Total,2006,0.172859631,0.162075886,1.772267658,0.08624373,0.8356635
36,New York,Total,Total,2007,0.159543599,0.152600297,1.731705527,0.077158104,0.829949365
36,New York,Total,Total,2008,0.151811346,0.137348538,1.806350711,0.074191635,0.799464699
36,New York,Total,Total,2009,0.154507919,0.136835913,1.888991734,0.067510966,0.779607999
36,New York,Total,Total,2010,0.147480331,0.141366868,1.909153633,0.069764665,0.765132269
36,New York,Total,Total,2011,0.142461427,0.139261831,1.948009237,0.070463565,0.747802065
36,New York,Total,Total,2012,0.144209053,0.138972536,1.929727411,0.068306018,0.755199391
36,New York,Total,Total,2013,0.142818927,0.141466407,2.023620428,0.069412708,0.726210237
36,New York,Total,Total,2014,0.135233195,0.132959823,2.077129025,0.068671474,0.701263709
36,New York,Total,Total,2015,0.134110947,0.137061602,2.108487364,0.066133264,0.690519669
36,New York,Total,Total,2016,0.127252661,0.132136884,2.136730844,0.065959436,0.673943825
36,New York,Total,Total,2017,0.124198565,0.136363367,,0.064096846,
36,New York,Total,Total,2018,0.11957744,0.139388176,,0.066565716,
36,New York,Total,Total,2019,0.115458513,0.136535414,,,
36,New York,Total,Total,2020,0.102763944,,,,
37,North Carolina,Total,Total,2005,0.211283568,0.175603507,1.390771046,,0.989841848
37,North Carolina,Total,Total,2006,0.178282664,0.153555965,1.464500219,0.097472418,0.925959313
37,North Carolina,Total,Total,2007,0.152835903,0.133373006,1.441678316,0.082020845,0.896159589
37,North Carolina,Total,Total,2008,0.134154575,0.104581915,1.544107986,0.073815348,0.844065812
37,North Carolina,Total,Total,2009,0.133918658,0.097009746,1.691892923,0.060875953,0.806376932
37,North Carolina,Total,Total,2010,0.131234015,0.094325207,1.663275404,0.061124401,0.810023178
37,North Carolina,Total,Total,2011,0.123702887,0.090602295,1.668238786,0.060793669,0.798243729
37,North Carolina,Total,Total,2012,0.123639666,0.089379163,1.671311025,0.057966547,0.797379919
37,North Carolina,Total,Total,2013,0.127126017,0.092031807,1.815875924,0.059276176,0.76467107
37,North Carolina,Total,Total,2014,0.130064645,0.094594854,1.902843753,0.060711901,0.744919108
37,North Carolina,Total,Total,2015,0.125896024,0.099794191,1.90665066,0.063461272,0.7385088
37,North Carolina,Total,Total,2016,0.126524922,0.103665384,1.894701741,0.065279942,0.742597792
37,North Carolina,Total,Total,2017,0.122180431,0.10914244,,0.068501521,
37,North Carolina,Total,Total,2018,0.117687089,0.111610766,,0.070978957,
37,North Carolina,Total,Total,2019,0.113319447,0.112041437,,,
37,North Carolina,Total,Total,2020,0.099524966,,,,
38,North Dakota,Total,Total,2005,,,,,
38,North Dakota,Total,Total,2006,,,,,
38,North Dakota,Total,Total,2007,,,,,
38,North Dakota,Total,Total,2008,,,,,
38,North Dakota,Total,Total,2009,,,,,
38,North Dakota,Total,Total,2010,,,,,
38,North Dakota,Total,Total,2011,,,,,
38,North Dakota,Total,Total,2012,,,,,
38,North Dakota,Total,Total,2013,,,,,
38,North Dakota,Total,Total,2014,,,,,
38,North Dakota,Total,Total,2015,,,,,
38,North Dakota,Total,Total,2016,,,,,
38,North Dakota,Total,Total,2017,0.135940661,0.133520191,,,
38,North Dakota,Total,Total,2018,0.131208561,0.148796961,,0.058897674,
38,North Dakota,Total,Total,2019,0.141510823,0.126105225,,,
38,North Dakota,Total,Total,2020,0.132848747,,,,
39,Ohio,Total,Total,2005,0.190997713,0.110753255,1.324933837,,0.979330619
39,Ohio,Total,Total,2006,0.169208457,0.098569724,1.450160834,0.066686712,0.917127639
39,Ohio,Total,Total,2007,0.149035506,0.088544223,1.418676225,0.059432017,0.896349582
39,Ohio,Total,Total,2008,0.125068666,0.073154268,1.476399573,0.055206453,0.84726372
39,Ohio,Total,Total,2009,0.115911563,0.068393366,1.654467411,0.046241014,0.790637574
39,Ohio,Total,Total,2010,0.11292255,0.0686088,1.671897967,0.046737752,0.782044755
39,Ohio,Total,Total,2011,0.108582156,0.068637777,1.72744858,0.047019565,0.762041987
39,Ohio,Total,Total,2012,0.108195816,0.067841824,1.702876485,0.046117023,0.767610356
39,Ohio,Total,Total,2013,0.10615454,0.065079085,1.852528583,0.046197533,0.726790169
39,Ohio,Total,Total,2014,0.106290888,0.06455394,1.898513712,0.045889479,0.714924398
39,Ohio,Total,Total,2015,0.101623596,0.064652314,1.956205792,0.044951031,0.693362069
39,Ohio,Total,Total,2016,0.098639983,0.065581548,1.979915812,0.044959912,0.683061635
39,Ohio,Total,Total,2017,0.09474966,0.06940174,,0.046874245,
39,Ohio,Total,Total,2018,0.092524973,0.072265789,,0.0493376,
39,Ohio,Total,Total,2019,0.088940864,0.072221129,,,
39,Ohio,Total,Total,2020,0.07917591,,,,
40,Oklahoma,Total,Total,2005,0.22100267,0.167953701,1.210259458,,1.050223115
40,Oklahoma,Total,Total,2006,0.191302792,0.148716365,1.32150131,0.091108453,0.980628309
40,Oklahoma,Total,Total,2007,0.175656393,0.135485062,1.326041878,0.078158263,0.957436188
40,Oklahoma,Total,Total,2008,0.15332523,0.120333303,1.339922955,0.072921723,0.921732942
40,Oklahoma,Total,Total,2009,0.13790009,0.099204535,1.546400868,0.06381618,0.848845431
40,Oklahoma,Total,Total,2010,0.135976622,0.100240855,1.589402708,0.056991946,0.835363874
40,Oklahoma,Total,Total,2011,0.141168933,0.104688575,1.680186586,0.059701723,0.819308537
40,Oklahoma,Total,Total,2012,0.137369197,0.102440182,1.5729977,0.059565651,0.841447534
40,Oklahoma,Total,Total,2013,0.135099521,0.101110398,1.741688946,0.060438638,0.794985923
40,Oklahoma,Total,Total,2014,0.132669528,0.099634185,1.696981083,0.058611895,0.803349657
40,Oklahoma,Total,Total,2015,0.125199787,0.096175982,1.836877828,0.058394382,0.756508332
40,Oklahoma,Total,Total,2016,0.112719658,0.094592127,1.814180593,0.057456207,0.745705399
40,Oklahoma,Total,Total,2017,0.109162832,0.098974491,,0.057981651,
40,Oklahoma,Total,Total,2018,0.10909227,0.11093247,,0.059508152,
40,Oklahoma,Total,Total,2019,0.107776229,0.111347796,,,
40,Oklahoma,Total,Total,2020,0.098427903,,,,
41,Oregon,Total,Total,2005,0.286151158,0.235663547,1.250634381,,1.125096226
41,Oregon,Total,Total,2006,0.228870127,0.204555689,1.362251497,0.105558979,1.020726741
41,Oregon,Total,Total,2007,0.197417417,0.176605684,1.335883247,0.08610345,0.985423994
41,Oregon,Total,Total,2008,0.163491459,0.136623621,1.451916958,0.076349912,0.908694773
41,Oregon,Total,Total,2009,0.158267689,0.120805545,1.631976113,0.061861564,0.855044695
41,Oregon,Total,Total,2010,0.158077237,0.121172923,1.593379221,0.059741567,0.864917582
41,Oregon,Total,Total,2011,0.158730701,0.12001438,1.631170006,0.060783805,0.855878703
41,Oregon,Total,Total,2012,0.160625543,0.118543186,1.630646,0.058335267,0.858554992
41,Oregon,Total,Total,2013,0.16394221,0.123238736,1.680874611,0.060254644,0.849498976
41,Oregon,Total,Total,2014,0.16884983,0.127496566,1.850166568,0.060767081,0.808447034
41,Oregon,Total,Total,2015,0.1588288,0.136834776,1.847510941,0.064585828,0.796801647
41,Oregon,Total,Total,2016,0.157609297,0.139267321,1.90383993,0.067785348,0.779156204
41,Oregon,Total,Total,2017,0.155603122,0.143859543,,0.067629796,
41,Oregon,Total,Total,2018,0.1528607,0.151223635,,0.072247316,
41,Oregon,Total,Total,2019,0.146069423,0.135688878,,,
41,Oregon,Total,Total,2020,0.134670129,,,,
42,Pennsylvania,Total,Total,2005,0.197913103,0.120811342,1.41171554,,0.96638666
42,Pennsylvania,Total,Total,2006,0.170275754,0.106659769,1.52081472,0.06829194,0.90041156
42,Pennsylvania,Total,Total,2007,0.16276747,0.101170517,1.494945712,0.060289973,0.896758727
42,Pennsylvania,Total,Total,2008,0.142806477,0.08300637,1.556640879,0.057236006,0.853224462
42,Pennsylvania,Total,Total,2009,0.135648653,0.075638331,1.719776548,0.047574154,0.801479489
42,Pennsylvania,Total,Total,2010,0.134806935,0.076767187,1.722123821,0.046017708,0.799725504
42,Pennsylvania,Total,Total,2011,0.130887953,0.076848754,1.766589749,0.047390166,0.782761831
42,Pennsylvania,Total,Total,2012,0.132971506,0.078294882,1.757606042,0.047100162,0.787930153
42,Pennsylvania,Total,Total,2013,0.128380858,0.076680988,1.868590542,0.047922846,0.752132665
42,Pennsylvania,Total,Total,2014,0.128356796,0.076358782,1.955487642,0.047019145,0.728080718
42,Pennsylvania,Total,Total,2015,0.123910159,0.078147329,1.994530326,0.048130047,0.711483318
42,Pennsylvania,Total,Total,2016,0.117220064,0.077443178,2.079023378,0.047521722,0.679012159
42,Pennsylvania,Total,Total,2017,0.115279188,0.082548454,,0.048727966,
42,Pennsylvania,Total,Total,2018,0.113203724,0.087290587,,0.051470801,
42,Pennsylvania,Total,Total,2019,0.108093665,0.086900559,,,
42,Pennsylvania,Total,Total,2020,0.097759992,,,,
44,Rhode Island,Total,Total,2005,,,,,
44,Rhode Island,Total,Total,2006,,,,,
44,Rhode Island,Total,Total,2007,,,,,
44,Rhode Island,Total,Total,2008,,,,,
44,Rhode Island,Total,Total,2009,,,,,
44,Rhode Island,Total,Total,2010,,,,,
44,Rhode Island,Total,Total,2011,,,,,
44,Rhode Island,Total,Total,2012,,,,,
44,Rhode Island,Total,Total,2013,,,,,
44,Rhode Island,Total,Total,2014,0.168994628,0.104267683,1.965167724,,0.774723893
44,Rhode Island,Total,Total,2015,,,,0.051886124,
44,Rhode Island,Total,Total,2016,,,,,
44,Rhode Island,Total,Total,2017,0.147485899,0.116418626,,,
44,Rhode Island,Total,Total,2018,0.13772572,0.133328672,,0.059515507,
44,Rhode Island,Total,Total,2019,0.144967242,0.114880574,,,
44,Rhode Island,Total,Total,2020,0.132664437,,,,
45,South Carolina,Total,Total,2005,0.218911414,0.17170357,1.327051684,,1.016929382
45,South Carolina,Total,Total,2006,0.178422894,0.148651387,1.443615183,0.095359119,0.931548642
45,South Carolina,Total,Total,2007,0.148946322,0.126437014,1.411104786,0.081788469,0.898070064
45,South Carolina,Total,Total,2008,0.124933635,0.098719451,1.47687011,0.070683156,0.84695098
45,South Carolina,Total,Total,2009,0.120082879,0.085862961,1.600520305,0.057969025,0.809929956
45,South Carolina,Total,Total,2010,0.122370937,0.084216903,1.666647029,0.055818978,0.7967704
45,South Carolina,Total,Total,2011,0.121842822,0.083326306,1.664410177,0.054994228,0.79658761
45,South Carolina,Total,Total,2012,0.122092486,0.084008959,1.691153458,0.055056452,0.79019512
45,South Carolina,Total,Total,2013,0.124928865,0.087551007,1.824070605,0.057996934,0.759565586
45,South Carolina,Total,Total,2014,0.128209562,0.092233691,1.932070753,0.058318021,0.734443723
45,South Carolina,Total,Total,2015,0.119414403,0.092540012,1.912223206,0.064979633,0.728585284
45,South Carolina,Total,Total,2016,0.107482114,0.090601634,1.967525106,0.0609878,0.698000766
45,South Carolina,Total,Total,2017,0.111235609,0.100831105,,0.062407916,
45,South Carolina,Total,Total,2018,0.10878491,0.10526821,,0.068470914,
45,South Carolina,Total,Total,2019,0.101944939,0.102413923,,,
45,South Carolina,Total,Total,2020,0.088253495,,,,
46,South Dakota,Total,Total,2005,,,,,
46,South Dakota,Total,Total,2006,,,,,
46,South Dakota,Total,Total,2007,,,,,
46,South Dakota,Total,Total,2008,,,,,
46,South Dakota,Total,Total,2009,,,,,
46,South Dakota,Total,Total,2010,,,,,
46,South Dakota,Total,Total,2011,,,,,
46,South Dakota,Total,Total,2012,,,,,
46,South Dakota,Total,Total,2013,,,,,
46,South Dakota,Total,Total,2014,,,,,
46,South Dakota,Total,Total,2015,,,,,
46,South Dakota,Total,Total,2016,,,,,
46,South Dakota,Total,Total,2017,0.135493718,0.132207848,,,
46,South Dakota,Total,Total,2018,0.129408125,0.142824952,,0.059390453,
46,South Dakota,Total,Total,2019,0.145272467,0.12626334,,,
46,South Dakota,Total,Total,2020,0.147368421,,,,
47,Tennessee,Total,Total,2005,0.224799957,0.139741618,1.117528076,,1.079151197
47,Tennessee,Total,Total,2006,0.188589502,0.126331017,1.207993759,0.089162567,1.005158767
47,Tennessee,Total,Total,2007,0.164208573,0.111776314,1.191204348,0.077625715,0.973382921
47,Tennessee,Total,Total,2008,0.138728923,0.08560346,1.246656069,0.069980254,0.921732409
47,Tennessee,Total,Total,2009,0.142630961,0.082857346,1.3803408,0.056545441,0.896254396
47,Tennessee,Total,Total,2010,0.142305616,0.082938506,1.427723562,0.058936208,0.884356027
47,Tennessee,Total,Total,2011,0.119012759,0.08002449,1.534692082,0.058497454,0.824345808
47,Tennessee,Total,Total,2012,0.123618563,0.07747256,1.454137102,0.057191963,0.850392975
47,Tennessee,Total,Total,2013,0.12514173,0.078175765,1.65248817,0.057371679,0.804234641
47,Tennessee,Total,Total,2014,0.122936919,0.078685591,1.730056464,0.056771569,0.781445024
47,Tennessee,Total,Total,2015,0.118150915,0.080152689,1.788730791,0.058605458,0.759724491
47,Tennessee,Total,Total,2016,0.115763914,0.08177839,1.780699262,0.059676196,0.758536326
47,Tennessee,Total,Total,2017,0.111783594,0.085618901,,0.061080866,
47,Tennessee,Total,Total,2018,0.10837154,0.091455072,,0.063484382,
47,Tennessee,Total,Total,2019,0.103402076,0.089278733,,,
47,Tennessee,Total,Total,2020,0.092547213,,,,
48,Texas,Total,Total,2005,0.198776811,0.153388407,1.328365588,,0.989230116
48,Texas,Total,Total,2006,0.174961746,0.140481978,1.398952291,0.100221624,0.938158503
48,Texas,Total,Total,2007,0.160274442,0.129582167,1.429344941,0.089314195,0.90982432
48,Texas,Total,Total,2008,0.138852894,0.107556699,1.478552808,0.08524138,0.866954639
48,Texas,Total,Total,2009,0.134538088,0.100948477,1.618545992,0.071335675,0.82599374
48,Texas,Total,Total,2010,0.133355536,0.104698639,1.653150291,0.071727908,0.815552501
48,Texas,Total,Total,2011,0.133806014,0.108026206,1.655577492,0.075459881,0.815557567
48,Texas,Total,Total,2012,0.130749993,0.105024133,1.642903567,0.075411689,0.814526155
48,Texas,Total,Total,2013,0.132887955,0.107193032,1.796750018,0.074943832,0.777424951
48,Texas,Total,Total,2014,0.131777832,0.108895703,1.863932668,0.076256868,0.757817492
48,Texas,Total,Total,2015,0.124258601,0.108372549,1.937540642,0.078032663,0.727884568
48,Texas,Total,Total,2016,0.117484517,0.109817832,1.989297112,0.07703722,0.704859368
48,Texas,Total,Total,2017,0.117491198,0.114870777,,0.079331676,
48,Texas,Total,Total,2018,0.116860834,0.122283029,,0.082879927,
48,Texas,Total,Total,2019,0.112023403,0.118199547,,,
48,Texas,Total,Total,2020,0.100750293,,,,
49,Utah,Total,Total,2005,0.229854104,0.274360088,1.48831554,,0.987321404
49,Utah,Total,Total,2006,0.19278506,0.263234273,1.532465774,0.140464945,0.92741819
49,Utah,Total,Total,2007,0.161848112,0.225195227,1.471922748,0.12587141,0.901332906
49,Utah,Total,Total,2008,0.129233017,0.166089066,1.542305085,0.104828709,0.837425488
49,Utah,Total,Total,2009,0.123431412,0.147718623,1.715974671,0.086450725,0.785738918
49,Utah,Total,Total,2010,0.128239414,0.145135789,1.765591665,0.083360689,0.779456466
49,Utah,Total,Total,2011,0.130595469,0.14564466,1.721194647,0.081806631,0.794240943
49,Utah,Total,Total,2012,0.114284889,0.138677881,1.736599445,0.081733958,0.767762895
49,Utah,Total,Total,2013,0.109833732,0.141114838,1.838452904,0.078385079,0.735462948
49,Utah,Total,Total,2014,0.110532587,0.145290289,1.877302924,0.080034572,0.726216398
49,Utah,Total,Total,2015,0.108645143,0.150544883,1.932186667,0.080993318,0.709078664
49,Utah,Total,Total,2016,0.108539945,0.155430808,1.910707071,0.083435808,0.714689654
49,Utah,Total,Total,2017,0.107665897,0.163815904,,0.085653297,
49,Utah,Total,Total,2018,0.109046996,0.171806377,,0.091702524,
49,Utah,Total,Total,2019,0.107321198,0.166252958,,,
49,Utah,Total,Total,2020,0.105902606,,,,
50,Vermont,Total,Total,2005,,,,,
50,Vermont,Total,Total,2006,,,,,
50,Vermont,Total,Total,2007,,,,,
50,Vermont,Total,Total,2008,,,,,
50,Vermont,Total,Total,2009,,,,,
50,Vermont,Total,Total,2010,,,,,
50,Vermont,Total,Total,2011,,,,,
50,Vermont,Total,Total,2012,,,,,
50,Vermont,Total,Total,2013,,,,,
50,Vermont,Total,Total,2014,,,,,
50,Vermont,Total,Total,2015,,,,,
50,Vermont,Total,Total,2016,,,,,
50,Vermont,Total,Total,2017,0.128775246,0.111316838,,,
50,Vermont,Total,Total,2018,0.110976165,0.117080265,,0.043779965,
50,Vermont,Total,Total,2019,0.128159168,0.114585353,,,
50,Vermont,Total,Total,2020,0.121597738,,,,
51,Virginia,Total,Total,2005,0.214307907,0.182061619,1.445432609,,0.979150957
51,Virginia,Total,Total,2006,0.173800943,0.154605488,1.567750842,0.099070961,0.892836937
51,Virginia,Total,Total,2007,0.151739908,0.13355696,1.571081185,0.079746337,0.862007496
51,Virginia,Total,Total,2008,0.126965342,0.105457385,1.617921858,0.072318264,0.815475142
51,Virginia,Total,Total,2009,0.121569743,0.097086313,1.810176669,0.058851458,0.758747596
51,Virginia,Total,Total,2010,0.125273408,0.096364532,1.830538302,0.057013194,0.7582998
51,Virginia,Total,Total,2011,0.118341102,0.094961768,1.822854356,0.059323059,0.751064427
51,Virginia,Total,Total,2012,0.115454894,0.09572295,1.852009704,0.057766135,0.739499737
51,Virginia,Total,Total,2013,0.113843074,0.095099296,1.989887812,0.059246917,0.700061234
51,Virginia,Total,Total,2014,0.114778234,0.09661902,2.051474695,0.058297742,0.683917652
51,Virginia,Total,Total,2015,0.110088984,0.096318882,2.075431377,0.060803636,0.671259663
51,Virginia,Total,Total,2016,0.104341294,0.094136745,2.069125047,0.058638366,0.665867151
51,Virginia,Total,Total,2017,0.102528211,0.098657933,,0.058610228,
51,Virginia,Total,Total,2018,0.098742044,0.100549493,,0.061469943,
51,Virginia,Total,Total,2019,0.096226265,0.099091807,,,
51,Virginia,Total,Total,2020,0.085421444,,,,
53,Washington,Total,Total,2005,0.296199948,0.236555514,1.215621114,,1.147599197
53,Washington,Total,Total,2006,0.251234922,0.205972512,1.317876801,0.11385192,1.061900477
53,Washington,Total,Total,2007,0.221216307,0.183406956,1.258292106,0.094757579,1.038081111
53,Washington,Total,Total,2008,0.191008501,0.143472548,1.363750664,0.085114863,0.969427204
53,Washington,Total,Total,2009,0.179271832,0.12229607,1.550315376,0.06902,0.904765652
53,Washington,Total,Total,2010,0.179827359,0.125436946,1.551878551,0.065038846,0.90508908
53,Washington,Total,Total,2011,0.174923937,0.124644279,1.603077284,0.069398806,0.884901829
53,Washington,Total,Total,2012,0.175135699,0.121631571,1.555427753,0.066103312,0.897886965
53,Washington,Total,Total,2013,0.178227931,0.12533054,1.763665558,0.067478043,0.844814506
53,Washington,Total,Total,2014,0.186364367,0.131430949,1.795113415,0.069513196,0.845819122
53,Washington,Total,Total,2015,0.181243962,0.136187425,1.8421628,0.073562495,0.825873902
53,Washington,Total,Total,2016,0.174648322,0.139730226,1.890141621,0.073832438,0.803815769
53,Washington,Total,Total,2017,0.171835061,0.143991361,,0.075656623,
53,Washington,Total,Total,2018,0.168105696,0.154229161,,0.081128503,
53,Washington,Total,Total,2019,0.154093576,0.14281225,,,
53,Washington,Total,Total,2020,0.139126167,,,,
54,West Virginia,Total,Total,2005,,,,,
54,West Virginia,Total,Total,2006,,,,,
54,West Virginia,Total,Total,2007,,,,,
54,West Virginia,Total,Total,2008,,,,,
54,West Virginia,Total,Total,2009,,,,,
54,West Virginia,Total,Total,2010,,,,,
54,West Virginia,Total,Total,2011,,,,,
54,West Virginia,Total,Total,2012,,,,,
54,West Virginia,Total,Total,2013,,,,,
54,West Virginia,Total,Total,2014,,,,,
54,West Virginia,Total,Total,2015,,,,,
54,West Virginia,Total,Total,2016,,,,,
54,West Virginia,Total,Total,2017,0.104073715,0.059053255,,,
54,West Virginia,Total,Total,2018,0.101845217,0.063016442,,0.044667691,
54,West Virginia,Total,Total,2019,0.102869846,0.056803376,,,
54,West Virginia,Total,Total,2020,0.096866624,,,,
55,Wisconsin,Total,Total,2005,0.210376463,0.14388318,1.226558588,,1.031344813
55,Wisconsin,Total,Total,2006,0.180842127,0.123510687,1.342626614,0.076065511,0.960630967
