Beauhurst URL,Company name,Companies House Number,Incorporation date,Current Stage of Evolution,Date of the company's exit or death,Exit price
https://platform.beauhurst.com/company/hahgjv/,Lily's Kitchen,6409873,26/10/2007,Exited,02/04/2020,
https://platform.beauhurst.com/company/ru6wfm/,Noden & Windsor,9223506,17/09/2014,Dead,17/04/2018,0
https://platform.beauhurst.com/company/qy7zuw/,BOLT,SC440392,15/01/2013,Exited,03/06/2019,
https://platform.beauhurst.com/company/2hgt6m/,SpottinStyle,7739501,12/08/2011,Dead,02/10/2018,0
https://platform.beauhurst.com/company/gf23u8/,Display Recycling,7925243,26/01/2012,Dead,24/10/2018,0
https://platform.beauhurst.com/company/wvca6n/,MOSS,3807107,14/07/1999,Exited,10/08/2012,
https://platform.beauhurst.com/company/x36dvt/,Orto,8468389,02/04/2013,Dead,07/11/2018,0
https://platform.beauhurst.com/company/rps96e/,Supreme Wheels,7257520,18/05/2010,Exited,05/04/2017,
https://platform.beauhurst.com/company/2z4yfe/,WildeRooms,9347918,09/12/2014,Dead,26/01/2017,0
https://platform.beauhurst.com/company/awgfst/,Yucoco,8174720,10/08/2012,Dead,04/11/2016,0
https://platform.beauhurst.com/company/4s28pv/,Briefly,9159904,04/08/2014,Dead,09/11/2017,0
https://platform.beauhurst.com/company/gvammj/,Colourstory,8852853,20/01/2014,Dead,13/02/2018,0
https://platform.beauhurst.com/company/mxzu6s/,Paper Street Games,8873809,03/02/2014,Dead,07/09/2016,0
https://platform.beauhurst.com/company/yrptub/,Call of the Brave,9021873,01/05/2014,Dead,02/10/2018,0
https://platform.beauhurst.com/company/wfe2ff/,Dash Digital,9494132,17/03/2015,Dead,24/10/2018,0
https://platform.beauhurst.com/company/96cssq/,Introvert Studios,9112161,02/07/2014,Dead,10/07/2018,0
https://platform.beauhurst.com/company/v3m9gu/,CXR Biosciences,SC211745,09/10/2000,Exited,17/08/2015,
https://platform.beauhurst.com/company/qqh4kr/,TruTravels,8094426,06/06/2012,Exited,06/12/2018,
https://platform.beauhurst.com/company/snekdn/,Lifetile,8428210,04/03/2013,Dead,12/10/2018,0
https://platform.beauhurst.com/company/urvvnn/,Bet Juno,9046738,19/05/2014,Dead,27/11/2018,0
https://platform.beauhurst.com/company/p8ftki/,Briqs,9487460,12/03/2015,Dead,07/11/2017,0
https://platform.beauhurst.com/company/3znf4w/,Genie Jobs,9001509,17/04/2014,Dead,05/11/2018,0
https://platform.beauhurst.com/company/mw7ycu/,Smartpipe Solutions,8722684,08/10/2013,Dead,10/06/2020,0
https://platform.beauhurst.com/company/rdacgv/,Talent Lab,9297119,05/11/2014,Dead,05/11/2018,0
https://platform.beauhurst.com/company/vm3wc4/,Burst Insights,9128639,14/07/2014,Dead,26/06/2018,0
https://platform.beauhurst.com/company/i3we7a/,Forum,8045055,25/04/2012,Dead,13/07/2018,0
https://platform.beauhurst.com/company/52y4gc/,Gradlancer,8883221,10/02/2014,Dead,10/01/2018,0
https://platform.beauhurst.com/company/28bpcv/,Summit Media,3298191,31/12/1996,Exited,19/09/2016,
https://platform.beauhurst.com/company/m9ntg4/,Silversoft Solutions,6540252,20/03/2008,Dead,27/07/2017,0
https://platform.beauhurst.com/company/zfiins/,Brackenburn,6664648,05/08/2008,Dead,18/01/2019,0
https://platform.beauhurst.com/company/rr4txw/,Ingenion,8664089,27/08/2013,Dead,24/01/2019,0
https://platform.beauhurst.com/company/ns98r3/,Indicia,5847540,31/12/2000,Exited,15/01/2015,
https://platform.beauhurst.com/company/sitry9/,Listora,8768119,08/11/2013,Dead,21/08/2018,0
https://platform.beauhurst.com/company/cqx583/,Earthworm Energy,8584559,25/06/2013,Dead,22/10/2018,0
https://platform.beauhurst.com/company/gybgtk/,MonetaFlex,9141916,22/07/2014,Dead,14/08/2018,0
https://platform.beauhurst.com/company/xi4fr4/,Sublime Science,6680269,22/08/2008,Exited,02/10/2018,
https://platform.beauhurst.com/company/vzhuxj/,Albion Tea,9105845,27/06/2014,Dead,08/01/2019,0
https://platform.beauhurst.com/company/n6wi8c/,Chop Chop,SC477826,16/05/2014,Dead,14/09/2017,0
https://platform.beauhurst.com/company/beesr6/,Safe Computing,5541359,31/12/1973,Exited,16/03/2017,
https://platform.beauhurst.com/company/gt542s/,CaseHub,9330562,27/11/2014,Dead,20/11/2018,0
https://platform.beauhurst.com/company/338jrv/,Handle My Health,8202219,,Dead,30/06/2015,0
https://platform.beauhurst.com/company/wdzvwn/,Sportsyard,8357575,11/01/2013,Dead,12/05/2017,0
https://platform.beauhurst.com/company/uym3j3/,Nutrifiz,SC472253,12/03/2014,Dead,01/05/2018,0
https://platform.beauhurst.com/company/kxke57/,Direct Bedroom,8184443,20/08/2012,Dead,03/03/2016,0
https://platform.beauhurst.com/company/nh6ch9/,Preoday,8243191,08/10/2012,Exited,15/01/2020,
https://platform.beauhurst.com/company/i6b7bx/,SourceCards,8328077,12/12/2012,Dead,02/07/2019,0
https://platform.beauhurst.com/company/8f5zjd/,TickBox,8655548,19/08/2013,Dead,10/05/2017,0
https://platform.beauhurst.com/company/wkhfzf/,MODE,9160131,04/08/2014,Dead,16/12/2019,0
https://platform.beauhurst.com/company/p2m8qy/,Imtech UK,9752439,20/05/2003,Exited,06/06/2017,98859000
https://platform.beauhurst.com/company/gduxqj/,SCM World,6443794,03/12/2007,Exited,29/06/2016,
https://platform.beauhurst.com/company/sgn4jc/,Abide Financial,7508665,27/01/2011,Exited,13/10/2016,
https://platform.beauhurst.com/company/uczhux/,Airstoc,8877581,05/02/2014,Dead,22/08/2018,0
https://platform.beauhurst.com/company/9i3e6p/,Interpretive,9306508,11/11/2014,Dead,03/02/2017,0
https://platform.beauhurst.com/company/gr9k3u/,Jools Drinks,8203674,06/09/2012,Dead,15/04/2019,0
https://platform.beauhurst.com/company/rykisr/,Affio,8469511,02/04/2013,Dead,01/05/2018,0
https://platform.beauhurst.com/company/uehzmb/,One Eyed Dog Films,6480863,23/01/2008,Dead,26/03/2019,0
https://platform.beauhurst.com/company/yf4b3c/,Bloom,9141750,22/07/2014,Dead,06/03/2018,0
https://platform.beauhurst.com/company/t6gguy/,KiwiKit,7206376,20/12/2005,Exited,01/10/2018,
https://platform.beauhurst.com/company/3sth6e/,Kindred RM,5725826,01/03/2006,Dead,05/11/2018,0
https://platform.beauhurst.com/company/vbq6st/,Cape Fisheries,9382592,12/01/2015,Dead,20/03/2018,0
https://platform.beauhurst.com/company/i5sipc/,Matrix Fix Nutrition,9643282,17/06/2015,Dead,20/11/2018,0
https://platform.beauhurst.com/company/7ab4nb/,iotec Global,8525481,13/05/2013,Exited,02/07/2019,
https://platform.beauhurst.com/company/gsw3ee/,Meetchu,8850970,17/01/2014,Dead,16/12/2019,0
https://platform.beauhurst.com/company/djx4em/,Tripwire,9480619,10/03/2015,Dead,07/11/2018,0
https://platform.beauhurst.com/company/5q7znh/,Energy10,9053488,22/05/2014,Dead,25/10/2018,0
https://platform.beauhurst.com/company/tx4vg9/,Rabbit & Pork,8429257,04/03/2013,Dead,16/06/2016,0
https://platform.beauhurst.com/company/2u9ea4/,Niume,8316554,03/12/2012,Dead,02/10/2017,0
https://platform.beauhurst.com/company/qgq38z/,Virtual Intellectual Projects,8649955,14/08/2013,Dead,20/11/2018,0
https://platform.beauhurst.com/company/dvd2rr/,Monnie,8836699,08/01/2014,Dead,25/02/2016,0
https://platform.beauhurst.com/company/b6i8tx/,Daresay,9076252,09/06/2014,Dead,27/07/2017,0
https://platform.beauhurst.com/company/74say3/,Lingos,8424592,28/02/2013,Dead,14/11/2018,0
https://platform.beauhurst.com/company/pu3989/,Touch Surgery,7546735,01/03/2011,Exited,13/02/2020,
https://platform.beauhurst.com/company/cagnth/,MoodMwd,8699343,20/09/2013,Dead,03/05/2019,0
https://platform.beauhurst.com/company/td2jin/,Annecto UK,8239256,03/10/2012,Dead,07/08/2019,0
https://platform.beauhurst.com/company/htygrz/,Bloop,8638188,05/08/2013,Dead,17/07/2018,0
https://platform.beauhurst.com/company/m7ewa7/,Epic Pubs,9155412,31/07/2014,Dead,08/08/2019,0
https://platform.beauhurst.com/company/9uvubf/,Fairsail,6221457,20/04/2007,Exited,03/03/2017,
https://platform.beauhurst.com/company/2q6ijt/,Bets of Mates,8134816,09/07/2012,Exited,23/01/2015,
https://platform.beauhurst.com/company/rsgb5t/,Bundle,9294690,04/11/2014,Dead,13/02/2020,0
https://platform.beauhurst.com/company/vch7j5/,IRISS Medical,10027595,,Exited,26/03/2020,
https://platform.beauhurst.com/company/59cj5q/,The Primal Pantry,8688525,12/09/2013,Exited,01/04/2020,
https://platform.beauhurst.com/company/ekrvj9/,Headliner,9081200,11/06/2014,Dead,29/04/2020,0
https://platform.beauhurst.com/company/pqqs93/,Quethera,8450540,19/03/2013,Exited,10/08/2018,
https://platform.beauhurst.com/company/a56mqm/,Bardowl,7088281,26/11/2009,Dead,24/10/2015,0
https://platform.beauhurst.com/company/nx9wqp/,Ancoa,7248531,10/05/2010,Dead,10/05/2017,0
https://platform.beauhurst.com/company/ygr7fy/,International Gums and Oils,9488295,13/03/2015,Dead,01/11/2018,0
https://platform.beauhurst.com/company/a65h35/,A Suit That Fits,9218525,31/12/2006,Dead,04/04/2018,0
https://platform.beauhurst.com/company/xj2ap5/,Saber Analytics,4638495,16/01/2003,Exited,01/05/2012,
https://platform.beauhurst.com/company/6beifb/,Himachal,9377870,07/01/2015,Dead,04/02/2020,0
https://platform.beauhurst.com/company/4wscsu/,Oxygen FreeJumping,9171541,12/08/2014,Dead,06/07/2018,0
https://platform.beauhurst.com/company/mg7bum/,wayve,8713046,01/10/2013,Dead,16/08/2017,0
https://platform.beauhurst.com/company/vtmimm/,Myconostica,5693850,01/02/2006,Exited,23/05/2011,
https://platform.beauhurst.com/company/hw3qct/,Melrob,7608263,31/12/1995,Exited,19/09/2017,
https://platform.beauhurst.com/company/y6p5cq/,WTG,7618201,31/12/1994,Exited,09/09/2015,
https://platform.beauhurst.com/company/nuxyny/,Petmeds.co.uk,5687109,25/01/2006,Exited,19/08/2012,
https://platform.beauhurst.com/company/6aq6ca/,Aston Select,8836900,08/01/2014,Dead,21/01/2020,0
https://platform.beauhurst.com/company/bnfudb/,Chifafa,9013710,28/04/2014,Dead,10/07/2018,0
https://platform.beauhurst.com/company/fbi2nj/,Better Cities,9304680,11/11/2014,Dead,23/04/2019,0
https://platform.beauhurst.com/company/vq8skv/,Submerged Sports,9645840,18/06/2015,Dead,30/11/2017,0
https://platform.beauhurst.com/company/4ra94k/,BetGame,8986599,08/04/2014,Dead,20/12/2017,0
https://platform.beauhurst.com/company/g82dcr/,Streetlike,8486050,12/04/2013,Dead,06/12/2018,0
https://platform.beauhurst.com/company/pct7c9/,Receptive,9505713,24/03/2015,Exited,07/05/2019,
https://platform.beauhurst.com/company/9xecdx/,C.L. Edwards & Sons,717417,08/03/1962,Dead,21/08/2018,0
https://platform.beauhurst.com/company/8bd34n/,Sun Patch,9253025,07/10/2014,Dead,30/10/2018,0
https://platform.beauhurst.com/company/iqkici/,Chess Dynamics,6539922,31/12/1993,Exited,12/12/2018,
https://platform.beauhurst.com/company/stq2ep/,TalkMusiq,7346730,16/08/2010,Dead,19/11/2018,0
https://platform.beauhurst.com/company/ra68ku/,Collar Club,7894350,30/12/2011,Dead,05/10/2017,0
https://platform.beauhurst.com/company/huhfxs/,Tibit,8685681,11/09/2013,Dead,12/11/2018,0
https://platform.beauhurst.com/company/nwdca6/,SDC Telematics,9706245,28/07/2015,Exited,10/07/2019,
https://platform.beauhurst.com/company/biqwyc/,DATAMAiT,7753164,25/08/2011,Dead,01/11/2018,0
https://platform.beauhurst.com/company/scvg8q/,MovieSta,8177555,13/08/2012,Dead,21/04/2016,0
https://platform.beauhurst.com/company/6gfbxf/,Stratagem Technologies,8283044,06/11/2012,Exited,01/11/2018,
https://platform.beauhurst.com/company/dr6jxe/,Genius Sports Group,9706742,31/12/2000,Exited,30/07/2018,
https://platform.beauhurst.com/company/f6n4a4/,Connect Health Solutions,8738693,18/10/2013,Exited,03/09/2015,
https://platform.beauhurst.com/company/9dtyy3/,Thali,5792624,24/04/2006,Dead,14/09/2018,0
https://platform.beauhurst.com/company/ifrnxp/,Ziylo,9040089,14/05/2014,Exited,17/08/2018,623000000
https://platform.beauhurst.com/company/ki6crz/,Gumbug,8666924,28/08/2013,Exited,12/12/2019,
https://platform.beauhurst.com/company/xc5za7/,Vinaya,8766611,07/11/2013,Dead,10/05/2017,0
https://platform.beauhurst.com/company/rgb7t8/,at{mine},8785867,21/11/2013,Dead,09/10/2017,0
https://platform.beauhurst.com/company/b4365a/,Ethien,9581535,08/05/2015,Dead,10/02/2020,0
https://platform.beauhurst.com/company/762mbf/,Nurph,7038083,12/10/2009,Dead,03/02/2017,0
https://platform.beauhurst.com/company/i9gywy/,Evoglow,8198274,03/09/2012,Dead,08/03/2017,0
https://platform.beauhurst.com/company/qsc2wj/,Here & Now,9085015,13/06/2014,Dead,20/11/2017,0
https://platform.beauhurst.com/company/vwtpbe/,Glass Tech Recycling,7479819,30/12/2010,Dead,09/08/2019,0
https://platform.beauhurst.com/company/xxpv55/,Realla,9280920,27/10/2014,Exited,16/10/2018,
https://platform.beauhurst.com/company/2kkwbs/,Vierfire,5951804,02/10/2006,Dead,15/10/2019,0
https://platform.beauhurst.com/company/9ynnja/,Unbound Innovations,9779276,,Exited,27/06/2018,
https://platform.beauhurst.com/company/ej54qf/,Real Life Analytics,9331196,,Dead,09/04/2019,0
https://platform.beauhurst.com/company/tusd9c/,Tricouni,9357350,16/12/2014,Dead,01/11/2018,0
https://platform.beauhurst.com/company/nv2i5i/,Weave.ai,9614531,29/05/2015,Dead,18/09/2018,0
https://platform.beauhurst.com/company/7sa3qn/,Veridu,8885008,10/02/2014,Dead,08/01/2019,0
https://platform.beauhurst.com/company/8zgv93/,MyHigh,7883500,15/12/2011,Dead,16/02/2017,0
https://platform.beauhurst.com/company/r8pybk/,RentSquare,9556605,23/04/2015,Dead,16/12/2019,0
https://platform.beauhurst.com/company/xrufjr/,Spring Active,8715603,02/10/2013,Dead,23/08/2017,0
https://platform.beauhurst.com/company/mmqebm/,PositionDial,8339041,21/12/2012,Dead,28/06/2019,0
https://platform.beauhurst.com/company/2dd9qk/,The Wonder Why Society,9459226,26/02/2015,Dead,21/05/2019,0
https://platform.beauhurst.com/company/673wsc/,Gitter,8293148,14/11/2012,Exited,15/03/2017,
https://platform.beauhurst.com/company/b2hbmf/,Validis,4289175,18/09/2001,Exited,12/10/2015,
https://platform.beauhurst.com/company/7b4z3a/,Cloud Nails,8543350,24/05/2013,Dead,30/01/2019,0
https://platform.beauhurst.com/company/q5y4v4/,Bounts,7586131,31/03/2011,Dead,16/07/2020,0
https://platform.beauhurst.com/company/rnwept/,Mathscraft,9410041,28/01/2015,Dead,30/08/2019,0
https://platform.beauhurst.com/company/39ffms/,QuantumBlack,7630562,11/05/2011,Exited,16/12/2015,9919000
https://platform.beauhurst.com/company/mhvyp5/,Antidate,8134786,09/07/2012,Dead,21/06/2017,0
https://platform.beauhurst.com/company/2rru3t/,U18connect,8467911,02/04/2013,Dead,26/03/2019,0
https://platform.beauhurst.com/company/sd3d6h/,BillSaveUK,9812523,06/10/2015,Exited,12/08/2019,
https://platform.beauhurst.com/company/75ghp9/,Project Tide,9624917,05/06/2015,Dead,28/06/2018,0
https://platform.beauhurst.com/company/f3ekmk/,BWB,9582647,31/12/1990,Exited,12/07/2017,
https://platform.beauhurst.com/company/zsqi6w/,Driver Instruct Partnership,6419359,06/11/2007,Dead,20/11/2017,0
https://platform.beauhurst.com/company/ggk2s7/,Cole Jarman,7102436,31/12/1993,Exited,11/12/2017,
https://platform.beauhurst.com/company/w4impi/,MATOTU,8989351,10/04/2014,Dead,29/10/2018,0
https://platform.beauhurst.com/company/t9br6x/,itzMe,9165371,07/08/2014,Dead,09/11/2018,0
https://platform.beauhurst.com/company/3443ei/,Roompik,8961966,27/03/2014,Dead,16/07/2020,0
https://platform.beauhurst.com/company/megign/,Frunbu,9336571,02/12/2014,Dead,29/06/2018,0
https://platform.beauhurst.com/company/26hscp/,Hands Of Indigo,9651671,23/06/2015,Dead,04/09/2018,0
https://platform.beauhurst.com/company/afz249/,Bee VM,NI629575,24/02/2015,Dead,20/03/2018,0
https://platform.beauhurst.com/company/psu87w/,WantMyBet,9634655,11/06/2015,Dead,24/02/2020,0
https://platform.beauhurst.com/company/i2jn78/,EnergyWiser,9266449,16/10/2014,Dead,20/11/2017,0
https://platform.beauhurst.com/company/jnbwd3/,Edgeley Green Power,7020340,16/09/2009,Dead,27/02/2018,0
https://platform.beauhurst.com/company/x58ze9/,Roomflick,9285921,29/10/2014,Dead,06/04/2017,0
https://platform.beauhurst.com/company/gw3rkb/,MindX,8110556,19/06/2012,Exited,10/05/2018,
https://platform.beauhurst.com/company/4zmun6/,i-Bell,8689306,13/09/2013,Dead,20/02/2018,0
https://platform.beauhurst.com/company/iaq7kj/,Sincuru,8582462,24/06/2013,Dead,18/07/2016,0
https://platform.beauhurst.com/company/nnfcet/,Veeva,8516041,28/02/2001,Exited,29/09/2015,85772700.13
https://platform.beauhurst.com/company/qkbdky/,Dignisen,10091621,30/03/2016,Dead,02/05/2019,0
https://platform.beauhurst.com/company/d3nj7b/,BSAVE,9701082,24/07/2015,Exited,20/06/2019,
https://platform.beauhurst.com/company/h74jtd/,EnergyOffGrid,8413653,21/02/2013,Dead,30/10/2018,0
https://platform.beauhurst.com/company/322hrp/,Nuggetz,8698818,20/09/2013,Dead,06/12/2018,0
https://platform.beauhurst.com/company/43h9yh/,Kutoa,9096802,23/06/2014,Dead,11/08/2016,0
https://platform.beauhurst.com/company/gpzd23/,Postio,9280467,27/10/2014,Dead,11/09/2017,0
https://platform.beauhurst.com/company/2b35xi/,Benkyo Player,8569581,14/06/2013,Dead,23/11/2017,0
https://platform.beauhurst.com/company/uj9zy8/,DealX,9196578,30/08/2014,Dead,16/04/2019,0
https://platform.beauhurst.com/company/p5w727/,whatleads.to,8809339,10/12/2013,Dead,16/03/2017,0
https://platform.beauhurst.com/company/cdtwrk/,Stashmetrics,7972831,02/03/2012,Dead,01/06/2018,0
https://platform.beauhurst.com/company/7rqvxr/,Love The Look,8882056,07/02/2014,Dead,10/05/2017,0
https://platform.beauhurst.com/company/i4vi2u/,Tribeca Studios,8830967,03/01/2014,Exited,22/01/2019,
https://platform.beauhurst.com/company/kwiyah/,Vidcheck,6976460,30/07/2009,Exited,08/09/2016,
https://platform.beauhurst.com/company/zd4cyb/,Contented,8158948,27/07/2012,Dead,16/03/2018,0
https://platform.beauhurst.com/company/uqwhaj/,Fluency,8562315,10/06/2013,Dead,16/08/2018,0
https://platform.beauhurst.com/company/ytc524/,Hear Today,8812389,12/12/2013,Dead,06/11/2018,0
https://platform.beauhurst.com/company/niqyrs/,Mr Glue Stories,8433432,07/03/2013,Dead,09/08/2019,0
https://platform.beauhurst.com/company/feb2rg/,GamePlan Learning,9668288,02/07/2015,Dead,23/11/2017,0
https://platform.beauhurst.com/company/k98tyy/,I Can Make,8725749,09/10/2013,Dead,18/12/2018,0
https://platform.beauhurst.com/company/iizeqz/,Diagnostic Questions,9166591,07/08/2014,Dead,19/10/2017,0
https://platform.beauhurst.com/company/d6ezb9/,Playlab London,8049362,27/04/2012,Dead,24/10/2018,0
https://platform.beauhurst.com/company/j49b5n/,Myna,8234270,01/10/2012,Dead,01/09/2016,0
https://platform.beauhurst.com/company/45fs5p/,Appy-Bunny,8615502,18/07/2013,Dead,25/09/2018,0
https://platform.beauhurst.com/company/aujx9x/,Sentimoto,8804271,05/12/2013,Dead,16/12/2019,0
https://platform.beauhurst.com/company/zyxijn/,PollPic,9136004,17/07/2014,Dead,01/11/2018,0
https://platform.beauhurst.com/company/3nkvhh/,Innovate 2 Make,8163164,31/07/2012,Dead,16/05/2017,0
https://platform.beauhurst.com/company/ct76h8/,Blade Dynamics,6242328,10/05/2007,Exited,07/10/2015,
https://platform.beauhurst.com/company/yk8ubz/,Chillipeeps,6399400,15/10/2007,Dead,22/10/2019,0
https://platform.beauhurst.com/company/wqbmzu/,Edif Group,7498697,1861-12-31,Exited,25/05/2016,118500000
https://platform.beauhurst.com/company/up6f5k/,Absolute Partnership,7616521,27/04/2011,Exited,02/01/2018,
https://platform.beauhurst.com/company/i8hcbt/,Mr Vine,8035658,18/04/2012,Dead,25/10/2018,0
https://platform.beauhurst.com/company/562gz4/,voXup,8531678,16/05/2013,Dead,14/06/2017,0
https://platform.beauhurst.com/company/jgw5jf/,Wall Display,8814119,13/12/2013,Dead,05/08/2016,0
https://platform.beauhurst.com/company/qc94bq/,Semblent,8856116,22/01/2014,Dead,06/12/2018,0
https://platform.beauhurst.com/company/viu9wc/,Pop My Mind,8933461,11/03/2014,Dead,20/02/2020,0
https://platform.beauhurst.com/company/gqfaba/,Deliverd,9495999,18/03/2015,Dead,04/09/2017,0
https://platform.beauhurst.com/company/37df9y/,Ellumia,8302302,21/11/2012,Dead,22/10/2018,0
https://platform.beauhurst.com/company/pm6tb5/,Nicki Macfarlane,7302107,01/07/2010,Dead,08/01/2018,0
https://platform.beauhurst.com/company/fkwrfd/,Kontainers,9080630,11/06/2014,Exited,12/06/2020,
https://platform.beauhurst.com/company/2zf9sh/,Nascent Training,9638911,01/06/2015,Dead,02/05/2019,0
https://platform.beauhurst.com/company/gvj4pn/,PepVend,8895807,14/02/2014,Dead,29/09/2018,0
https://platform.beauhurst.com/company/i73y3s/,Soply,8978573,,Dead,19/06/2018,0
https://platform.beauhurst.com/company/s32rmt/,Knodium,7991559,15/03/2012,Dead,14/12/2017,0
https://platform.beauhurst.com/company/2hvwvy/,Monreal London,8080146,23/05/2012,Dead,28/10/2019,0
https://platform.beauhurst.com/company/mrrcsb/,My Help at Home,9244493,01/10/2014,Dead,08/06/2017,0
https://platform.beauhurst.com/company/fudvcp/,Clippet,8601543,08/07/2013,Dead,08/03/2017,0
https://platform.beauhurst.com/company/cv3ngk/,Logsit,8511527,30/04/2013,Dead,01/10/2015,0
https://platform.beauhurst.com/company/3hpkgp/,Hashtrack,8752440,29/10/2013,Dead,06/09/2016,0
https://platform.beauhurst.com/company/m9uwe9/,Klipfeed,8618946,22/07/2013,Dead,19/10/2018,0
https://platform.beauhurst.com/company/zfwbkx/,Mihaibao,8768144,08/11/2013,Dead,06/12/2018,0
https://platform.beauhurst.com/company/rkqu4q/,Phundee,8725060,09/10/2013,Dead,26/02/2019,0
https://platform.beauhurst.com/company/v3dyea/,Solayo,8922927,05/03/2014,Dead,25/12/2014,0
https://platform.beauhurst.com/company/im8pn4/,Create eLearning,SC446702,04/04/2013,Dead,06/11/2018,0
https://platform.beauhurst.com/company/6dstdv/,Vulpine,7211640,01/04/2010,Dead,26/05/2017,0
https://platform.beauhurst.com/company/5ab34t/,Nanna Therapeutics,8328823,12/12/2012,Exited,21/04/2020,12000000
https://platform.beauhurst.com/company/4gcnky/,Speed of Light Media,8871893,,Dead,21/08/2018,0
https://platform.beauhurst.com/company/hsw4d6/,Shortcut,8829804,02/01/2014,Dead,06/09/2016,0
https://platform.beauhurst.com/company/dgq4ax/,EthicalBox,9018439,30/04/2014,Dead,24/03/2016,0
https://platform.beauhurst.com/company/xifdi9/,Flowify,10008015,,Dead,12/05/2017,0
https://platform.beauhurst.com/company/vzre8n/,GigOwl,8483475,11/04/2013,Dead,21/08/2014,0
https://platform.beauhurst.com/company/7f8g8m/,WouldU,8455733,21/03/2013,Dead,09/03/2017,0
https://platform.beauhurst.com/company/vhxcrf/,Your Gym,7441024,16/11/2010,Dead,19/12/2019,0
https://platform.beauhurst.com/company/sibj24/,Noble Arbre,9124856,10/07/2014,Dead,10/11/2017,0
https://platform.beauhurst.com/company/6x5ey2/,Ride With Local,9576121,06/05/2015,Dead,18/12/2018,0
https://platform.beauhurst.com/company/ypmyyj/,ukeepu,9319709,20/11/2014,Dead,15/11/2018,0
https://platform.beauhurst.com/company/p2d55m/,Onrequest,7270964,02/06/2010,Dead,18/03/2019,0
https://platform.beauhurst.com/company/mjsbhx/,WearYourSupport.org,9011313,25/04/2014,Dead,07/03/2017,0
https://platform.beauhurst.com/company/2a879h/,BridgeU,8989432,10/04/2014,Exited,26/03/2020,
https://platform.beauhurst.com/company/q9av5p/,Source Lifestyle,8129587,04/07/2012,Dead,20/03/2018,0
https://platform.beauhurst.com/company/jh2tq9/,Knocker,9522186,01/04/2015,Dead,01/06/2017,0
https://platform.beauhurst.com/company/7wer9w/,REVL,9394429,19/01/2015,Dead,15/06/2018,0
https://platform.beauhurst.com/company/emfq92/,The Knowledge Engineers,5896266,04/08/2006,Exited,01/05/2016,
https://platform.beauhurst.com/company/gk7jjf/,Locappy,8700277,20/09/2013,Dead,13/07/2017,0
https://platform.beauhurst.com/company/jzayba/,Laidlaw Interiors Group,7692348,1876-12-31,Dead,22/12/2015,0
https://platform.beauhurst.com/company/kx3uqq/,Tryum,8486942,12/04/2013,Dead,25/02/2016,0
https://platform.beauhurst.com/company/rch69y/,Aurelia Skincare,8446157,15/03/2013,Exited,08/07/2019,
https://platform.beauhurst.com/company/79cxh2/,Football Bingo,5645724,06/12/2005,Dead,19/12/2019,0
https://platform.beauhurst.com/company/i6tsjs/,Particle Therapeutics,5613862,07/11/2005,Dead,31/03/2020,0
https://platform.beauhurst.com/company/ehjv67/,Pharminox,4345812,28/12/2001,Dead,21/08/2018,0
https://platform.beauhurst.com/company/mv5663/,Oxford Imaging Detectors,7585196,31/03/2011,Exited,24/04/2013,
https://platform.beauhurst.com/company/3sbavh/,Oxford Multi Spectral,7586366,31/03/2011,Dead,03/07/2019,0
https://platform.beauhurst.com/company/2g78fd/,ExecuteSales,8123135,28/06/2012,Dead,30/06/2016,0
https://platform.beauhurst.com/company/fqahsh/,ZoopaChat,8114313,21/06/2012,Dead,20/11/2018,0
https://platform.beauhurst.com/company/vb2nf3/,Inc. Travel Management,8453372,01/03/2013,Exited,01/12/2019,
https://platform.beauhurst.com/company/rtm56d/,SportStylist,8784573,21/11/2013,Exited,01/08/2016,
https://platform.beauhurst.com/company/6y97ur/,Aquila BioMedical,SC393914,21/02/2011,Exited,30/10/2017,
https://platform.beauhurst.com/company/7utkf7/,Acro Aircraft Seating,5859680,27/06/2006,Exited,27/09/2017,55000000
https://platform.beauhurst.com/company/3652sy/,Medimark Scientific,7052744,22/10/2009,Exited,24/08/2018,
https://platform.beauhurst.com/company/qu4quq/,Kriticalmass,7972231,01/03/2012,Dead,17/03/2017,0
https://platform.beauhurst.com/company/dnzkma/,Shuttlecook,9207599,08/09/2014,Dead,10/03/2016,0
https://platform.beauhurst.com/company/kdhwpg/,RUFFLR,7660279,07/06/2011,Dead,09/11/2017,0
https://platform.beauhurst.com/company/8qc43e/,e3creative,7404016,12/10/2010,Exited,31/01/2019,
https://platform.beauhurst.com/company/ez3gqu/,Azooki,8987063,09/04/2014,Dead,08/01/2018,0
https://platform.beauhurst.com/company/9i27j8/,Now Wow,8672604,02/09/2013,Dead,09/01/2018,0
https://platform.beauhurst.com/company/48c5hn/,CarMatchin,8457912,22/03/2013,Dead,13/11/2014,0
https://platform.beauhurst.com/company/z99n9p/,Student@Home,7916389,19/01/2012,Dead,14/10/2016,0
https://platform.beauhurst.com/company/hhwhz9/,PubCheckIn,8645303,09/08/2013,Dead,29/08/2017,0
https://platform.beauhurst.com/company/jmx6hp/,Sheringham Studios,7492899,14/01/2011,Dead,31/01/2017,0
https://platform.beauhurst.com/company/57b2q7/,MSIS,SC317117,22/02/2007,Exited,01/06/2015,20000000
https://platform.beauhurst.com/company/2gtwqc/,britehire,8954515,24/03/2014,Dead,16/07/2015,0
