Beauhurst URL,Company name,Companies House Number,Incorporation date,Current Stage of Evolution,Date of the company's exit or death,Exit price
https://platform.beauhurst.com/company/4dr7k3/,The Solar Cloth Company,8037271,19/04/2012,Dead,17/11/2016,0
https://platform.beauhurst.com/company/ivgunw/,Friday Home,9220981,16/09/2014,Dead,25/12/2019,0
https://platform.beauhurst.com/company/nwa6gr/,GA Engineering,SC448644,26/04/2013,Exited,15/11/2014,
https://platform.beauhurst.com/company/r4up4n/,Xodus Group,SC377287,21/04/2010,Exited,21/02/2018,
https://platform.beauhurst.com/company/cbn96m/,Qtsy,9270033,17/10/2014,Dead,12/10/2016,0
https://platform.beauhurst.com/company/tp84u8/,Patchblocks,NI611217,16/02/2012,Dead,01/04/2019,0
https://platform.beauhurst.com/company/3udz6n/,Millivres Prowler Group,3796465,31/12/1974,Dead,27/03/2017,0
https://platform.beauhurst.com/company/un6zu2/,Gravitec Sensory Systems,8845719,15/01/2014,Dead,19/03/2019,0
https://platform.beauhurst.com/company/c57wfe/,Rokshaw,8154114,24/07/2012,Exited,09/04/2019,
https://platform.beauhurst.com/company/3pkhff/,WorkAngel,9976204,21/09/2012,Exited,01/03/2016,
https://platform.beauhurst.com/company/g2vd36/,Car Throttle,7821227,24/10/2011,Exited,05/08/2019,
https://platform.beauhurst.com/company/dcefp6/,YOOVi,9266300,15/10/2014,Dead,30/01/2018,0
https://platform.beauhurst.com/company/8hh3uj/,Zone,3402993,14/07/1997,Exited,26/10/2017,46200000
https://platform.beauhurst.com/company/prbiq8/,Ubrew,9153771,30/07/2014,Dead,18/02/2020,0
https://platform.beauhurst.com/company/w4svzm/,Dojo,8961008,26/03/2014,Dead,26/03/2020,0
https://platform.beauhurst.com/company/t972ju/,rendeevoo,8019394,04/04/2012,Dead,20/09/2017,0
https://platform.beauhurst.com/company/c6iphr/,Frame Again,8170949,07/08/2012,Dead,26/10/2017,0
https://platform.beauhurst.com/company/ggqrqh/,Zeven Media,8426818,01/03/2013,Dead,21/11/2016,0
https://platform.beauhurst.com/company/r7enwn/,Trillenium,8894249,13/02/2014,Dead,11/02/2020,0
https://platform.beauhurst.com/company/86vqdk/,AudioBoom,7013326,09/09/2009,Exited,01/10/2014,#N/A
https://platform.beauhurst.com/company/3qafex/,Stevenswood,SC492792,20/06/2005,Exited,01/07/2016,9791604
https://platform.beauhurst.com/company/8sfjns/,Fast-Form Systems,8636930,05/08/2013,Exited,06/08/2019,1500000
https://platform.beauhurst.com/company/epyac4/,Cloud Data,6760480,27/11/2008,Exited,19/12/2011,
https://platform.beauhurst.com/company/66pcmj/,Molecular Vision,4292847,24/09/2001,Exited,26/03/2012,
https://platform.beauhurst.com/company/sfuqpv/,Ropner Insurance Services,128838,07/05/1913,Exited,01/08/2018,
https://platform.beauhurst.com/company/2q8y6f/,Serascience,7591669,05/04/2011,Exited,13/10/2014,
https://platform.beauhurst.com/company/f22fzn/,Concept Life Sciences,2514788,22/06/1990,Exited,07/07/2014,
https://platform.beauhurst.com/company/q74m53/,Peakdale Molecular,2345676,09/02/1989,Exited,07/07/2014,
https://platform.beauhurst.com/company/2vne99/,Laundrapp,8971706,01/04/2014,Dead,14/02/2020,0
https://platform.beauhurst.com/company/itcujv/,Hybrid Biosystems,3421781,19/08/1997,Exited,15/12/2010,
https://platform.beauhurst.com/company/tcvjqj/,laZook,8005912,26/03/2012,Dead,29/10/2018,0
https://platform.beauhurst.com/company/usrdb2/,Spear Therapeutics,4459626,12/06/2002,Exited,28/01/2015,
https://platform.beauhurst.com/company/z49ptp/,No More Filing,8859127,23/01/2014,Dead,05/11/2018,0
https://platform.beauhurst.com/company/pw46yz/,Metaltech,1576003,23/07/1981,Exited,19/10/2017,
https://platform.beauhurst.com/company/p9gsat/,giftgaming,8819255,18/12/2013,Dead,01/11/2018,0
https://platform.beauhurst.com/company/y8hiy5/,Gay Star News,7719609,27/07/2011,Dead,31/07/2019,0
https://platform.beauhurst.com/company/eemv84/,Twile,8258037,18/10/2012,Exited,02/03/2018,
https://platform.beauhurst.com/company/b5bcxj/,Planned Departure,8438004,11/03/2013,Dead,27/07/2017,0
https://platform.beauhurst.com/company/idiba5/,Apollo Applications,7961662,23/02/2012,Dead,24/07/2014,0
https://platform.beauhurst.com/company/8n8gts/,iMetafilm,SC375310,22/03/2010,Exited,19/08/2019,
https://platform.beauhurst.com/company/f7dhib/,McMillan Williams,8718037,31/12/1983,Exited,20/05/2020,
https://platform.beauhurst.com/company/vkknr6/,Cambridge Clean Energy,9140572,31/12/2009,Dead,08/10/2019,0
https://platform.beauhurst.com/company/dqfdyq/,CornerDrop,8822345,20/12/2013,Dead,15/05/2018,0
https://platform.beauhurst.com/company/88n27z/,OnBoard Pro,9127685,11/07/2014,Dead,20/11/2018,0
https://platform.beauhurst.com/company/firmc3/,Cocoon,9045251,19/05/2014,Exited,16/10/2018,
https://platform.beauhurst.com/company/ksquk9/,Enclothed,8251865,12/10/2012,Exited,13/07/2018,
https://platform.beauhurst.com/company/2ue7eb/,Taylor Street Baristas,5706576,13/02/2006,Dead,03/09/2019,0
https://platform.beauhurst.com/company/5vsf42/,CHOC+,SC376134,01/04/2010,Dead,06/11/2018,0
https://platform.beauhurst.com/company/xggxpj/,Shopa,7674531,20/06/2011,Dead,11/01/2016,0
https://platform.beauhurst.com/company/mq8wm4/,Natter,6332689,03/08/2007,Dead,04/09/2018,0
https://platform.beauhurst.com/company/uyjdvf/,UK Total Solutions,9052545,22/05/2014,Dead,20/08/2018,0
https://platform.beauhurst.com/company/s2eqza/,Grabble,8403776,14/02/2013,Dead,06/08/2018,0
https://platform.beauhurst.com/company/mf7u5j/,Sandows,8657470,20/08/2013,Dead,11/04/2020,0
https://platform.beauhurst.com/company/8j9dzi/,WIDE IO,8329445,13/12/2012,Dead,23/04/2019,0
https://platform.beauhurst.com/company/nmu5q3/,8point3 LED,2754379,09/10/1992,Dead,21/08/2018,0
https://platform.beauhurst.com/company/rtawjw/,Uncover,8911543,25/02/2014,Exited,27/11/2015,
https://platform.beauhurst.com/company/ac5vqu/,Trillion Fund,7613567,26/04/2011,Dead,15/07/2020,0
https://platform.beauhurst.com/company/gxs39k/,Reframed.tv,8639845,06/08/2013,Dead,10/11/2016,0
https://platform.beauhurst.com/company/uefrz9/,Stamplay,8168198,03/08/2012,Exited,21/03/2019,
https://platform.beauhurst.com/company/wrqa5x/,Warwick Effect Polymers,4182449,19/03/2001,Exited,23/01/2012,
https://platform.beauhurst.com/company/mwtbys/,MiTonics,7143155,02/02/2010,Dead,10/05/2017,0
https://platform.beauhurst.com/company/sn8mxc/,Baggers Originals,8095971,07/06/2012,Dead,30/10/2018,0
https://platform.beauhurst.com/company/ktrpxv/,MCADO,8543632,24/05/2013,Dead,11/06/2018,0
https://platform.beauhurst.com/company/h6edrw/,Chameleon Worldwide Travel,9357387,,Dead,07/11/2016,0
https://platform.beauhurst.com/company/fujm2r/,Talking Eye,5676895,16/01/2006,Dead,22/10/2018,0
https://platform.beauhurst.com/company/j5fyxu/,Stewart Renewable Energy,SC404696,03/08/2011,Dead,22/10/2018,0
https://platform.beauhurst.com/company/2nw8n5/,Freedog,9319623,19/11/2014,Dead,16/11/2018,0
https://platform.beauhurst.com/company/wtzxna/,Dubble,8023948,10/04/2012,Dead,31/03/2019,0
https://platform.beauhurst.com/company/8w5ggy/,SALT,6436264,23/11/2007,Dead,12/11/2018,0
https://platform.beauhurst.com/company/6xn746/,Cambridge Sensor Innovation,9449170,19/02/2015,Dead,15/08/2019,0
https://platform.beauhurst.com/company/x8x47s/,Booly,7112097,23/12/2009,Dead,25/10/2018,0
https://platform.beauhurst.com/company/akw37k/,HaveYouSeen,8732329,15/10/2013,Dead,13/11/2018,0
https://platform.beauhurst.com/company/zqypg8/,Cathkin Clean,SC167726,15/08/1996,Exited,19/09/2019,
https://platform.beauhurst.com/company/mpcsnz/,Microbial Solutions,5643048,02/12/2005,Dead,27/10/2015,0
https://platform.beauhurst.com/company/wyhrd9/,Propertyflock,7840708,09/11/2011,Dead,17/01/2017,0
https://platform.beauhurst.com/company/n6s97n/,Apprecie,7935839,03/02/2012,Dead,01/02/2017,0
https://platform.beauhurst.com/company/89b4ch/,Chored,9154886,31/07/2014,Dead,19/06/2018,0
https://platform.beauhurst.com/company/ih5543/,Spark Render,9155018,31/07/2014,Dead,20/11/2018,0
https://platform.beauhurst.com/company/s8nhgx/,Tool@rrest,7099471,09/12/2009,Dead,17/04/2015,0
https://platform.beauhurst.com/company/jsqcc8/,Chew.tv,9260256,13/10/2014,Exited,06/09/2017,
https://platform.beauhurst.com/company/gqrxvs/,Blippar,7446749,22/11/2010,Dead,23/01/2019,0
https://platform.beauhurst.com/company/viyb3j/,Orion Teamwear,6558828,08/04/2008,Exited,08/01/2016,
https://platform.beauhurst.com/company/yk6svn/,PledgeMusic,6712061,01/10/2008,Dead,17/05/2019,0
https://platform.beauhurst.com/company/9bntmd/,Flubit,7431943,08/11/2010,Exited,11/07/2018,
https://platform.beauhurst.com/company/up83f9/,AMIHO Technology,8398544,12/02/2013,Dead,24/07/2018,0
https://platform.beauhurst.com/company/2mk6pw/,City Pantry,8443757,13/03/2013,Exited,12/07/2019,16000000
https://platform.beauhurst.com/company/haffvm/,Heythorp Healthcare,8193606,29/08/2012,Dead,18/03/2019,0
https://platform.beauhurst.com/company/kfwe6r/,GigPlug,8547021,29/05/2013,Dead,07/01/2016,0
https://platform.beauhurst.com/company/d69jvk/,Leisure Brands,8264057,23/10/2012,Dead,20/06/2018,0
https://platform.beauhurst.com/company/r9un3w/,Cupau,8276056,31/10/2012,Dead,20/10/2016,0
https://platform.beauhurst.com/company/xhphuu/,nCube,8278206,01/11/2012,Dead,07/04/2020,0
https://platform.beauhurst.com/company/fry4m7/,GeoLang,8424352,,Exited,04/04/2018,1700000
https://platform.beauhurst.com/company/bv3wud/,Nuwe,8253920,15/10/2012,Dead,26/02/2019,0
https://platform.beauhurst.com/company/2hx5bv/,Mediafed,5499792,05/07/2005,Dead,05/03/2019,0
https://platform.beauhurst.com/company/h4jjz5/,Several,8867431,29/01/2014,Dead,13/03/2017,0
https://platform.beauhurst.com/company/vnc6b4/,Rentecarlo,9106420,27/06/2014,Dead,26/10/2017,0
https://platform.beauhurst.com/company/qytrw5/,Entire Cover,9167204,08/08/2014,Dead,14/12/2018,0
https://platform.beauhurst.com/company/8ka3hg/,Incommon,9171419,12/08/2014,Dead,19/12/2017,0
https://platform.beauhurst.com/company/6pmszq/,Brickvest,9294583,04/11/2014,Dead,04/02/2020,0
https://platform.beauhurst.com/company/5bhxqc/,Storesense,9380219,08/01/2015,Dead,11/05/2017,0
https://platform.beauhurst.com/company/ce69jx/,Inside Biometrics,SC459142,13/09/2013,Dead,21/09/2017,0
https://platform.beauhurst.com/company/phnnzi/,Big Data for Humans,SC468952,03/02/2014,Dead,06/07/2020,0
https://platform.beauhurst.com/company/ina8z9/,Bigfoot Tutors,6769054,09/12/2008,Dead,01/06/2017,0
https://platform.beauhurst.com/company/smmahn/,Geosho,7207860,30/03/2010,Dead,07/03/2017,0
https://platform.beauhurst.com/company/kpb782/,Roseland Technologies,8059048,04/05/2012,Dead,22/10/2018,0
https://platform.beauhurst.com/company/6jj9x6/,Play Sports Group,8265494,23/10/2012,Exited,08/01/2019,
https://platform.beauhurst.com/company/buv5yg/,Wishopoly,8302574,21/11/2012,Dead,05/09/2017,0
https://platform.beauhurst.com/company/iakeic/,Bright North,8340170,21/12/2012,Dead,31/01/2019,0
https://platform.beauhurst.com/company/8ydjry/,Chatelaine Charm Belts,8388592,05/02/2013,Dead,12/05/2016,0
https://platform.beauhurst.com/company/p6tyi6/,Storygami,8460980,25/03/2013,Dead,04/04/2019,0
https://platform.beauhurst.com/company/ufyfrb/,BioEden,8462830,26/03/2013,Dead,16/11/2017,0
https://platform.beauhurst.com/company/9he8ag/,Guevara,8463236,26/03/2013,Dead,08/11/2017,0
https://platform.beauhurst.com/company/yeuuxc/,Artegee,8471567,03/04/2013,Dead,25/10/2018,0
https://platform.beauhurst.com/company/crw6yf/,Doctor Care Anywhere,8614024,17/07/2013,Exited,01/09/2015,
https://platform.beauhurst.com/company/mcht2t/,Statiq,8702435,23/09/2013,Exited,10/03/2017,3500000
https://platform.beauhurst.com/company/3gzvye/,proffer,8741615,21/10/2013,Dead,12/05/2016,0
https://platform.beauhurst.com/company/him3xv/,Remitia,8961747,27/03/2014,Dead,12/09/2016,0
https://platform.beauhurst.com/company/gw22i4/,Carsnip,9296599,05/11/2014,Exited,19/12/2018,
https://platform.beauhurst.com/company/jn7588/,The Crowd,7495994,18/01/2011,Exited,25/10/2018,
https://platform.beauhurst.com/company/qdn4x7/,I Sunk Your Battleship,8782178,19/11/2013,Dead,20/03/2017,0
https://platform.beauhurst.com/company/ku5nrw/,Clotho London,9482102,10/03/2015,Dead,10/08/2017,0
https://platform.beauhurst.com/company/i2dcx3/,Flix Innovations,7002171,26/08/2009,Dead,06/11/2017,0
https://platform.beauhurst.com/company/wwe329/,EEVS,7503579,24/01/2011,Exited,31/07/2015,164461
https://platform.beauhurst.com/company/eiw2ti/,O-food,7945221,10/02/2012,Dead,24/10/2015,0
https://platform.beauhurst.com/company/34hfam/,Shoal,8386051,04/02/2013,Dead,06/12/2018,0
https://platform.beauhurst.com/company/mezytz/,Sofology,1778734,31/12/1976,Exited,03/08/2017,25000000
https://platform.beauhurst.com/company/afgryk/,TitStop,8662993,27/08/2013,Dead,10/12/2015,0
https://platform.beauhurst.com/company/4h268w/,Poppy's Modern Cafe,8689713,,Dead,12/05/2016,0
https://platform.beauhurst.com/company/g9aaxu/,Gladstone London,8778665,18/11/2013,Dead,21/05/2019,0
https://platform.beauhurst.com/company/qr8ag2/,De Mouilpied,8834824,07/01/2014,Dead,05/01/2018,0
https://platform.beauhurst.com/company/v4nuks/,Sqwirel,8843135,13/01/2014,Dead,17/03/2017,0
https://platform.beauhurst.com/company/rfby7e/,Grallo,8473273,04/04/2013,Dead,22/10/2018,0
https://platform.beauhurst.com/company/x65fdt/,Deals & Meals,9005631,22/04/2014,Dead,16/06/2016,0
https://platform.beauhurst.com/company/ssfx4c/,Pebel 3D,9174379,13/08/2014,Dead,12/05/2017,0
https://platform.beauhurst.com/company/6vvpcy/,PrismTech,SC338033,18/02/2008,Exited,18/01/2016,
https://platform.beauhurst.com/company/7xd3kg/,Vysiion,3208975,07/06/1996,Exited,02/03/2020,
https://platform.beauhurst.com/company/e7pg7g/,The Pressery,8929066,07/03/2014,Dead,08/03/2017,0
https://platform.beauhurst.com/company/ytwwcb/,Polygen,5713957,17/02/2006,Dead,08/07/2020,0
https://platform.beauhurst.com/company/my3e7s/,FoodieHub,7155716,12/02/2010,Dead,14/09/2017,0
https://platform.beauhurst.com/company/3amjd5/,Vintage Entertainment,7357182,24/02/2010,Dead,27/03/2019,0
https://platform.beauhurst.com/company/gu44gj/,Rosemoore,7236496,27/04/2010,Dead,07/08/2019,0
https://platform.beauhurst.com/company/fcnxdr/,TreeVue,8943049,17/03/2014,Dead,20/11/2018,0
https://platform.beauhurst.com/company/kwsie7/,The Dress Box,8839529,10/01/2014,Dead,18/03/2019,0
https://platform.beauhurst.com/company/n8d8d9/,Stair-Rover,8358950,14/01/2013,Dead,02/04/2019,0
https://platform.beauhurst.com/company/434b47/,Txtreme,5651907,12/12/2005,Dead,14/05/2019,0
https://platform.beauhurst.com/company/2b2w7m/,eOrigen,7448404,23/11/2010,Dead,27/06/2019,0
https://platform.beauhurst.com/company/ym9imi/,WonderLuk,8568099,13/06/2013,Dead,01/02/2017,0
https://platform.beauhurst.com/company/ri55fu/,HyperBees,7059412,28/10/2009,Dead,26/07/2016,0
https://platform.beauhurst.com/company/5ejqfd/,Aircoolbox,7359346,27/08/2010,Dead,06/11/2018,0
https://platform.beauhurst.com/company/8hrg3n/,Reflection,8044310,24/04/2012,Exited,30/01/2020,
https://platform.beauhurst.com/company/3um2vj/,850 Sports News Digest,9386150,13/01/2015,Dead,19/01/2017,0
https://platform.beauhurst.com/company/ga4vm5/,Sparklight Racing,7690568,04/07/2011,Dead,06/03/2018,0
https://platform.beauhurst.com/company/jficpe/,Knowledge Rocks,8158125,26/07/2012,Dead,19/03/2019,0
https://platform.beauhurst.com/company/v9n7fv/,Health Apps,8437422,08/03/2013,Dead,13/08/2019,0
https://platform.beauhurst.com/company/fh7zsj/,Engenie,8460233,25/03/2013,Exited,10/07/2019,
https://platform.beauhurst.com/company/xr5gv2/,ITnery,8808797,10/12/2013,Dead,18/12/2015,0
https://platform.beauhurst.com/company/6ivnua/,New Home Finder,9065233,02/06/2014,Exited,24/04/2019,
https://platform.beauhurst.com/company/xd62z7/,InstallTracker,9415207,30/01/2015,Dead,16/03/2017,0
https://platform.beauhurst.com/company/67q85n/,Flexeye,4852559,31/07/2003,Dead,16/12/2019,0
https://platform.beauhurst.com/company/83kab9/,Flexiworkforce,SC458398,04/09/2013,Dead,26/02/2019,0
https://platform.beauhurst.com/company/ef9qhb/,SIPHON Networks,6853109,19/03/2009,Exited,04/10/2016,3923000
https://platform.beauhurst.com/company/vpi892/,Power Drive Efficiency (PDE),8980303,07/04/2014,Dead,03/05/2019,0
https://platform.beauhurst.com/company/852kt3/,Ness,SC240457,03/12/2002,Dead,23/03/2017,0
https://platform.beauhurst.com/company/nugbii/,DogBuddy,9265889,15/10/2014,Exited,01/11/2018,
https://platform.beauhurst.com/company/w882rp/,Morgan Tucker,4684456,03/03/2003,Dead,01/06/2017,0
https://platform.beauhurst.com/company/gidmaw/,La Favorita Delivered,SC438983,17/12/2012,Dead,09/01/2018,0
https://platform.beauhurst.com/company/h9j2aj/,OJ-Bio,6795489,20/01/2009,Dead,24/04/2018,0
https://platform.beauhurst.com/company/ep5h49/,Mr. Hare,6754144,20/11/2008,Dead,21/10/2016,0
https://platform.beauhurst.com/company/tqsj7x/,Pinnacle Office Equipment,9488449,31/12/1989,Exited,18/03/2020,
https://platform.beauhurst.com/company/u28dkh/,TapFuse,8504507,25/04/2013,Dead,10/04/2020,0
https://platform.beauhurst.com/company/aadqgm/,Silo,9219666,16/09/2014,Dead,17/03/2020,0
https://platform.beauhurst.com/company/hufgdu/,FreedMan,8086051,28/05/2012,Dead,30/05/2016,0
https://platform.beauhurst.com/company/qzemd4/,GlazeAlarm,8058384,04/05/2012,Dead,09/08/2019,0
https://platform.beauhurst.com/company/uaik7y/,WeDubYou,9039931,14/05/2014,Dead,20/07/2017,0
https://platform.beauhurst.com/company/g7rhdv/,The Bunker,5038041,09/02/2004,Exited,12/07/2017,
https://platform.beauhurst.com/company/2tde4t/,alwaysON,4348334,07/01/2002,Exited,31/01/2017,2412659
https://platform.beauhurst.com/company/ie5t3p/,Rebus,8149823,19/07/2012,Dead,01/03/2016,0
https://platform.beauhurst.com/company/sfnxmi/,Scotland Electronics,SC113309,31/12/1979,Dead,20/08/2018,0
https://platform.beauhurst.com/company/dwkmpm/,Flavourly,,17/08/2012,Dead,07/02/2017,0
https://platform.beauhurst.com/company/vcfuvw/,Camden Town Brewery,9422924,04/02/2015,Exited,21/12/2015,85000000
https://platform.beauhurst.com/company/4pp5uz/,Urban Wind,SC418615,05/03/2012,Dead,10/02/2016,0
https://platform.beauhurst.com/company/abwd67/,Festival HQ,8465211,28/03/2013,Dead,30/06/2020,0
https://platform.beauhurst.com/company/u53qui/,Away Resorts,6486367,01/01/2008,Exited,23/04/2015,
https://platform.beauhurst.com/company/sqid5p/,Wir3s,8453614,20/03/2013,Dead,01/10/2015,0
https://platform.beauhurst.com/company/fajkh8/,MatchChat,7983575,09/03/2012,Exited,31/12/2014,
https://platform.beauhurst.com/company/a6uxhw/,Wellbeing Network,7437450,11/11/2010,Dead,25/03/2019,0
https://platform.beauhurst.com/company/m4ytz7/,E2Focus,8624236,25/07/2013,Dead,23/11/2017,0
https://platform.beauhurst.com/company/3etv98/,Etape Suisse,8765939,07/11/2013,Dead,28/08/2018,0
https://platform.beauhurst.com/company/pvzyb9/,Yoodo,8785655,21/11/2013,Dead,25/09/2018,0
https://platform.beauhurst.com/company/9wm8hx/,Renaissance Healthcare,5887194,26/07/2006,Dead,05/08/2015,0
https://platform.beauhurst.com/company/8asq5f/,Petra Interactive,6245124,11/05/2007,Dead,15/01/2019,0
https://platform.beauhurst.com/company/ndb79y/,Centient,6961473,14/07/2009,Dead,12/05/2017,0
https://platform.beauhurst.com/company/65iwba/,Boomah,7377832,16/09/2010,Dead,09/09/2016,0
https://platform.beauhurst.com/company/rbkew4/,You Invent,8042945,24/04/2012,Dead,16/03/2017,0
https://platform.beauhurst.com/company/k3rnjs/,BoxGarment,8231241,27/09/2012,Dead,13/07/2017,0
https://platform.beauhurst.com/company/vtj9zv/,Aspin Group,3923449,10/02/2000,Exited,22/03/2018,
https://platform.beauhurst.com/company/zie8je/,Quant Marketing,8425866,01/03/2013,Exited,07/02/2018,
https://platform.beauhurst.com/company/c8ashy/,My Day My Way,8844828,14/01/2014,Dead,18/05/2017,0
https://platform.beauhurst.com/company/minnxr/,Livestation,6872775,07/04/2009,Dead,15/05/2018,0
https://platform.beauhurst.com/company/2wb5iz/,VerAxis,8879467,06/02/2014,Dead,21/08/2018,0
https://platform.beauhurst.com/company/4v69a8/,Yossarian,7777618,19/09/2011,Dead,15/07/2020,0
https://platform.beauhurst.com/company/w6qqii/,Waste Systems,NI072202,30/03/2009,Dead,06/12/2018,0
https://platform.beauhurst.com/company/y8rb2d/,Ambix,8243437,08/10/2012,Dead,25/09/2018,0
https://platform.beauhurst.com/company/6mes23/,Night People,8516561,03/05/2013,Dead,04/08/2016,0
https://platform.beauhurst.com/company/8n93ax/,Happiour,8949417,20/03/2014,Exited,16/10/2017,1
https://platform.beauhurst.com/company/7apvi9/,Daviot Farms,SC456061,05/08/2013,Dead,11/10/2017,0
https://platform.beauhurst.com/company/dq4f27/,Bullet News,8765167,07/11/2013,Dead,19/01/2017,0
https://platform.beauhurst.com/company/g66k2v/,Den,8448361,18/03/2013,Dead,22/02/2020,0
https://platform.beauhurst.com/company/pwfn2c/,WOW,9032297,09/05/2014,Exited,15/07/2019,
https://platform.beauhurst.com/company/9vqe8f/,Identidot,5351491,03/02/2005,Dead,27/03/2020,0
https://platform.beauhurst.com/company/yix5t6/,Triggerbuddy,8030992,16/04/2012,Dead,09/09/2016,0
https://platform.beauhurst.com/company/cgd9rg/,Green Wolf Media,8490698,16/04/2013,Dead,08/05/2019,0
https://platform.beauhurst.com/company/speaay/,MobBill,8403535,14/02/2013,Dead,07/05/2019,0
https://platform.beauhurst.com/company/87wmyb/,Harvard Healthcare,6262728,30/05/2007,Dead,05/11/2018,0
https://platform.beauhurst.com/company/72ufxa/,thevoicefactory,6781693,31/12/2008,Exited,18/04/2018,
https://platform.beauhurst.com/company/zantd7/,REG,8279867,05/11/2012,Exited,27/04/2017,8000000
https://platform.beauhurst.com/company/u3qmnd/,Mr Sherick's Shakes,8419079,26/02/2013,Dead,31/10/2018,0
https://platform.beauhurst.com/company/etxrcn/,Durable Technologies,6072416,29/01/2007,Dead,18/10/2018,0
https://platform.beauhurst.com/company/6zt57x/,Enjoy Pubs,9315682,18/11/2014,Dead,12/10/2015,0
https://platform.beauhurst.com/company/k6acdu/,Dassi,5931973,12/09/2006,Dead,15/07/2020,0
https://platform.beauhurst.com/company/4q5ud4/,Transflex,7841788,10/11/2011,Dead,18/04/2018,0
https://platform.beauhurst.com/company/a36a45/,Power Ethernet,7198981,23/03/2010,Dead,06/11/2018,0
https://platform.beauhurst.com/company/tdk2nc/,Lick,6478795,21/01/2008,Dead,23/09/2018,0
https://platform.beauhurst.com/company/yndsky/,Pull'd,8891060,12/02/2014,Dead,07/03/2019,0
https://platform.beauhurst.com/company/88uzdc/,Sketch,8915109,27/02/2014,Dead,15/09/2016,0
https://platform.beauhurst.com/company/jcm9dv/,TreePress,9152234,,Dead,05/06/2018,0
https://platform.beauhurst.com/company/5isg3t/,Distrify Media,SC491140,,Dead,03/02/2020,0
https://platform.beauhurst.com/company/sg5k6j/,POD Point,7180463,05/03/2010,Exited,14/02/2020,
https://platform.beauhurst.com/company/jhk5fb/,Contact Transport,1478943,13/02/1980,Dead,18/01/2019,0
https://platform.beauhurst.com/company/v6r9pa/,Pocket Wardrobe,8486803,12/04/2013,Dead,01/12/2016,0
https://platform.beauhurst.com/company/krjn6y/,My Ageing Parent,8570364,14/06/2013,Dead,15/01/2019,0
https://platform.beauhurst.com/company/x4fjuf/,Moonpeel,8502817,24/04/2013,Dead,30/04/2018,0
https://platform.beauhurst.com/company/reve3q/,Missionly,8636491,05/08/2013,Dead,10/12/2015,0
https://platform.beauhurst.com/company/hmpmv6/,Koko Nata,8889142,12/02/2014,Dead,22/10/2018,0
https://platform.beauhurst.com/company/zuu86b/,Growler Beers,SC455582,30/07/2013,Dead,08/10/2016,0
https://platform.beauhurst.com/company/4nt6fy/,That's Vapore,8770203,11/11/2013,Dead,06/01/2017,0
https://platform.beauhurst.com/company/gdyasc/,Vinoa,8908710,24/02/2014,Dead,28/08/2018,0
https://platform.beauhurst.com/company/2aeupq/,Happy2retire,8980165,04/04/2014,Dead,29/06/2017,0
https://platform.beauhurst.com/company/p2atsv/,Celtique Energie,7448632,23/11/2010,Dead,16/10/2018,0
https://platform.beauhurst.com/company/s4bdf8/,Unii,8073366,17/05/2012,Dead,07/03/2017,0
https://platform.beauhurst.com/company/6e59s7/,Erudine,8077319,21/05/2012,Dead,05/01/2017,0
https://platform.beauhurst.com/company/3bwvmp/,Parecco,9155228,31/07/2014,Dead,09/10/2018,0
https://platform.beauhurst.com/company/atexun/,Globr,9307825,12/11/2014,Dead,22/10/2018,0
https://platform.beauhurst.com/company/9n48um/,Scopeguard,6308204,10/07/2007,Exited,18/04/2017,
https://platform.beauhurst.com/company/wdgm3z/,Orchards of London,6842255,10/03/2009,Exited,13/03/2018,
https://platform.beauhurst.com/company/sasrh4/,Quench Worldwide,8177919,13/08/2012,Dead,09/09/2016,0
https://platform.beauhurst.com/company/bdb6j5/,Beatroot,8609868,15/07/2013,Dead,12/12/2017,0
https://platform.beauhurst.com/company/j3rs9c/,Mr Crabtree,8033262,17/04/2012,Dead,10/04/2018,0
https://platform.beauhurst.com/company/qpx2zy/,Sky-Futures,6931399,11/06/2009,Exited,08/05/2019,
https://platform.beauhurst.com/company/hz9zwy/,Y-Cam,6039855,03/01/2007,Exited,19/02/2019,
https://platform.beauhurst.com/company/2gtwqg/,Essence,7563450,31/12/2005,Exited,05/11/2015,
https://platform.beauhurst.com/company/c935jt/,Entrepreneur Handbook,8445600,14/03/2013,Exited,27/03/2019,
https://platform.beauhurst.com/company/6tspzw/,Zen Exchange,8912639,26/02/2014,Dead,21/03/2016,0
https://platform.beauhurst.com/company/7pn3bm/,Tech Love & Care,9151023,29/07/2014,Dead,29/10/2018,0
https://platform.beauhurst.com/company/fjkrji/,Kaufmann & Harris,9040969,15/05/2014,Dead,27/04/2017,0
https://platform.beauhurst.com/company/hhwhzh/,The Car Finance Company,6060536,22/01/2007,Exited,01/02/2015,49974456
https://platform.beauhurst.com/company/aetdj9/,Yoodoo,6634360,01/07/2008,Dead,30/10/2018,0
https://platform.beauhurst.com/company/yvzwz8/,Orbona,7830248,01/11/2011,Dead,22/10/2018,0
https://platform.beauhurst.com/company/arnayc/,Ekos,7929205,30/01/2012,Dead,12/10/2015,0
https://platform.beauhurst.com/company/28762y/,Oceanfoil,8141215,12/07/2012,Dead,08/07/2019,0
https://platform.beauhurst.com/company/zfsyra/,LawyerFair,8526947,13/05/2013,Exited,29/06/2017,
https://platform.beauhurst.com/company/ywfsis/,M Restaurants,8951280,20/03/2014,Exited,04/04/2019,
