,founding_year,funding_numeric,is_linkedin,country_code,employee_count,description_vector,startup,name
1785,0.0,24200000.0,1,RUS,2,"[ 2.4697322e-03 -3.3718890e-03 -1.9204181e-03  8.5055531e-04
 -9.9978235e-04 -2.1307550e-03 -1.1792600e-03  3.9364561e-03
 -1.4539325e-03  3.5025477e-03 -4.8966417e-03 -3.4040273e-03
  9.5105170e-06 -2.2976024e-03  4.8592032e-04  4.1063619e-03
 -5.0348940e-04 -1.3718060e-03  3.0212980e-03  3.2642663e-03
  3.0594487e-03 -2.0675811e-03  3.5789448e-03 -3.7757230e-03
  1.8823552e-03 -3.6545116e-03  1.5650212e-03 -1.5344014e-03
 -2.0864056e-03 -1.2620607e-03 -3.2261196e-03  2.1353865e-03
 -3.5947000e-03  3.7286419e-03 -2.5648021e-03 -1.2108180e-03
  3.2170892e-03  1.2929118e-03  2.7285023e-03 -4.0611024e-03
  3.7737936e-03 -4.9987049e-03 -2.4525686e-03 -2.9802203e-04
  4.1658860e-03 -4.8235338e-03  3.1245397e-03 -2.9799671e-04
 -4.6892595e-03  6.6560862e-04 -3.8446612e-03 -3.0325376e-03
  1.7508942e-03  2.1018111e-03  1.3180685e-03 -2.1723337e-03
 -3.2501668e-04  2.8357524e-03  1.2769806e-03 -1.8646005e-03
  4.9620774e-03 -3.2568275e-04 -2.2997472e-03 -8.3972124e-04
  1.6414684e-03  3.1834103e-03  2.3346341e-03  3.1407857e-03
  4.1907495e-03  5.7140173e-04  1.0585428e-03 -2.2635299e-03
 -2.3769590e-03  4.0261094e-03 -4.5900238e-03 -3.1142302e-03
 -3.3887785e-03  8.0524501e-04  2.5848246e-03 -1.1316630e-03
 -3.3438837e-03  1.8836504e-03  4.4547026e-03  1.0640990e-03
  2.4933517e-03  1.5270985e-03 -3.7624917e-03  3.9586932e-03
 -4.8646401e-03 -4.5573362e-03 -1.9055974e-03  3.0313802e-03
  3.0705000e-03 -2.9725027e-03 -3.4978807e-03  2.5691772e-03
  1.0852485e-03  2.1630764e-04  6.0275255e-04  2.8730202e-03]",False,YouDo
1786,0.0,1300000.0,1,AUS,1,"[-2.9209566e-03  4.1719675e-05  2.2679209e-04 -4.3272818e-03
 -2.9759218e-03  2.2785109e-03 -3.5290997e-03  2.8605927e-03
  4.4271238e-03  2.8388918e-04  1.9922554e-04  4.7444473e-03
  4.0179752e-03 -4.2463713e-03 -2.1638146e-03 -2.5258958e-04
  1.9084137e-03 -2.5506145e-03  4.0222518e-03 -1.0552179e-03
  1.6433596e-05 -3.9005920e-03 -1.0555539e-03  7.3615852e-04
 -4.4967658e-03  4.8180163e-04 -4.1760150e-03  3.0057167e-03
  3.6858523e-03  5.7462454e-05 -3.6383211e-03 -6.5604207e-04
  3.4064054e-04  1.7238080e-03  1.8065203e-03 -1.0483387e-03
  1.9084895e-03 -3.4119324e-03  4.3131267e-03 -1.6409256e-03
 -3.3074124e-03  1.7591245e-03 -3.6812960e-03  1.5301472e-03
 -3.7003274e-03 -4.4460683e-03 -6.9813432e-05  4.3910630e-03
 -1.6758350e-03  4.4616698e-03 -3.5147613e-03  4.2646993e-03
 -2.8974805e-03  1.3578320e-03 -3.4400690e-03 -2.5496727e-03
  1.2697839e-03 -5.5086912e-05  5.8695674e-05 -1.5167856e-03
 -3.3386797e-03 -2.7356013e-03 -1.2141615e-03 -4.0828800e-03
  8.1675110e-04  3.2524883e-03  2.2042168e-03 -4.0406217e-03
 -2.8638563e-03 -1.6426283e-03  4.3051643e-03 -2.9593796e-04
 -3.3034266e-03  2.4001782e-03  9.0509176e-04 -2.5797281e-03
 -4.1748770e-03  3.8025684e-03 -8.9341431e-04 -6.5181730e-04
  3.5202110e-03 -4.4367909e-03  3.8220710e-03  1.0420990e-03
 -1.1951774e-03 -3.1768891e-03  2.1133565e-03  4.8149433e-03
  3.8606685e-03  2.5100475e-03 -4.7528436e-03 -7.2501512e-04
  1.6874581e-03 -3.5246504e-03  2.9458916e-03  3.2257484e-03
  5.7089148e-04 -2.8704852e-03  9.5575571e-04  4.1672438e-03]",True,eTaskr
1787,0.0,50000.0,1,USA,1,"[-1.6730088e-03  8.7156176e-04 -2.7313204e-03 -9.9374261e-04
 -1.7771757e-03  1.8125337e-03 -3.9466689e-03 -1.0646969e-04
  4.6802978e-03  2.7898944e-03 -7.4680120e-04 -4.0002144e-03
  1.8418831e-03  4.6739322e-03  2.6141722e-03 -3.1322883e-03
 -3.2522233e-04  2.6814258e-03  2.5742585e-03 -3.5439739e-03
 -2.0851539e-03 -3.0375104e-03 -1.1275858e-03  5.7863654e-04
  1.9168943e-03  1.3803035e-03 -5.9295595e-05 -4.2816298e-03
 -3.4630110e-03  4.0036235e-03  2.9062820e-03  2.9981458e-03
 -4.7480562e-03 -6.3841313e-04  1.1930662e-03 -1.5185791e-03
 -4.4484376e-03 -1.3126612e-04  2.9546160e-03  1.6484427e-03
  3.6653555e-03  2.0415247e-03 -3.2979441e-03 -1.3232246e-03
  2.1100694e-03 -3.6778105e-03  7.0298970e-04 -2.6800977e-03
 -1.1095059e-03  2.7093524e-03 -4.8402292e-03 -1.1746612e-03
 -9.4838050e-04  4.8446869e-03 -1.9577050e-03  8.0902578e-04
 -1.5316191e-03  5.4714503e-04  4.6567261e-04  4.5005996e-03
  1.3432283e-03  1.9560587e-03 -2.2555178e-03 -4.6353377e-03
  1.5702641e-03 -2.1632332e-03 -2.8405064e-03  4.5392336e-03
  4.7498983e-03 -1.1067927e-03 -3.7118541e-03  3.1047696e-03
 -5.0766766e-04 -2.9874009e-03  9.2946291e-05  1.9994439e-03
  1.9192445e-03  2.8049247e-03  1.6367030e-03  1.7966718e-03
 -1.5234181e-03 -1.1998123e-03 -4.0316121e-03  1.5205693e-03
  3.2351525e-03  1.7456120e-03 -2.0740433e-03 -3.7246004e-03
 -7.6180906e-04 -6.2120199e-04  3.9161807e-03  6.4177631e-04
 -1.1507187e-03 -4.5954189e-03  4.0807789e-03  1.4971793e-03
 -3.2076738e-03 -2.4215034e-03  9.0036629e-04  3.6617506e-03]",True,QuadJobs
1790,0.0,2000000.0,0,USA,0,"[-5.4200587e-04  3.5158510e-03 -1.4787019e-04 -8.1021606e-04
 -3.2654734e-04  4.2910818e-03  2.8617179e-03  1.9438404e-03
  8.8185846e-04 -4.6118875e-03  2.4804885e-03 -1.9607367e-03
 -1.9391036e-03  2.8566485e-03 -4.2456566e-04  4.7701169e-03
 -3.0970762e-03 -1.4313847e-03  4.1964557e-03  3.9620488e-03
 -1.7313272e-03  4.5178230e-03  2.8942926e-03  3.1958425e-03
  1.1212910e-03 -6.2701403e-04 -2.5968414e-03 -4.4228355e-03
  7.2625041e-04 -2.9122853e-03 -4.8155021e-03 -4.7537358e-03
 -2.4004581e-03 -2.5353080e-03  2.3638541e-03 -1.4920292e-03
  3.1898110e-03 -3.8693878e-03  1.3333070e-03  3.3169258e-03
  2.7513290e-03  2.8958141e-03 -6.3161581e-04 -1.6151890e-03
 -4.2497870e-03  4.2168628e-03  2.4960320e-03 -3.9264560e-06
 -2.3502167e-03  4.5860773e-03 -3.6121490e-03  1.5216655e-03
  2.1607149e-03  5.4548326e-04 -1.6272939e-03 -4.9772384e-03
  4.8729139e-03 -1.3416501e-03  3.3443780e-03  3.0352366e-03
 -4.4108802e-03 -4.9699973e-03  3.3075684e-03 -4.2274036e-03
  1.4789540e-03  3.9684852e-03  2.6542414e-03  4.3207677e-03
 -4.8667910e-03  1.0320246e-03  4.2394842e-03  1.5465552e-03
 -1.4954954e-04 -3.0455857e-03  1.7902452e-03  1.5573633e-03
 -2.6643330e-03 -2.2141251e-03  5.1246228e-04 -4.7916771e-04
  1.5834701e-03  5.6625484e-04 -2.8789502e-03 -2.0228503e-03
  2.2341472e-03 -3.0572682e-03 -2.7400414e-03  3.0211562e-03
 -1.8847764e-03  7.5407326e-04 -2.4833388e-03 -1.7305037e-03
 -2.5248982e-03 -2.8105120e-03 -4.7946931e-04 -9.8674893e-05
  1.7844504e-03 -4.6508247e-03 -1.8687200e-03 -4.0318659e-03]",True,One Jackson
1793,2013.0,25000000.0,1,FRA,2,"[ 1.8631017e-03 -2.6743830e-04 -1.4047512e-03  2.5867342e-04
 -4.1979859e-03  5.1462470e-04 -1.5470183e-03 -3.5405576e-03
 -3.1098891e-03  1.4554524e-03  4.5851422e-03 -2.5817526e-03
 -1.8756128e-03 -2.8731527e-03  4.1095074e-03 -2.8369692e-03
  2.4984598e-03 -3.8560280e-03 -3.4851860e-03  7.3085190e-04
 -1.8520338e-03 -2.3724774e-03 -2.5250865e-03 -3.7611797e-03
 -4.7525554e-03 -3.3960969e-04  4.2058351e-03 -4.9708672e-03
  1.3511204e-03  3.0185163e-03  3.1723070e-03  4.5206817e-03
  4.9182568e-03  1.2507993e-03  1.5654111e-03  4.8553245e-03
 -3.0802435e-03 -1.3408747e-03 -2.2541953e-03  2.7329212e-03
  4.6682698e-03  6.5789762e-04 -1.9503039e-03  1.5126449e-03
  2.4273957e-03  3.0149906e-03  8.7040901e-04  1.1938285e-03
 -2.6394015e-03  1.8931461e-03 -7.6077459e-04  9.4553473e-04
 -2.5380851e-04 -1.0931637e-03  3.2258744e-03 -3.7599134e-03
  1.8604457e-03  2.2658454e-03  4.4862330e-03  2.3144477e-03
  1.7601437e-03  9.1935875e-04  3.4428572e-03 -1.5269623e-03
 -3.0766206e-03  7.6282321e-04 -2.1517873e-03  3.1879426e-03
  3.2249582e-03 -4.1026589e-03 -4.1192006e-03  3.2554937e-03
 -4.4892062e-03 -1.7906859e-03  2.1932066e-04  6.7977962e-04
  7.9338788e-04 -1.8231689e-03  3.2977695e-03 -3.3539420e-03
 -9.5872761e-04 -2.4749069e-03  3.1549912e-03  2.1638309e-03
 -3.9874078e-03  4.7254036e-03 -4.4543780e-03 -4.3149339e-03
 -1.7342162e-03 -8.8189245e-04  2.9201813e-03  1.0568309e-03
 -4.6872632e-03 -1.0797763e-03  4.8284113e-04  2.0774668e-03
 -2.2478998e-05  1.7460829e-03  2.7772749e-03  1.0436141e-03]",False,The Family
1794,1984.0,500400000.0,1,USA,7,"[-2.0507704e-03  3.5530156e-03 -4.2837514e-03 -1.4436087e-03
  4.6683485e-03  2.7885628e-03  4.6748398e-03 -1.3945368e-03
 -1.6961941e-03  5.2023411e-04 -1.2548394e-03  1.9826407e-03
  2.1051459e-03  2.1279866e-03 -6.0029328e-04  4.7568958e-03
 -4.1661938e-03  1.4920413e-04 -2.1652640e-03 -2.4692682e-03
 -4.5660548e-03 -4.9387231e-03 -1.7603838e-03 -3.7256274e-03
  1.4851374e-03  9.9690678e-04 -7.8636408e-04  3.5935484e-03
 -7.1087509e-04 -4.1510100e-03 -3.6844267e-03 -2.2378922e-03
  3.0124367e-03 -2.6108855e-03 -5.2309962e-04  8.6433947e-04
  8.6458144e-04  3.8208491e-03 -1.8698168e-03 -2.5739353e-03
  4.3272264e-03 -3.2902842e-03  1.2392818e-04  4.2173563e-04
 -5.6624832e-04 -6.0843525e-04 -4.6106968e-03  2.9953313e-03
 -4.5618103e-03 -3.0695850e-03  2.6733733e-03 -2.2859911e-03
 -1.3373152e-03 -1.2223792e-03 -3.6313897e-03  2.7947146e-03
 -4.6990523e-03  3.9454405e-03  2.3073130e-03  1.8539029e-03
 -2.3288992e-03 -2.7396809e-03 -3.8004816e-03  4.6761511e-04
 -2.2361129e-04 -3.2052880e-03 -1.4216161e-03 -4.3226238e-03
 -2.1217942e-04 -2.2348817e-03  2.7543150e-03  4.3119793e-03
  1.6672718e-03 -2.6201308e-04 -3.9060945e-03  8.3354593e-04
 -2.8826893e-05  3.5770333e-03 -3.8935211e-03  2.8176205e-03
  3.7583774e-03 -2.9494436e-04 -2.2125489e-03  4.2181374e-03
  9.6800266e-04 -3.4187459e-03 -2.7168887e-03 -1.2748414e-03
  7.5005350e-04 -4.0825303e-03 -1.4658929e-04 -1.0446516e-03
  3.9290395e-03  3.7857234e-03 -2.0171842e-03  2.1176814e-04
  4.2073671e-03 -3.6133467e-03  3.3955663e-03  1.4413178e-03]",True,Cox Communications Inc
1796,1829.0,345000.0,1,USA,7,"[ 0.00069308 -0.0005268   0.00412844  0.00452017  0.00371233  0.00101696
 -0.00137959 -0.00037503 -0.00209527  0.00342833  0.00233879 -0.00217219
  0.00236195 -0.00123362  0.0016817   0.00074166 -0.00442339 -0.00242923
 -0.00481768 -0.00234725  0.00354883  0.00143449  0.00148179  0.00159351
 -0.00203429 -0.00173061 -0.0027464   0.00157568 -0.00308875  0.0012666
  0.00143344 -0.004529   -0.0004222  -0.00490199 -0.00469342 -0.00093849
  0.0019097  -0.00253786  0.00341993 -0.00278808  0.00015957  0.00228728
  0.00062786 -0.00052554 -0.00135581 -0.00346651 -0.00021363  0.00110576
  0.00330451 -0.00362811  0.00333124  0.00372654  0.00332554 -0.00367227
  0.00317031  0.00099217 -0.00470414 -0.00387739 -0.00313092 -0.00329265
  0.00438446 -0.002568    0.00275079 -0.00376355 -0.00424213  0.0007898
 -0.00230384 -0.00053855  0.00499614  0.00096305 -0.00162775 -0.0049508
 -0.003282   -0.00478741  0.00348077  0.00328139 -0.00216101 -0.00309816
  0.00157249  0.00036339 -0.00100843  0.00348094 -0.00066475 -0.00117227
 -0.00117176 -0.00083654 -0.00486721  0.00115953 -0.00233776 -0.00098545
 -0.00456218  0.00144787  0.00339478 -0.00025693 -0.00113244  0.00015737
  0.00191805 -0.00154819 -0.00034951  0.00377174]",True,Philadelphia Inquirer
1797,1881.0,5500.0,1,USA,7,"[-3.39422096e-03 -2.22804002e-03 -4.18609381e-03  1.35420496e-03
  4.96661663e-03  2.88011669e-03 -4.70318086e-03  2.29420303e-03
  3.70552531e-03  2.87261617e-04 -1.13631669e-03  4.66060033e-03
 -9.32697672e-04  1.23260616e-04 -4.12646076e-03  4.05804673e-03
 -8.03403265e-04  7.03886733e-04  2.24095580e-04 -3.49334185e-03
 -4.62401845e-03  4.59007546e-03  3.79030709e-03  2.81055691e-03
 -3.58650088e-03 -3.54128028e-03  4.10219142e-03 -8.65951763e-04
 -3.73270456e-03 -1.64830987e-03  1.11535494e-03  1.57162547e-03
  1.16679852e-03 -4.93400777e-03 -1.30520936e-03  9.86232189e-04
 -1.73728610e-03  1.67261844e-03 -4.07408457e-03  4.14906442e-03
  4.13890556e-03  1.97486766e-03 -3.48252570e-03 -3.06315953e-03
  3.86120612e-03  5.01803181e-04  3.45959654e-03  3.12255253e-03
 -1.14776636e-03 -3.64904944e-03  1.94503309e-03 -2.86841695e-03
  4.35176212e-03  2.97954609e-03  3.91578721e-03  3.47814080e-03
  4.78607276e-03 -2.88536376e-03 -2.32034200e-03  9.38534722e-05
 -1.12686725e-03  3.69930262e-04 -1.04081628e-05  1.21018058e-03
 -4.58935183e-03 -4.97260698e-05  4.91667679e-03  3.86655936e-03
 -3.83105734e-03  3.21787130e-03  2.68871197e-03  3.81383952e-03
  1.93109747e-03 -1.59011420e-03 -1.80142524e-04  4.51546308e-04
  2.87497998e-03  5.18719549e-04 -3.44868423e-03 -1.76762103e-03
 -1.94817875e-03  2.91303382e-04 -4.43838397e-03  1.74172700e-03
  1.68713927e-03 -3.13816313e-03  2.58534076e-03  9.31034680e-04
 -3.01389256e-03  2.57143495e-03 -2.89014657e-03  3.27272480e-03
 -3.60849290e-03  4.55002300e-03  4.90742642e-03 -7.76684261e-04
 -1.05467734e-04 -3.97872273e-03 -1.01606071e-03  2.45236815e-03]",False,American Red Cross
1799,1993.0,13600000.0,1,USA,7,"[-3.3678787e-03  7.8524830e-04  4.2238701e-03 -2.3950273e-03
 -1.2537014e-03 -4.8203259e-03 -4.0947180e-03 -2.7852941e-03
 -1.5352425e-03 -1.5427304e-03  4.7907610e-03  2.4373138e-03
 -2.7661496e-03  3.8132293e-03  2.2484851e-03  4.4498406e-03
  1.0924721e-03 -3.2960332e-03  1.5551203e-03  4.6232194e-03
  3.1166179e-03  1.8920916e-03  8.9425506e-04  3.2088615e-03
  2.6065046e-03 -3.4794491e-03 -1.0801282e-03 -3.7372143e-03
 -4.0041022e-03 -2.2376233e-03 -2.9988373e-03 -1.9639654e-03
 -1.9830673e-04 -2.3836012e-03  4.1795946e-03 -1.4487520e-03
 -1.2008399e-03  3.5548049e-03 -2.1942013e-03  1.3583350e-03
  2.8849328e-03 -4.1584577e-03 -4.5144400e-03  6.0927272e-05
  4.1838009e-03 -4.5155376e-04  1.9034803e-03 -4.4553549e-04
 -1.3363621e-03  2.2931504e-03  1.6135627e-03  2.9558700e-03
  1.7284715e-03 -4.2833341e-03 -7.6700328e-04  3.7570244e-03
 -6.3111482e-05 -3.7303471e-03 -4.3642763e-03 -4.0125698e-04
  4.7304849e-03  4.9075382e-03 -4.7546970e-03 -2.7089505e-03
  1.9011432e-03  3.8090753e-03 -4.6953959e-03 -1.1201260e-03
  4.4745710e-03  3.0304778e-03  1.6777479e-03 -3.6315762e-03
  1.9535541e-03 -3.6546772e-03  3.4421457e-03  2.3324674e-03
  1.0025918e-04  2.3253388e-03  3.8019747e-03 -2.8065133e-03
  8.8131666e-04  2.7236945e-03  2.4932844e-03  1.1499650e-03
 -3.0631437e-03  2.6037300e-03 -4.0443367e-03  1.7159402e-03
 -2.7664573e-04 -4.0898514e-03  4.5537893e-03 -3.9149998e-03
  1.5756249e-04 -3.5317009e-03 -4.6085780e-03 -1.1684537e-03
 -1.8744877e-03  3.4546971e-04 -4.9911528e-03 -3.7194686e-03]",False,Red Hat
1802,2013.0,132600000.0,1,USA,3,"[ 3.3528286e-03  4.2365505e-03  1.9979156e-03 -5.1291735e-04
  4.8966384e-03  4.6910928e-03 -1.9626606e-03 -2.9465761e-03
  2.3352980e-04  3.4584450e-03 -1.2666694e-03 -9.5306634e-05
 -1.7165622e-03  2.1629976e-03 -3.2227766e-03  2.4101662e-03
  1.0726362e-03  3.8906699e-03  3.0156584e-03 -3.8388630e-03
  2.4403143e-03 -8.7538926e-04 -3.3389819e-03 -4.1844677e-03
  4.5027789e-03 -2.8075771e-03  1.5408504e-03  1.1414849e-03
 -6.8696769e-04 -4.7366070e-03  9.9551317e-04  3.6085492e-03
  9.3949976e-04  3.8728702e-03 -2.6025402e-03 -2.6815576e-03
  4.5858417e-03 -5.1209657e-04 -4.8616510e-03  3.1655730e-04
  4.3207300e-03  2.5650591e-03 -1.1240169e-03  8.5168064e-04
 -4.1815210e-03  4.6488540e-03 -4.7968053e-03  2.0361852e-03
 -3.2535344e-03  4.4779396e-03 -3.8707864e-03 -3.0745298e-03
 -4.1917320e-03 -5.7067873e-04 -4.0733675e-03  9.3370672e-06
 -1.8377396e-03  2.2398119e-03  4.3397541e-03  6.5636099e-04
 -1.7147153e-04 -1.4292231e-03 -1.8452882e-04 -2.9016905e-03
 -3.4708963e-03  4.5319556e-04 -8.8350504e-04  1.6695630e-03
 -4.8229923e-03 -1.4909357e-04  2.1198064e-03  3.4967242e-04
 -1.8020087e-03  3.7857424e-03  1.3940859e-03 -1.2612864e-03
 -2.0006683e-03 -4.2665577e-03  1.2548394e-03  2.2983521e-03
 -3.3302992e-04 -2.2252391e-03  4.9515129e-03 -4.9391994e-03
  1.2839425e-03  3.0157166e-03 -8.7894144e-04  2.3984312e-04
 -7.1803154e-04 -4.2126663e-03  6.2539038e-04  3.1429983e-03
  1.5878093e-03 -4.8331410e-04  1.2811518e-03  4.5236819e-03
  4.3615429e-03 -3.2370931e-03  3.9541181e-03  4.6739555e-03]",False,MakeSpace
1809,0.0,3000000.0,1,USA,1,"[ 1.8010074e-03  1.7129385e-03  3.6179303e-04 -3.7258130e-03
  4.3342812e-03  4.7256285e-03  2.2263825e-03 -2.1338877e-03
  1.3071597e-04  4.6184356e-03  4.1885357e-03  3.3003157e-03
  4.9208226e-03 -3.0517154e-03 -4.9095545e-03 -5.6639611e-04
 -4.4905544e-05  1.4941073e-03  3.8244403e-03 -2.2755742e-04
 -2.8171209e-03 -3.0899909e-03 -8.8976830e-04  2.9357285e-03
 -3.1747764e-03 -1.8420112e-03 -9.7249151e-04 -4.4785510e-03
  4.0190399e-04 -4.8161327e-04 -9.7130687e-04  1.0131884e-03
 -9.7495498e-04  2.4492687e-03  4.3684258e-03 -4.0824842e-03
 -4.7517926e-03 -1.7096471e-03 -1.5190950e-03 -3.0470593e-03
  7.4285088e-04 -4.7586355e-03 -1.5836444e-03 -2.2028112e-03
  3.5189241e-03  3.3700122e-03 -3.6994379e-03 -1.5396565e-03
  4.3185246e-03  8.3975377e-04  1.9482535e-03 -1.6012996e-04
  3.5311698e-03  5.2202999e-04 -3.5851597e-05  4.0558847e-03
 -2.3551330e-03 -4.7480515e-03  1.9871711e-03 -1.9746656e-03
  4.2991559e-03  3.2500429e-03 -2.7439320e-03 -3.8140800e-03
 -2.6334426e-03 -2.7008783e-03  8.2564948e-05 -3.1726055e-03
  4.3854816e-03  9.9803391e-04  1.0907066e-03 -3.5427648e-03
  3.3963299e-03  2.3504484e-03 -3.2259466e-04  4.6242797e-03
 -3.6934819e-03  2.0337380e-03 -1.5443086e-03  4.9509783e-03
  2.6778257e-03  2.2154737e-03 -3.7049395e-03  2.4682360e-03
 -1.1793345e-04  3.7306845e-03  4.1838461e-03  4.1232244e-03
 -3.1880576e-03 -4.1243763e-04 -4.6141772e-03  1.5236736e-04
  1.0409814e-03  4.3092071e-04  5.6497159e-04 -1.7772535e-03
  4.3589533e-03  1.8455267e-03  1.5846932e-03 -2.7845644e-03]",False,Fuel Capital Group Inc
1850,2017.0,16000000.0,1,USA,2,"[ 2.5196976e-03 -2.4523018e-03 -3.3909869e-03  7.6799095e-04
  1.2653380e-03  4.7132224e-03 -1.9019806e-03 -6.9489330e-04
 -2.7089792e-03  4.3161702e-03  3.5010267e-03  3.3327295e-03
 -2.5824916e-03  8.4588706e-04  4.8734210e-03 -2.4917948e-03
 -4.0456890e-03  5.2663684e-04 -1.4464757e-03  3.0518866e-03
  2.2659726e-03  1.4503812e-03  9.7205519e-04  4.4882987e-03
  3.1524431e-03  4.1428423e-03  4.2313705e-03  2.2480171e-03
  2.8206862e-03  4.6246047e-03 -5.3068786e-04 -2.1901845e-03
  1.3987905e-03 -3.0146716e-03 -3.8184789e-03  4.1086269e-03
  1.8808622e-03  3.2769793e-03  2.3388981e-03 -8.7772310e-04
 -3.5739234e-03 -3.7715044e-03  4.4156695e-03  4.4013276e-03
 -2.5697290e-03  3.1967759e-03 -4.8939884e-04 -2.8757541e-03
  6.8894686e-04  1.3340372e-03  1.4908058e-03 -1.4771638e-03
  2.1433299e-03 -2.6383775e-03 -8.5538119e-04 -7.3982030e-04
  2.0092791e-03 -3.0922121e-03 -3.5210091e-03  4.2706039e-03
  4.3567773e-03 -9.8214150e-05 -8.1741542e-04 -1.0722113e-03
 -4.9963971e-03  2.4193395e-03  3.3437579e-03 -1.5462104e-03
 -3.7643474e-03 -2.8042207e-03 -2.3596003e-03 -1.9865083e-03
  1.9599719e-03 -1.8494726e-05  3.2321870e-04 -1.9759473e-03
 -1.6837951e-03 -3.6684626e-03 -1.3323930e-03  1.4834106e-04
  4.8583834e-03  2.4945009e-03 -3.2360519e-03 -6.5971908e-05
  4.8036315e-03 -1.1245117e-03 -3.3276337e-03  1.3031226e-03
 -4.8194409e-04  3.3904554e-04 -2.5528800e-03  3.0381179e-03
 -4.1264175e-03  4.1371845e-03 -4.3013720e-03  1.5287877e-03
 -4.0828590e-03  2.2526926e-03  2.5630342e-03 -1.5269053e-03]",True,Briq
1855,0.0,0.0,1,FRA,1,"[-4.0471400e-03  2.6605970e-03  8.4175885e-04 -2.1244234e-03
 -3.6443961e-03 -3.3484141e-03 -2.1935862e-03 -4.4437526e-03
 -1.2122968e-03 -2.5707260e-03 -4.9055051e-03  4.1475212e-03
  2.3040706e-03  1.9893085e-03  4.3055750e-03  2.4166226e-03
 -4.0065958e-03 -1.9863355e-03 -1.4497504e-03 -4.7295378e-03
 -2.5584111e-03 -3.9851386e-03 -2.3052476e-03  1.5285093e-03
  3.6760373e-03 -4.1632685e-03  2.8978896e-03  3.8756191e-04
  2.6251597e-03 -3.0143280e-03  4.8436550e-03  4.8350729e-03
 -2.2321779e-03 -1.0894117e-03 -2.1530583e-03  3.6206341e-03
 -3.9376970e-03  1.1544442e-03 -4.3471958e-03 -1.4929437e-03
 -4.6576383e-03  4.4065281e-03 -3.3831417e-03  3.0716921e-03
 -4.6252026e-03 -1.4353314e-03  4.5769812e-05  2.6017439e-03
 -4.8918705e-03  1.3802647e-04 -4.1665058e-03 -2.5989485e-03
  5.5321632e-04  1.5268117e-03  3.3936201e-04 -2.8901959e-03
  3.5610038e-03  4.3490888e-03 -3.8192314e-03  1.6245896e-03
  2.0885987e-03 -3.3481463e-03 -4.9659414e-03 -8.0957206e-04
 -2.0659163e-03  7.2513876e-04  2.3480481e-03 -1.8616691e-03
 -4.4617234e-04  3.3099009e-03  3.4853828e-03  4.9959854e-03
 -3.5337638e-03 -4.7615496e-03  9.5783651e-04  1.5730417e-03
  4.8817717e-03 -4.9618664e-03  1.8379861e-03 -3.5701036e-03
  3.0772721e-03 -5.0065160e-04 -2.7342024e-03  4.6652746e-03
 -4.3058486e-04  1.6902011e-03  1.2157196e-03  2.2485619e-03
  2.5030279e-03 -4.1945572e-03 -2.6877450e-03 -4.7312896e-03
  3.0786402e-03  1.6695082e-03 -5.5229693e-04  1.2101835e-03
 -2.6644641e-03  5.9667288e-04 -3.8676029e-03 -2.6199208e-03]",True,Briq
1856,0.0,0.0,1,GBR,0,"[-4.8268377e-03 -2.2978305e-03  2.8200031e-04 -2.9759931e-03
 -3.1312204e-03 -4.6198578e-03 -3.8789269e-03  3.9744615e-03
 -2.1727949e-04 -1.5031978e-03  2.1031194e-03 -3.7380366e-04
 -5.2235991e-04 -1.4225718e-03 -4.2036069e-03 -5.0657691e-05
 -4.4592367e-03  1.3419485e-03  4.6840026e-03  1.7980444e-03
  4.1995849e-03  2.8131271e-03 -2.2563550e-03 -7.9968543e-04
 -9.6456317e-04  4.0203077e-03 -3.2371164e-03 -2.6486062e-03
  3.6868369e-03  1.4739382e-03 -2.7036397e-03  1.3485169e-03
  2.1099555e-03  4.6288096e-03  1.4371014e-03  4.7391141e-03
  1.2591810e-03  8.0856681e-04  3.7893986e-03 -3.0090695e-03
 -2.2960901e-03 -2.1214371e-03 -2.4165870e-03  1.3651687e-03
 -2.5143987e-03  1.9422567e-03  3.7229164e-03 -1.3216942e-03
 -4.4843713e-03  2.0686984e-04 -3.0368078e-03 -4.2577572e-03
 -3.7181643e-03  3.2837505e-03  2.7570664e-04  1.1556321e-03
  2.4214471e-03  1.5801894e-03 -1.7845890e-03 -3.1244999e-03
  3.4129561e-04  6.7697885e-04  4.4784724e-04 -4.1056438e-03
 -4.4611264e-03 -3.5971694e-03 -9.6454174e-04 -4.4303415e-03
 -3.7259040e-03  7.6618255e-04 -3.3733016e-03 -3.9335932e-03
  2.1163840e-03 -3.4321661e-03  2.9591066e-03 -3.8909467e-03
  1.0029435e-03  3.2410277e-03 -6.4102409e-04  2.6759452e-03
  2.5279759e-03  1.7215241e-03 -1.8904087e-03 -1.4602870e-04
  3.0348557e-03  1.7113722e-03  2.2531438e-03 -1.9383052e-03
  1.1971671e-03  3.3471404e-04 -1.7844507e-03 -1.4715156e-03
 -4.1152937e-03 -4.2150603e-03  8.5594060e-05 -1.3214508e-03
  3.5685187e-03  1.3699495e-03  2.0350474e-03  3.8341074e-03]",True,We Are Briqs
