,founding_year,funding_numeric,is_linkedin,country_code,employee_count,description_vector,startup,name
3104,2006.0,13900000.0,1,USA,5,"[ 1.6125250e-03 -6.6926511e-04 -2.9319387e-03 -3.3987130e-03
  3.5029114e-03  1.4634413e-03 -4.8645479e-03 -4.0277084e-03
  3.9206576e-03  4.7642112e-04 -4.4529259e-04 -1.3954223e-03
  8.7068498e-04 -2.1153893e-03  2.9515701e-03  3.7637311e-03
 -2.2185386e-04  1.8183988e-03  2.5544029e-03  4.7244858e-03
 -3.4283625e-03  4.3169819e-03  1.1026848e-03  4.3223179e-03
 -2.1693271e-03 -3.3916705e-03 -2.0786244e-03 -1.4116961e-03
 -2.8699660e-03  4.5557809e-03 -3.7068962e-03 -2.5488168e-03
 -3.8606429e-03  1.9878543e-03 -3.0422611e-03  2.2316647e-03
  4.5026941e-03 -3.0593126e-04  7.1490050e-04  1.3488096e-03
 -1.2003869e-04 -2.0130975e-03 -3.2663711e-03  4.3406552e-03
  4.3897098e-03  3.3746613e-03  4.3390612e-03  1.8790084e-03
 -2.0138272e-03 -4.1082148e-03 -2.0586962e-03 -1.1404034e-03
 -1.7521513e-03  1.5559584e-03  4.2676227e-03 -7.1018131e-04
  3.6038589e-03 -4.5214090e-03  6.7710521e-04 -2.2521878e-03
 -5.6149067e-05  2.2712571e-03  1.8997771e-03  3.8225919e-03
  1.9920445e-03 -2.2547296e-03  4.2730798e-03  1.8039877e-03
  1.7334349e-03  1.2385375e-03 -1.9772556e-03  5.3128006e-05
 -3.0688441e-03 -2.8306628e-03 -3.2413035e-04 -2.2625944e-03
  3.1620616e-03  1.8335002e-03 -4.8890477e-03  2.2336042e-03
  5.0092518e-04  3.1206978e-03 -4.3213470e-03  2.9104119e-03
  2.0556492e-03  1.9223279e-03  3.9554597e-04  2.9603548e-03
  9.4914972e-04  1.4240206e-04  3.8458644e-03 -8.3404093e-04
  1.1578590e-03 -1.5720865e-03  3.9577456e-03 -3.9410149e-03
  4.7616591e-03 -3.8830200e-03  4.2286264e-03  4.8528691e-03]",False,United Launch Alliance
3106,2008.0,28300000.0,1,USA,5,"[-1.3814336e-03  3.5034532e-03 -1.2925494e-03  1.7757845e-03
 -5.1283540e-04  1.4519388e-03  1.5517336e-03  1.8589860e-03
 -4.5140726e-03  3.1387210e-03  4.3692011e-03 -5.8168889e-04
  1.1361373e-03 -2.1979790e-03  2.7795243e-03  2.1354080e-04
 -6.6173973e-04 -2.0008201e-03 -1.6070119e-03 -1.7085004e-03
  4.7595520e-03  3.0876475e-03  4.3582236e-03  4.9209315e-03
 -1.8723255e-03 -4.7008623e-03  3.7772113e-03  2.1934300e-03
 -2.4777541e-03 -2.0037532e-04  3.7652582e-03  2.5372906e-03
  2.2397442e-03 -3.1375971e-03  4.0006996e-03 -3.0597097e-03
 -5.8614969e-04 -2.3946159e-03 -4.8219278e-03 -3.3911215e-03
  5.9288741e-06 -2.5685644e-03 -4.7817528e-05 -6.9070637e-04
 -3.8097170e-03 -2.4739357e-03 -1.7166596e-03 -2.1695099e-03
  9.2929543e-04  4.9829572e-03  2.7535618e-03  1.2749857e-03
 -1.0277375e-03  4.7204532e-03 -1.5958825e-03 -1.2676680e-03
  2.5355219e-04 -1.1124840e-03  3.7589609e-03 -3.5490519e-03
 -2.5514809e-03  3.2948493e-03  4.3878448e-03  3.4944988e-03
 -1.8373573e-03 -8.0708414e-04  3.0545164e-03  1.7864573e-03
  1.8863588e-03 -1.3662103e-03 -3.0462253e-03  2.2751070e-03
 -3.4876198e-03 -3.1032932e-03 -1.5469346e-03  7.8691600e-04
 -2.7053815e-03  3.0738527e-03  1.4986163e-03  3.3435123e-03
  1.5523225e-03  1.3909728e-03 -4.8093898e-03 -4.3531042e-03
 -4.8471098e-03  9.6615613e-04 -3.8682071e-03  4.4376836e-03
  3.2481593e-03  1.4714081e-03 -1.1832196e-03  3.7077843e-04
 -2.7611561e-03  3.2737255e-04 -1.8677727e-03 -2.2420371e-03
 -4.3896232e-03  3.7073921e-03  2.1111679e-03  3.5350919e-03]",False,Keyw Holding Corp
3145,2012.0,41200000.0,1,USA,2,"[ 4.7821999e-05  2.3698872e-03 -5.9533835e-04 -2.1281177e-03
  4.8332401e-03  2.5295657e-03  2.4808466e-03 -4.0249289e-03
 -1.4392325e-03 -5.3533108e-04 -1.3402823e-03 -1.8083602e-04
 -2.6251257e-03  4.3932050e-03  2.9370831e-03  4.7455328e-03
  4.0280344e-03 -4.3614339e-03  1.6187382e-03 -1.1708886e-04
 -3.8098721e-03 -4.1212868e-03  1.9348741e-03  4.5731105e-03
 -3.0961924e-03 -2.8738594e-03 -3.7606154e-03 -3.1759178e-03
  9.6495985e-04  4.9848626e-03 -2.1849757e-03 -3.0299812e-04
  1.8102389e-03 -2.5713944e-03 -4.4504451e-03 -2.3792528e-03
 -1.5089915e-03 -3.3989514e-03  8.4623037e-04 -2.6280975e-03
 -4.6139659e-04 -3.5751194e-03  1.0063302e-03  4.6481742e-03
  3.4236782e-03  3.1306697e-03 -1.8938608e-03 -4.9022660e-03
 -1.3787422e-03 -4.8207678e-03 -1.8520755e-03 -6.4658700e-04
 -4.1979449e-03 -1.4614818e-03  1.5135449e-03 -2.7464861e-03
 -3.9698072e-03 -4.7316663e-03  3.1332672e-04  2.4523127e-03
 -4.3093259e-03  3.3237010e-03  1.2491393e-03 -2.6754385e-03
  1.2447221e-03  3.5956884e-03 -5.8175472e-04 -1.7184359e-03
  1.8282169e-03  3.3606123e-03  2.3442942e-03  3.3448155e-03
  3.7163449e-03  2.1435642e-03 -4.6166792e-03  9.5364929e-04
  2.2065639e-04 -8.9199725e-04  2.0567214e-03 -3.3267257e-03
  6.5943302e-04  1.6626823e-03 -3.2093567e-03 -1.6354137e-03
  2.6078064e-03  2.1982999e-03 -3.4068334e-03 -1.0805369e-03
  4.6976923e-04  4.9916506e-03 -3.1494692e-03  2.0099639e-04
 -3.1907379e-03  1.7016637e-03 -2.2657302e-03 -1.2508052e-03
  1.6643917e-03  4.1421531e-03  3.6478096e-03 -3.5039103e-03]",False,Rainforest QA
3146,0.0,34000000.0,0,USA,0,"[ 1.8855786e-03  6.4734102e-04  2.0675790e-03 -3.0313926e-03
  2.0104050e-04 -1.0491092e-03  2.5419176e-03 -4.3523554e-03
  1.9414484e-03  2.5865985e-03  4.7559440e-03  1.9419766e-03
  3.9464058e-03  1.0091275e-03  1.6226948e-03  4.7075795e-03
 -1.2357214e-03 -4.3226657e-03  2.1839065e-03  2.5550544e-04
  9.0763986e-04  3.1081992e-03 -2.8146540e-03 -2.1967895e-03
 -3.8808482e-03  1.1983722e-03 -1.7584681e-03 -6.8227202e-04
  3.4760027e-03  4.1783869e-04 -4.7292979e-03  4.3057697e-03
 -1.0947514e-03 -2.1962745e-03  3.6538439e-03  7.0538581e-04
 -2.0626849e-03 -4.5232065e-03 -2.9562986e-03 -2.1731304e-03
  4.7421362e-03  4.5705736e-03 -2.0742565e-03  1.7773753e-03
 -4.9289330e-03  3.9365888e-05 -3.8250827e-03 -1.5307206e-03
  3.3935106e-03 -2.6885516e-03 -4.9081114e-03 -2.0099101e-03
 -7.2121026e-04 -2.4119020e-06  2.0910841e-03 -9.4691274e-04
 -4.9723466e-03 -3.1040320e-03 -1.4112514e-03 -1.4086782e-03
 -1.6673752e-03 -2.6495294e-03  2.9914964e-03 -5.9167028e-04
 -2.2639150e-03 -7.8082801e-04 -1.7367470e-03 -1.3898590e-03
 -7.5764803e-04  1.5865135e-03 -1.5828788e-04 -4.8061050e-03
  4.8418678e-03 -3.7320852e-04  7.6715171e-04 -3.4423321e-04
 -1.8875286e-03 -4.8989379e-03 -3.5797132e-03 -3.1364849e-03
  1.4328384e-03  2.0598506e-03 -8.7122142e-04  1.3753510e-03
  1.7996687e-03 -3.5946013e-04  3.3393865e-03  1.5506786e-03
  2.8501260e-03  3.6041201e-03 -2.5721353e-03 -5.6913734e-04
  1.3051742e-03 -2.1345518e-03 -4.7843545e-03 -3.2009890e-03
  1.0485643e-03 -2.4877579e-04 -4.5014187e-03 -3.4516543e-04]",False,DBS Communications
3161,2013.0,1200000.0,1,GBR,1,"[ 0.00331196 -0.00484567  0.0004105  -0.00290986  0.00047691  0.00129367
 -0.00458865  0.001007    0.0040832   0.00209885 -0.00306421 -0.00073342
 -0.00492008  0.00353842 -0.00095526  0.00271523  0.00220579 -0.0021751
 -0.00320474 -0.00149353  0.0028674  -0.00148595 -0.00022881 -0.00406503
  0.00495821  0.00328512  0.00405314 -0.00235774 -0.00190988  0.00267044
  0.00262185  0.00096085 -0.00483657 -0.00423909  0.00120522  0.00263834
 -0.00209121 -0.00311936 -0.00293845  0.00045748  0.00199523  0.0017828
  0.00341152 -0.00329869 -0.00096056  0.00134493 -0.00190634  0.00118239
 -0.00283548  0.00273489 -0.0003835  -0.0045033   0.00126526  0.00211888
  0.00430664 -0.00019611  0.00120284 -0.00296209 -0.00497281 -0.0002458
  0.00242839 -0.00438486  0.00143865 -0.00267898  0.00377785 -0.0047484
  0.00024437  0.00280199  0.00219582 -0.00345757  0.00200202  0.00076603
  0.00491289 -0.0039809   0.00382409 -0.0034305  -0.00148531 -0.00277997
 -0.00347067 -0.00250084  0.00173276  0.00281938  0.00327016 -0.00214682
 -0.00065116  0.00062948  0.00447034  0.00452363 -0.00113364  0.00246492
  0.00252728  0.00250599  0.00105187 -0.0029884  -0.00301494 -0.00344732
 -0.00358999 -0.0046345   0.00297885 -0.0038602 ]",True,Cyberlytic
3164,0.0,0.0,1,GBR,1,"[ 0.00181948  0.00173466 -0.00438958 -0.00234849 -0.00251084 -0.00423193
 -0.00234532 -0.00432921  0.00459582 -0.00103542  0.00093487 -0.0001475
 -0.00338461  0.00302239  0.00453931 -0.00229711 -0.00453224  0.00311968
 -0.00244439  0.00327511 -0.00406125  0.00255985 -0.00328708 -0.00210716
 -0.00303039  0.00356014 -0.00055999  0.00059014 -0.00106557  0.00283075
 -0.00279978  0.00064481 -0.00350741  0.00413873 -0.00217761  0.00191769
 -0.00469443  0.00433445  0.00325633 -0.00386817 -0.00481333  0.00083287
 -0.00335052  0.00020576 -0.00227596 -0.00091677  0.00495128  0.0045174
  0.00477738 -0.00153796 -0.00191922 -0.00117841 -0.00069935  0.00444901
 -0.00023183 -0.003506   -0.00425988  0.0019254   0.00150875 -0.00026483
  0.00283463 -0.00382334  0.00417881  0.0009523  -0.00166575 -0.00341912
 -0.00408788  0.00480335  0.00371655  0.0024685   0.00083893 -0.00139868
 -0.00433362  0.0004365  -0.00124855  0.00242577 -0.00491832 -0.00357056
  0.00148481  0.00064056 -0.00146843 -0.0007676   0.00212852  0.00494186
 -0.00071652 -0.00281545  0.00414913  0.00154235  0.00484996 -0.00173285
 -0.00340496  0.00355048 -0.00205501  0.00456093  0.00043897  0.00455893
 -0.00461005  0.00433731  0.00336568 -0.00229771]",True,Ioetec Ltd
3167,0.0,0.0,0,GBR,0,"[ 8.8916719e-04 -4.9372595e-03 -6.2609941e-04  1.4857805e-03
  4.9808999e-03  3.4411664e-03 -9.7252370e-04  4.9292925e-04
  3.4955340e-03 -3.9493947e-04  9.3482673e-04  4.2271870e-03
  4.2438358e-03  4.6610190e-03  4.9351854e-03  2.9329497e-03
 -3.7468253e-03  2.9101830e-03 -3.0617702e-03 -4.1622622e-03
  1.5824204e-03 -2.3833069e-03  1.4543623e-03  1.1960620e-03
 -1.9491791e-04  3.5152172e-03  2.6091265e-03 -4.0357662e-03
 -4.1158274e-03 -1.7199788e-03 -4.7255647e-03 -2.3377365e-03
 -2.3809122e-03  4.0136809e-03 -3.2648083e-03 -3.4606382e-03
  4.6831840e-03  1.6278267e-03  9.6056581e-04 -2.3803907e-03
  2.2806991e-03 -9.4196020e-04  3.3471573e-03 -1.9483280e-03
 -2.8236269e-04 -1.3752732e-03 -4.7292383e-03 -4.3672365e-03
 -3.9085085e-03  2.8141271e-03  7.2988274e-04 -2.3160344e-03
 -1.1874825e-03  1.3749594e-03 -1.5401184e-04  2.4139835e-03
  3.7955374e-03 -3.9635240e-03 -1.3272888e-03 -4.3609054e-03
  2.2423566e-04  2.9597897e-03 -3.5712065e-04  2.2843587e-03
 -3.9120289e-03 -1.8911085e-03 -2.5641276e-03  4.9038683e-03
  4.3698722e-03 -2.0849211e-03 -1.8034980e-03  2.4246592e-03
 -2.6744860e-03  1.0362697e-03  2.8207761e-03  2.5746704e-03
 -2.0216359e-03 -3.0330312e-03  3.3617902e-03  3.8522363e-04
 -8.9874866e-06 -4.5527723e-03  1.2271989e-03  4.1264696e-03
  4.9465615e-03 -2.1892609e-03 -2.4437904e-06  2.0697212e-03
 -4.3212492e-03 -5.5523304e-04 -4.7483761e-03 -4.2515935e-04
  3.6360633e-03  1.4747411e-03 -1.4870384e-03  8.6387875e-04
  4.9720369e-03  4.1079456e-03 -4.1628079e-03 -1.7705495e-03]",True,Cybershield
3182,2016.0,569000000.0,1,DEU,2,"[ 4.1897111e-03 -3.9695022e-03 -8.4978162e-04  4.4744094e-03
  2.0127266e-03  3.1999017e-03  1.7058456e-03  7.7344535e-04
  3.6813258e-03  3.8736803e-03  3.6269880e-03  4.3220911e-03
 -3.9636125e-03  5.1070511e-04  3.0058539e-03 -7.9839857e-04
  2.7715159e-03  3.1119566e-03 -2.5987606e-03 -1.9639819e-04
  4.7679935e-03 -2.4148026e-03 -3.4316136e-03  1.8661171e-03
  4.2162864e-03 -4.2994190e-03  1.0413229e-03  3.2868772e-03
 -2.8771558e-03  1.3548302e-03 -2.0661152e-03 -4.1608135e-03
 -1.6553398e-03  1.8714047e-03  4.9581653e-03 -4.0373127e-03
  9.0968606e-05  4.5433678e-03  1.1294633e-03  3.3921630e-03
  1.8957800e-03 -3.6448420e-03 -1.7283958e-03  1.8761695e-03
 -4.1524996e-03 -3.4011633e-04 -7.6477526e-04  1.3914227e-04
 -1.4735785e-03  1.9503862e-03  2.7235628e-03  2.2824525e-03
 -2.6400745e-04  6.6378119e-04 -4.7799726e-03 -8.9828076e-04
 -4.8148460e-03  4.2806817e-03  1.7792464e-04 -4.8324629e-03
  3.7053090e-03 -4.4188155e-03  1.3417596e-03  2.7606904e-03
 -2.8122723e-04 -1.7334250e-03  1.3209492e-03  3.2975674e-03
 -2.1210557e-03  2.2724748e-03  1.8943715e-03  4.3201507e-03
  2.1238434e-03  1.3739312e-03  2.5387341e-03 -3.4900212e-03
 -2.6078545e-03  1.3663292e-04  2.1531046e-04  3.9481777e-03
  2.2740846e-03 -1.8711048e-03  8.2401157e-04 -3.6061972e-03
 -4.5024706e-03 -2.2521683e-03  5.6524156e-04  3.8249732e-04
  1.9360232e-03 -3.7850260e-03  2.4568094e-03  2.5187123e-03
 -2.9306337e-03  4.3491740e-03 -4.3622470e-03 -3.7162236e-03
  2.2344058e-03 -2.3641754e-03  9.6057175e-04 -2.4628565e-03]",False,Frontier Car Group
3184,0.0,43700000.0,0,IDN,1,"[-2.3138931e-03 -4.0595143e-04 -1.7761260e-03  1.8795484e-03
  9.1840443e-04 -7.6921104e-04 -2.3937786e-03 -3.4094444e-03
 -2.2893220e-03  4.2818068e-03  2.1934425e-03  3.5134929e-03
  4.0850346e-03 -4.9312827e-03 -3.9308909e-03 -4.4019734e-03
  3.0250156e-03 -2.3582666e-03  2.3854112e-03 -2.3729862e-03
  1.4296228e-03  2.2350496e-03  3.9025920e-03 -3.3090054e-03
 -2.2553534e-03 -4.9547385e-03  1.2827909e-03 -3.5317426e-03
  2.5289941e-03 -5.2802445e-04  1.4166450e-03 -4.0075383e-03
  4.6299101e-05 -5.3654792e-04 -3.2143681e-03  4.4904463e-03
 -7.4487954e-04 -1.0169452e-03 -4.2201108e-03 -2.7421350e-03
 -1.0500818e-03  2.6012689e-03 -9.6568733e-04  2.2014349e-03
  1.6188312e-03 -1.7019499e-03 -3.5259787e-03  4.7260518e-03
 -3.8491196e-03 -2.1004057e-03 -3.0745089e-04  1.3476110e-03
 -3.6805684e-03 -1.9080209e-03  2.6839329e-03 -3.8131238e-03
  2.9588705e-03  4.6910071e-03 -2.1309573e-03  1.0370446e-03
 -8.4703861e-05 -3.9741455e-04  2.6736260e-04  4.2972804e-04
 -1.9796195e-03 -2.4255610e-03  2.2505044e-03  3.2741649e-03
  3.6002463e-03 -2.3924159e-03 -5.5074990e-05 -1.0761815e-03
  1.5887081e-04  2.1076787e-03 -3.2653480e-03  2.6706534e-03
  1.5222299e-03  2.4561649e-03  1.9891197e-03 -3.8066264e-03
  3.7801957e-03 -1.8549088e-03 -4.5931321e-03  4.6744416e-03
  2.8556914e-03 -1.9939215e-04  4.1842265e-03  1.5156263e-03
 -3.6915662e-03  4.9738134e-03  1.2019164e-03  2.3083400e-03
  2.7072371e-04  7.4264884e-04 -1.9075513e-04 -3.9844601e-03
  1.2237787e-04 -3.8503900e-03  3.1448442e-03  2.2206586e-03]",True,BeliMobilGue.co.id
3186,0.0,33500000.0,1,unknown,5,"[ 0.00280229  0.00350962  0.00149651  0.00262313 -0.0047974   0.00444692
  0.00300704  0.0005735   0.00425902  0.00034884  0.00187851  0.00105238
  0.00159267  0.00031374 -0.00203627  0.0048326   0.00395994  0.00275362
  0.00490056  0.00289969 -0.00449244 -0.00412258 -0.00475845  0.00326628
 -0.00173985 -0.00125459 -0.00045407  0.00273036 -0.00393286  0.00475367
 -0.00290288 -0.0018047  -0.00488714  0.00044104 -0.00347645 -0.00203765
 -0.00383735 -0.00469861  0.00270739 -0.00342851 -0.00315171  0.00379255
 -0.00364645 -0.00383914  0.0012687  -0.00014426 -0.00376351  0.00474378
  0.00059214 -0.0024227  -0.00147514  0.00144809 -0.00406821 -0.0036661
 -0.00112658 -0.00114357  0.00142126 -0.0041455   0.00197168  0.00456306
  0.00391464 -0.00035147  0.00235885  0.00150906 -0.00227435 -0.00326133
 -0.00434748  0.00470071 -0.00167939 -0.00029989  0.00349727  0.00410178
 -0.00193367 -0.00446482  0.00143002  0.00283752 -0.00058944 -0.00365629
  0.00262569 -0.00195736  0.0022696  -0.00207795 -0.00262401 -0.00246663
  0.00041729 -0.00391679 -0.00120435 -0.00425988 -0.00197247  0.00325567
 -0.00395909 -0.00079051 -0.00446495  0.00417542 -0.00047397 -0.00088126
 -0.00068074  0.0014252   0.00132705  0.00423127]",False,OLX
3190,0.0,0.0,1,unknown,2,"[ 3.8028746e-03  4.1148104e-03 -2.4277642e-03 -4.7559529e-03
  3.2805388e-03 -2.7629829e-03 -2.7756125e-03 -2.9501563e-03
  7.1538327e-04 -3.8300124e-03 -3.0141743e-03 -4.9464027e-03
 -4.4426043e-03  2.8013855e-03 -2.4502724e-03 -2.4720796e-03
 -3.5150320e-04  2.4778389e-03  4.9850619e-03  1.0769994e-03
 -2.2278586e-03 -1.7026913e-03 -1.4173954e-03  2.3221259e-03
 -2.6352322e-03 -2.0669708e-03  4.4500981e-03 -3.0917171e-03
 -6.0716626e-04  3.3787049e-03 -4.5072101e-03 -3.5107613e-03
  6.6031811e-05  7.9876780e-05 -1.7847827e-03  2.6225036e-03
 -4.8496132e-03 -2.0579740e-03 -2.9706643e-03 -8.8598253e-04
  3.7730467e-03  1.2639052e-03 -4.7910749e-03  1.3338798e-03
 -4.9700425e-03  3.7992096e-03  2.6188118e-03  1.0696292e-03
 -2.5478750e-03 -8.6911855e-04  3.8685130e-03 -2.1355599e-04
  3.9186045e-03  4.2810906e-03  3.8583672e-03  3.5179639e-03
  2.1458566e-03  2.4219495e-03 -3.5391771e-03 -4.7954200e-03
  4.0743910e-03  4.1283257e-03 -2.4706654e-03  3.2027287e-03
  4.4793570e-03  1.4964038e-03  1.2596876e-03  3.0399156e-03
  1.8586570e-03  2.8031969e-03  4.0821899e-03 -7.9225452e-04
 -2.0602986e-03 -3.4762116e-04  4.3372333e-04  2.0468051e-03
 -3.5726442e-03 -2.9217482e-03 -3.7171840e-04 -3.0718511e-03
 -3.0281937e-03  3.6373818e-03  7.4414251e-04  8.0244185e-04
  1.7815446e-03 -4.0756701e-04  2.8523742e-03  4.0341169e-03
  1.2067914e-04  2.3570658e-05 -4.3806094e-03 -2.6281578e-03
 -2.8378093e-03 -2.8081358e-04 -2.9339108e-03  1.3608265e-03
  2.7986455e-03 -1.6316605e-03 -3.9030456e-03 -5.5696280e-04]",False,olx.com.br
3193,2011.0,153000000.0,1,USA,4,"[-1.7937421e-04 -1.8922314e-03 -9.1989787e-04 -2.3752025e-03
 -3.1583214e-03 -4.9270946e-03  4.7631171e-03 -4.2657270e-03
 -1.4056882e-03  2.9204327e-03  1.9292593e-04  4.6497919e-03
  4.7633569e-03  2.7857351e-03  4.1423673e-03  1.0334158e-03
 -3.9163680e-04 -2.5140184e-03  9.6990465e-04  2.0206177e-03
 -1.7007467e-03 -2.2946002e-03 -4.8374748e-03  2.6571364e-03
 -3.5738468e-03  3.1804322e-04 -4.7959522e-03 -4.4784247e-05
  2.4057066e-03  3.8200659e-03  4.0527643e-04  1.2370229e-03
  1.6463810e-03 -1.4590078e-03  4.6319766e-03  4.9490910e-03
  1.7179644e-03 -2.2714550e-03  3.8981629e-03 -1.4447763e-03
 -2.1217430e-03  4.0508555e-03 -9.0895680e-04  2.3470623e-03
  2.4881929e-03  1.6752166e-03 -2.6932121e-03 -3.1797367e-03
  6.2034605e-04  2.5189091e-03 -3.6196827e-04  4.6939915e-03
  3.2029760e-03 -1.2311819e-03  2.6364189e-03 -2.7750216e-03
 -3.3259832e-03  9.5483841e-04  2.0722388e-03 -3.8513883e-03
  4.5547963e-04 -3.5839924e-03  2.2763908e-03  2.6379693e-03
  1.7659962e-03 -7.0841727e-04  1.8022794e-03  3.8549805e-03
  3.9221281e-03  4.6146787e-03  4.0215026e-03 -4.9200989e-03
 -2.3488633e-03 -2.1823982e-03  3.4555644e-03  1.1017573e-03
  4.8121540e-03  2.2005748e-03 -2.9324463e-03  4.3028239e-03
 -2.8359755e-03 -2.6808786e-03  2.9674619e-03  1.0218435e-03
 -4.0756329e-03  3.0019088e-03 -2.2785494e-03 -4.7207456e-03
  2.1570867e-03  3.0853606e-03 -4.0189628e-03 -1.9361889e-03
  1.2428141e-03 -3.1870382e-03  1.5200216e-03 -4.6483795e-03
 -6.8469852e-04  2.3442269e-03 -4.1854195e-03 -1.1322787e-03]",False,Poshmark
3194,2011.0,739200000.0,1,USA,4,"[-4.4513255e-04 -2.7950387e-03  4.4465000e-03 -3.7716823e-03
 -6.8181811e-04  1.5837235e-03  6.6002605e-05 -1.7145663e-04
 -8.5230771e-05  3.0466204e-03  2.3253579e-03  2.2481412e-03
 -2.5370377e-03  4.2972623e-04  3.1802945e-03  4.9742876e-04
  2.6035691e-03  7.3588191e-04 -1.0121048e-03 -2.3512160e-03
  2.7534473e-03 -1.6738519e-03  1.9093889e-03 -2.8221130e-03
 -4.9900408e-03  3.0128700e-03 -3.3123516e-03 -2.1149614e-03
  8.5075916e-04  8.8855741e-04 -2.5137662e-04  2.5430494e-03
 -6.9278985e-04  3.9836452e-03 -9.2567829e-04 -4.8475416e-04
  2.8138447e-03 -4.0509175e-03 -3.5082372e-03  2.2934400e-03
 -4.8928233e-03 -3.1098174e-03 -4.1194949e-03 -1.9280645e-03
 -1.7857406e-03  3.6058831e-03 -6.9616316e-04  3.3083493e-03
  2.1102382e-03 -1.0822362e-03 -4.5705242e-03  2.8597896e-03
  4.9474053e-03 -3.8209418e-03  3.4699833e-03  4.8509836e-03
 -2.2294790e-04 -4.3939045e-03  1.5930593e-04  2.6478665e-03
 -2.1375937e-03 -2.0047342e-03 -2.3214547e-03 -2.5648675e-03
 -3.0488651e-03  2.5370182e-03  3.5858231e-03 -3.8554925e-03
  2.7116006e-03 -2.3944818e-03 -6.2280177e-04 -2.9911387e-03
 -7.7100727e-04  4.9711764e-03 -4.0452434e-03 -4.0987493e-03
 -6.1305525e-04  3.6820276e-03  3.6949473e-03 -2.9223021e-03
 -1.8549978e-04 -1.6587299e-03 -5.5591849e-04  3.6810613e-03
  2.0021618e-04  9.8277924e-05 -1.7045555e-03  2.0500410e-03
 -1.4954343e-03 -2.5007380e-03 -4.2353850e-03  1.6288018e-03
  2.9117865e-03  2.2598607e-03  2.9635567e-03 -3.6538215e-04
 -4.7700079e-03 -1.9303390e-03  4.3675862e-03 -5.8768095e-05]",False,Domo
3197,2014.0,33800000.0,1,USA,2,"[-3.3232430e-03  1.2308193e-03 -2.2855664e-03 -2.5406831e-03
 -3.6691637e-03 -3.5184426e-03 -1.6590926e-03 -1.8814462e-03
  2.9086298e-03 -3.9670654e-03  8.6062908e-04  4.2315274e-03
  3.9766313e-04 -3.2867077e-03  2.0586145e-03  1.7786985e-03
 -1.6500675e-03  3.0040008e-03 -3.4119899e-03 -2.3827690e-03
  1.7371040e-03 -3.8711643e-03 -4.4269618e-03  2.6013756e-03
 -4.5967656e-03  4.0314198e-03  1.4375168e-03  4.3800934e-03
 -3.5030255e-03 -3.7568551e-03 -1.4941534e-03 -5.8471976e-04
 -4.7417637e-03  3.0200772e-03 -3.3424241e-03  4.7908942e-03
  3.1617361e-03  9.7166182e-04  1.7017227e-03  2.3631435e-03
  3.2297694e-03 -1.8656754e-03  4.4503822e-03  1.3410222e-03
 -1.8773276e-03  4.6489062e-03  1.4716882e-03 -1.6580459e-03
 -5.7014433e-04 -4.7398079e-03 -1.5259623e-04  2.5282372e-03
 -1.8692362e-03  3.4114957e-04 -3.3785598e-03  3.8988285e-03
  9.9596614e-04 -4.3074097e-03 -2.8290658e-04  1.1201918e-03
 -1.7785412e-03  2.1722377e-03 -3.5475974e-03  7.6081930e-04
 -1.7530321e-05  3.0431032e-04  4.0868791e-03  4.5781243e-03
  1.3925374e-04  9.3005417e-04 -3.4354604e-03 -3.8557982e-03
  1.8211884e-03  3.8946103e-03  4.0698706e-04 -3.1263130e-03
  4.0782029e-03 -4.6672742e-03 -1.1631948e-03  3.1419080e-03
 -4.0461016e-03  3.9328338e-04  5.7303905e-04  3.7741559e-03
 -6.1043981e-04  1.1334437e-03  1.2118912e-03 -4.5081647e-03
  2.8415872e-03 -3.8755261e-03  1.8685508e-03  1.3914376e-03
  6.6768826e-04 -1.8905440e-03  1.3009780e-03  3.2888532e-03
 -3.2889633e-03  1.4103651e-05 -2.9813445e-03 -4.5032422e-03]",False,Brightwheel
